sole_id,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,pressure_01,pressure_02,pressure_03,pressure_04,pressure_05,pressure_06,pressure_07,pressure_08,pressure_09,pressure_10,pressure_11,pressure_12,corrupt,asphalt,brick,transition
1,1775669109536,17731,-45321,15266,-232128,257785,1266934,0,0,0,219,276,195,262,180,275,346,301,284,240,308,127,0,,,
2,1775669109536,1005,545,13481,2207666,10995,-342084,0,0,0,495,530,253,470,478,512,346,193,379,261,178,568,0,,,
1,1775669109552,7757,-29930,18559,1694540,2163684,558330,0,0,0,227,253,155,267,166,238,413,382,260,284,378,100,0,,,
2,1775669109552,1957,531,15084,2850297,26878,-395840,0,0,0,501,526,239,470,476,510,317,186,374,265,177,572,0,,,
1,1775669109568,-4422,-95,16645,3517362,3822794,107512,0,0,0,233,241,136,270,157,232,451,429,251,322,412,89,0,,,
2,1775669109568,2890,674,16846,3622430,-18325,-551000,0,0,0,498,523,236,459,471,507,289,178,371,264,176,574,0,,,
1,1775669109584,-4895,10490,13079,4692666,4086688,-163711,0,0,0,227,237,128,279,155,243,472,456,255,368,432,87,0,,,
2,1775669109584,4130,1115,19411,4747644,-131946,-860098,0,0,0,490,512,240,448,469,508,262,162,368,249,166,551,0,,,
1,1775669109600,1033,4130,16793,5588195,2923601,-172263,0,0,0,224,239,134,287,157,254,487,477,273,403,451,91,0,,,
2,1775669109600,5714,1536,22526,5965709,-285884,-1240056,0,0,0,473,495,240,447,464,506,248,150,362,225,149,490,0,,,
1,1775669109616,2723,-2627,23909,5098281,1078788,388510,0,0,0,232,249,162,296,165,268,499,494,287,420,463,100,0,,,
2,1775669109616,6829,1474,26561,7150788,-404392,-1615127,0,0,0,425,480,226,435,442,483,248,152,346,205,134,410,0,,,
1,1775669109632,-2268,-2464,23168,3309667,310319,590095,0,0,0,244,274,199,313,186,298,516,502,287,435,472,121,0,,,
2,1775669109632,7250,2110,31146,8252789,-89186,-1949881,0,0,0,349,453,201,401,421,435,263,167,314,196,132,343,0,,,
1,1775669109648,-4747,-349,15539,1415985,324980,4886,0,0,0,252,292,229,329,204,327,531,496,314,447,486,163,0,,,
2,1775669109648,6642,4144,32687,9005375,491135,-2257757,0,0,0,306,425,215,355,382,388,277,210,280,170,129,307,0,,,
1,1775669109664,-2321,33,10313,632856,234572,-282219,0,0,0,289,274,247,353,190,333,544,500,338,450,479,191,0,,,
2,1775669109664,6561,6082,30102,9395107,1004262,-2623055,0,0,0,247,401,222,324,351,365,294,241,264,126,115,210,0,,,
1,1775669109680,-1253,148,9442,313984,95294,-172263,0,0,0,298,285,239,377,202,361,549,505,328,457,480,214,0,,,
2,1775669109680,7566,8226,22086,9305921,992045,-3042108,0,0,0,244,402,231,316,344,365,304,271,270,128,131,209,0,,,
1,1775669109696,-1904,641,10490,252898,40317,0,0,0,0,298,301,232,372,199,364,550,493,330,450,480,254,0,,,
2,1775669109696,8169,12385,12333,8273558,276111,-3563787,0,0,0,246,408,234,314,341,360,301,271,263,132,131,204,0,,,
1,1775669109712,-2287,1038,10380,278554,50090,28099,0,0,0,303,300,254,379,211,373,554,498,334,457,482,267,0,,,
2,1775669109712,4728,20406,8781,4442212,-715934,-3032335,0,0,0,243,407,226,319,345,362,304,272,258,130,129,202,0,,,
1,1775669109728,-2100,957,9911,305432,34208,20769,0,0,0,309,304,257,370,207,376,550,473,335,458,464,280,0,,,
2,1775669109728,1947,23426,9222,-900415,-1431868,-1133765,0,0,0,246,409,226,317,343,355,309,273,258,131,129,206,0,,,
1,1775669109744,-1947,794,9834,301767,-8552,23212,0,0,0,320,296,256,378,201,380,556,461,338,467,455,299,0,,,
2,1775669109744,2651,16367,9504,-5006651,-2028072,977384,0,0,0,246,410,228,317,344,353,309,272,256,132,130,208,0,,,
1,1775669109760,-2053,947,10117,312763,-41538,47647,0,0,0,317,302,256,382,214,382,555,440,345,448,450,308,0,,,
2,1775669109760,6077,6111,5996,-5615073,-2327396,1538158,0,0,0,241,411,230,318,347,353,310,276,256,131,130,205,0,,,
1,1775669109776,-2014,1048,10064,354301,-59864,70860,0,0,0,310,307,255,380,221,389,551,418,350,425,421,328,0,,,
2,1775669109776,8466,1986,2780,-4901582,-1973094,996932,0,0,0,238,411,230,318,348,355,310,280,257,131,130,204,0,,,
1,1775669109792,-1923,928,9892,426383,-149051,76969,0,0,0,313,306,249,385,219,389,540,403,346,413,397,336,0,,,
2,1775669109792,8150,3393,2976,-4623028,-873537,156381,0,0,0,239,411,229,321,350,358,311,281,256,132,132,205,0,,,
1,1775669109808,-1995,722,9739,460592,-238237,74525,0,0,0,317,307,239,392,219,387,534,383,344,405,379,336,0,,,
2,1775669109808,6097,5116,5522,-5097059,-89186,-167377,0,0,0,241,411,231,322,350,358,311,280,254,133,133,205,0,,,
1,1775669109824,-2163,583,9590,416610,-232128,75747,0,0,0,313,310,229,390,220,389,536,359,349,391,354,340,0,,,
2,1775669109824,4479,5273,8102,-5745798,133168,-19547,0,0,0,241,414,233,318,349,355,306,280,252,131,133,204,0,,,
1,1775669109840,-2263,536,9504,350636,-163711,81855,0,0,0,309,314,226,389,222,388,533,347,352,377,336,344,0,,,
2,1775669109840,5245,4072,8762,-5997474,309097,333532,0,0,0,243,417,239,316,348,353,303,282,252,131,134,205,0,,,
1,1775669109856,-2239,531,9523,307876,-87964,89186,0,0,0,306,316,228,393,227,395,528,340,357,375,329,350,0,,,
2,1775669109856,5881,3163,9384,-6056117,849102,634078,0,0,0,239,416,239,319,351,358,297,282,254,131,133,204,0,,,
1,1775669109872,-2172,497,9552,282219,-45204,95294,0,0,0,308,309,228,402,234,396,525,335,357,379,329,352,0,,,
2,1775669109872,5264,2847,11045,-6072000,1522276,924849,0,0,0,235,415,238,315,348,356,311,286,259,131,134,204,0,,,
1,1775669109888,-2081,464,9585,252898,-24434,100181,0,0,0,309,315,229,408,225,399,535,328,366,381,321,362,0,,,
2,1775669109888,4460,2847,13381,-6188064,1767844,1227839,0,0,0,234,412,235,318,350,358,305,283,256,130,132,204,0,,,
1,1775669109904,-2000,454,9633,223576,-17104,90408,0,0,0,304,315,229,403,225,400,527,315,366,380,313,365,0,,,
2,1775669109904,4675,2584,15285,-6322455,1857030,1391551,0,0,0,234,412,236,318,348,358,311,285,258,131,134,206,0,,,
1,1775669109920,-1952,440,9700,210137,-23212,73303,0,0,0,313,336,224,406,270,401,526,319,366,365,309,365,0,,,
2,1775669109920,5087,2215,17640,-6436076,2091602,1326799,0,0,0,236,415,237,318,347,358,316,286,260,132,134,207,0,,,
1,1775669109936,-2010,392,9782,221133,-57421,67195,0,0,0,316,330,223,415,258,405,519,306,359,360,299,378,0,,,
2,1775669109936,5049,2249,20722,-6566801,2356718,1176526,0,0,0,234,413,235,318,347,359,318,286,263,133,134,208,0,,,
1,1775669109952,-2144,349,9786,248011,-92851,85521,0,0,0,316,323,226,407,242,404,518,292,362,359,291,390,0,,,
2,1775669109952,4986,2359,24905,-6761056,2487443,1133765,0,0,0,235,413,236,319,348,360,319,284,263,134,133,209,0,,,
1,1775669109968,-2268,311,9700,287106,-111177,129503,0,0,0,331,321,226,414,239,410,520,281,366,363,282,401,0,,,
2,1775669109968,5149,1273,28954,-6913772,2531425,1249830,0,0,0,237,413,237,320,352,362,320,283,265,134,130,209,0,,,
1,1775669109984,-2220,263,9667,311541,-108734,168598,0,0,0,336,323,226,421,245,424,511,272,371,359,276,413,0,,,
2,1775669109984,4723,-2694,31643,-6893003,2700024,1507615,0,0,0,238,413,235,321,352,363,323,281,269,134,130,209,0,,,
1,1775669110000,-2215,234,9753,337197,-112399,197920,0,0,0,332,329,239,422,257,442,506,259,384,350,266,428,0,,,
2,1775669110000,2244,-11887,33151,-6417750,2962696,1694540,0,0,0,239,413,234,325,350,363,326,279,272,136,132,209,0,,,
1,1775669110016,-2306,239,9935,386066,-129503,223576,0,0,0,338,337,252,425,267,455,511,238,402,338,243,448,0,,,
2,1775669110016,-14,-23694,31280,-5571090,2455678,1500285,0,0,0,240,412,232,329,353,368,327,279,273,138,133,210,0,,,
1,1775669110032,-2474,239,10251,483805,-155159,260228,0,0,0,352,346,247,446,287,460,502,218,411,316,216,467,0,,,
2,1775669110032,-579,-35778,23900,-4349360,1496619,635299,0,0,0,239,411,230,331,355,370,327,280,273,139,133,210,0,,,
1,1775669110048,-2608,234,10720,647517,-188146,311541,0,0,0,365,364,239,472,312,457,491,209,399,310,200,480,0,,,
2,1775669110048,-5360,-43780,16046,-2491108,1330464,-1006705,0,0,0,243,411,233,331,355,368,330,285,277,139,136,212,0,,,
1,1775669110064,-2502,177,11237,897971,-188146,355523,0,0,0,374,374,225,475,316,463,496,205,400,305,191,509,0,,,
2,1775669110064,-13079,-44187,15180,-739146,1060462,-2004859,0,0,0,238,410,227,332,356,368,332,295,272,141,145,210,0,,,
1,1775669110080,-2134,47,11935,1208291,-206472,376292,0,0,0,381,374,206,504,324,497,474,199,408,292,174,529,0,,,
2,1775669110080,-13519,-34577,18894,979827,-569326,-1751961,0,0,0,230,398,214,326,354,359,368,392,257,153,198,193,0,,,
1,1775669110096,-2148,-62,12845,1606575,-375071,372627,0,0,0,405,378,198,521,331,505,430,201,417,277,156,558,0,,x,
2,1775669110096,-5111,-10275,21694,2425134,-2768441,-856433,0,0,0,223,352,195,315,325,340,412,440,248,192,313,184,0,,x,
1,1775669110112,-2699,-23,13797,2091602,-577878,426383,0,0,0,396,383,206,524,341,507,383,178,454,261,144,558,0,,,
2,1775669110112,5340,16243,15936,3338989,-4697553,302989,0,0,0,232,337,175,315,317,337,447,465,263,196,295,179,0,,,
1,1775669110128,-3374,62,14912,2675589,-680503,563217,0,0,0,396,383,190,510,335,505,387,151,442,274,144,559,0,,,
2,1775669110128,3153,10868,9820,4373795,-4472755,1108109,0,0,0,240,342,184,325,319,352,469,478,268,211,333,186,0,,,
1,1775669110144,-4584,248,16367,3505144,-640186,812450,0,0,0,406,376,201,492,334,501,318,145,438,259,130,544,0,,,
2,1775669110144,-4967,-1646,14596,5133711,-2689028,1060462,0,0,0,244,347,177,335,321,353,484,487,265,225,352,192,0,,,
1,1775669110160,-6307,737,18277,4447098,-494800,1174082,0,0,0,402,359,212,435,306,493,241,136,440,208,106,511,0,,,
2,1775669110160,-8030,-3761,21780,4862487,-1028697,92851,0,0,0,247,354,196,340,323,364,499,499,273,233,359,206,0,,,
1,1775669110176,-8667,1220,21177,5542991,-229685,1703092,0,0,0,381,340,195,414,300,468,210,127,420,182,95,437,0,,,
2,1775669110176,-296,1564,20636,3830125,-410501,-724486,0,0,0,245,366,222,344,326,377,503,526,277,286,400,212,0,,,
1,1775669110192,-10748,1153,25092,6615670,-47647,2340835,0,0,0,337,335,189,380,289,434,189,134,381,159,92,354,0,,,
2,1775669110192,4168,1928,16377,2723237,-334754,-383623,0,0,0,253,385,247,352,336,386,512,550,280,334,433,224,0,,,
1,1775669110208,-10744,1454,28375,7472103,-3665,2890614,0,0,0,315,319,191,345,258,381,192,149,331,150,104,275,0,,,
2,1775669110208,2455,-9,12194,1408655,-382401,230907,0,0,0,270,405,268,362,349,396,529,557,289,351,440,246,0,,,
1,1775669110224,-9428,2569,29753,8058534,51312,3243694,0,0,0,286,294,181,312,233,323,226,183,287,158,152,198,0,,,
2,1775669110224,363,-526,10882,582765,-362853,304210,0,0,0,287,423,279,371,360,406,537,554,297,333,417,270,0,,,
1,1775669110240,-9451,4661,27944,8383514,476474,3488040,0,0,0,235,274,174,273,213,286,267,224,264,164,208,142,0,,,
2,1775669110240,253,301,10777,240680,-284663,100181,0,0,0,313,438,289,384,372,411,546,554,299,260,342,293,0,,,
1,1775669110256,-11672,8724,18492,8307767,1254717,3699399,0,0,0,237,248,186,264,174,263,298,226,266,183,220,133,0,,,
2,1775669110256,971,1105,10390,152716,-228463,-4886,0,0,0,330,445,292,388,378,407,552,554,301,264,347,297,0,,,
1,1775669110272,-14185,13309,10045,7684684,1284038,4018271,0,0,0,219,258,189,257,181,270,300,228,276,186,227,138,0,,,
2,1775669110272,1062,1249,10212,119729,-186924,-1221,0,0,0,336,448,297,394,375,413,546,555,295,269,345,312,0,,,
1,1775669110288,-11954,18947,8140,5197241,196698,3828903,0,0,0,218,270,189,262,185,275,293,231,274,178,226,145,0,,,
2,1775669110288,899,1225,10251,114842,-144164,0,0,0,0,342,452,300,391,375,412,543,555,296,268,339,313,0,,,
1,1775669110304,-3718,21890,9686,-237015,41538,1546710,0,0,0,232,270,198,261,179,275,299,226,268,182,221,143,0,,,
2,1775669110304,808,1292,10279,149051,-100181,-20769,0,0,0,344,452,299,389,376,412,539,545,294,275,331,318,0,,,
1,1775669110320,-985,16798,9399,-4238183,1404990,-1092227,0,0,0,237,271,191,262,179,270,300,226,267,187,222,141,0,,,
2,1775669110320,799,1397,10270,228463,-28099,-41538,0,0,0,352,456,300,392,377,413,543,542,299,261,310,324,0,,,
1,1775669110336,-5829,7662,6058,-5407379,2552194,-2474004,0,0,0,236,274,196,259,179,272,299,229,268,186,230,145,0,,,
2,1775669110336,861,1392,10155,337197,56199,-43982,0,0,0,358,458,298,393,377,414,537,527,301,259,297,332,0,,,
1,1775669110352,-9973,3273,3058,-4554611,1292590,-1721418,0,0,0,232,275,201,257,181,276,298,231,272,182,232,145,0,,,
2,1775669110352,938,1263,9992,406836,105068,-40317,0,0,0,360,460,298,394,378,420,534,519,310,254,276,344,0,,,
1,1775669110368,-8140,3115,3397,-4040262,-321315,-777020,0,0,0,228,275,200,257,180,276,298,232,275,183,233,149,0,,,
2,1775669110368,1009,1095,9853,427605,114842,-37873,0,0,0,358,460,296,398,380,423,533,512,320,252,261,355,0,,,
1,1775669110384,-4192,4584,6087,-4476420,-489913,-728151,0,0,0,221,275,206,248,183,282,300,233,280,182,232,152,0,,,
2,1775669110384,1062,990,9815,400727,98960,-41538,0,0,0,359,459,296,398,380,422,530,502,319,251,253,359,0,,,
1,1775669110400,-3498,5005,8236,-5257106,26878,-1238834,0,0,0,217,276,205,247,183,283,300,234,283,179,232,151,0,,,
2,1775669110400,1129,923,9815,359188,68416,-45204,0,0,0,364,458,296,402,380,423,530,491,318,252,248,362,0,,,
1,1775669110416,-5647,3823,9155,-5791002,48869,-1711644,0,0,0,216,276,204,251,180,283,298,233,288,179,231,150,0,,,
2,1775669110416,1191,894,9834,310319,7330,-48869,0,0,0,371,456,299,407,378,426,531,479,321,255,243,370,0,,,
1,1775669110432,-6867,2431,10122,-6032905,-441044,-1940107,0,0,0,217,276,208,250,179,285,297,233,294,179,230,152,0,,,
2,1775669110432,1201,880,9839,278554,-58643,-52534,0,0,0,378,457,306,406,375,430,530,465,323,256,241,377,0,,,
1,1775669110448,-6456,1521,11739,-6056117,-1028697,-1997529,0,0,0,219,278,211,250,180,284,296,233,296,180,234,151,0,,,
2,1775669110448,1105,851,9853,261450,-101403,-58643,0,0,0,382,462,304,407,380,436,531,451,325,260,251,380,0,,,
1,1775669110464,-6322,1115,14065,-6190508,-1271821,-2067167,0,0,0,218,279,212,250,181,287,297,233,298,182,231,151,0,,,
2,1775669110464,990,808,9892,245567,-101403,-56199,0,0,0,391,468,297,411,381,439,531,442,328,263,242,391,0,,,
1,1775669110480,-6824,507,16252,-6392093,-1436755,-2025629,0,0,0,217,279,211,252,183,287,302,236,299,189,229,154,0,,,
2,1775669110480,990,789,9949,237015,-87964,-48869,0,0,0,412,477,306,420,387,447,530,432,326,257,208,401,0,,,
1,1775669110496,-7097,-636,18846,-6478836,-1657888,-1791056,0,0,0,220,280,207,252,184,285,300,234,295,175,229,148,0,,,
2,1775669110496,1048,770,9997,245567,-85521,-43982,0,0,0,408,473,310,432,386,455,530,428,336,257,203,413,0,,,
1,1775669110512,-7288,-1675,21507,-6405532,-1810604,-1596801,0,0,0,225,280,207,263,183,285,303,236,297,183,233,151,0,,,
2,1775669110512,1081,737,10021,270002,-90408,-47647,0,0,0,413,476,302,429,395,456,522,416,338,309,223,434,0,,,
1,1775669110528,-7800,-2522,24144,-6262590,-1923003,-1604132,0,0,0,218,283,207,253,183,285,297,229,297,191,226,155,0,,,
2,1775669110528,1081,693,10035,309097,-96516,-59864,0,0,0,419,487,313,427,399,463,517,400,337,268,200,446,0,,,
1,1775669110544,-7872,-4565,27049,-6169738,-2238210,-1847256,0,0,0,214,278,208,255,183,290,298,229,301,180,224,150,0,,,
2,1775669110544,1086,665,10074,356745,-90408,-74525,0,0,0,428,494,319,430,406,472,517,376,353,256,186,457,0,,,
1,1775669110560,-6877,-8609,29045,-6113539,-2660928,-2068389,0,0,0,216,277,209,257,182,288,300,227,300,180,225,146,0,,,
2,1775669110560,1153,665,10212,425162,-70860,-94073,0,0,0,444,503,327,436,417,473,513,352,352,256,180,476,0,,,
1,1775669110576,-5675,-15888,28446,-5866749,-2744006,-1901012,0,0,0,216,279,210,257,182,288,305,229,300,182,224,143,0,,,
2,1775669110576,1287,665,10476,527787,-24434,-125838,0,0,0,455,512,331,446,429,480,492,314,350,257,179,508,0,,,
1,1775669110592,-4804,-24661,24589,-5315749,-2476447,-1123992,0,0,0,216,280,210,257,182,289,302,228,298,184,227,142,0,,,
2,1775669110592,1493,598,10782,648738,34208,-173485,0,0,0,463,515,322,457,439,490,480,274,360,259,174,531,0,,,
1,1775669110608,-1115,-32988,18784,-4388455,-2360383,327423,0,0,0,219,283,208,260,185,289,305,231,296,185,230,141,0,,,
2,1775669110608,1713,512,11093,779464,91629,-245567,0,0,0,475,525,319,464,445,498,464,247,368,258,170,544,0,,,
1,1775669110624,8188,-38229,15611,-3087312,-2072054,1534493,0,0,0,220,283,201,263,186,284,321,235,292,199,232,137,0,,,
2,1775669110624,1737,502,11725,1025031,80634,-334754,0,0,0,485,534,313,469,451,503,434,226,368,260,171,556,0,,,
1,1775669110640,14917,-41272,14792,-1462411,-812450,1929112,0,0,0,216,274,193,260,183,275,320,242,282,217,256,131,0,,,
2,1775669110640,1488,536,12787,1429424,19547,-389732,0,0,0,489,530,288,488,478,496,402,210,371,262,173,566,0,,,
1,1775669110656,14089,-38329,17056,379958,1243721,1552819,0,0,0,217,262,177,255,176,258,333,298,269,239,324,117,0,,,
2,1775669110656,1450,502,14132,2042733,-10995,-417831,0,0,0,490,529,265,495,505,494,359,201,369,256,176,574,0,,,
1,1775669110672,3694,-11950,18281,2863736,4261395,507018,0,0,0,225,249,142,256,160,227,427,404,253,288,389,92,0,,,
2,1775669110672,1895,464,15410,2789210,10995,-502131,0,0,0,491,525,251,461,484,515,317,193,366,250,173,572,0,,,
1,1775669110688,-5819,13275,14247,4161214,5420818,-421497,0,0,0,227,241,140,253,154,233,452,448,264,307,415,90,0,,,
2,1775669110688,2373,631,16788,3544240,-28099,-620639,0,0,0,503,527,251,455,475,509,287,183,362,246,170,577,0,,,
1,1775669110704,-1244,9361,13744,4803844,3909537,-674395,0,0,0,224,241,135,273,159,244,468,480,264,368,438,94,0,,,
2,1775669110704,3843,1038,18942,4535063,-261450,-813672,0,0,0,506,519,245,439,477,507,258,170,353,239,168,560,0,,,
1,1775669110720,5297,-1421,19827,5117828,1755626,-118507,0,0,0,227,241,143,286,158,259,484,484,275,399,444,101,0,,,
2,1775669110720,5733,1517,21751,5596747,-560774,-1112996,0,0,0,490,505,244,452,473,508,243,139,348,233,152,504,0,,,
1,1775669110736,3244,-3938,24221,4439768,372627,751364,0,0,0,235,279,157,294,181,259,487,487,271,413,448,101,0,,,
2,1775669110736,6757,1914,25666,6764721,-822224,-1505171,0,0,0,439,487,231,436,457,490,265,146,355,220,145,432,0,,,
1,1775669110752,-4072,-832,19052,2737898,164933,638965,0,0,0,241,293,186,304,201,278,499,499,278,435,455,110,0,,,
2,1775669110752,6590,2579,30428,7944913,-861319,-1838704,0,0,0,373,463,210,409,420,451,261,152,329,201,135,357,0,,,
1,1775669110768,-5068,569,12682,1481959,221133,-8552,0,0,0,238,305,221,307,214,314,508,508,294,443,465,139,0,,,
2,1775669110768,6197,4115,32763,8987049,-398284,-2079385,0,0,0,324,432,212,365,386,403,275,196,289,173,127,315,0,,,
1,1775669110784,-2593,71,9557,866206,238237,-276111,0,0,0,258,288,244,332,195,336,516,506,311,446,474,172,0,,,
2,1775669110784,5920,5417,32428,9544158,168598,-2334726,0,0,0,265,404,220,324,352,362,293,244,267,133,120,229,0,,,
1,1775669110800,-1737,-373,9734,491135,257785,-179594,0,0,0,289,284,246,354,188,343,527,504,316,470,473,187,0,,,
2,1775669110800,8499,6757,23953,9354790,421497,-2649933,0,0,0,246,402,225,317,351,358,304,268,267,125,126,204,0,,,
1,1775669110816,-2196,220,10514,211359,298102,-45204,0,0,0,303,296,245,360,197,348,532,504,316,476,477,210,0,,,
2,1775669110816,9686,11428,12787,8356636,252898,-3145955,0,0,0,247,406,227,319,352,361,308,274,267,129,128,206,0,,,
1,1775669110832,-2211,894,10413,136833,274889,-15882,0,0,0,302,300,246,359,208,352,532,503,324,463,479,235,0,,,
2,1775669110832,5307,19392,8887,4745201,-797790,-2946813,0,0,0,246,408,227,319,349,358,309,272,260,129,128,206,0,,,
1,1775669110848,-1928,1038,10112,227241,166155,-6108,0,0,0,305,292,249,361,211,353,532,493,339,465,461,245,0,,,
2,1775669110848,2646,22526,9380,-571769,-1835039,-1441641,0,0,0,245,411,228,318,349,355,312,271,256,131,130,207,0,,,
1,1775669110864,-1832,866,10165,331088,30543,17104,0,0,0,316,303,258,372,209,362,535,468,343,471,436,259,0,,,
2,1775669110864,4273,16132,8614,-4177096,-2069611,125838,0,0,0,243,411,228,313,356,353,315,277,260,133,131,209,0,,,
1,1775669110880,-1966,837,10327,406836,-79412,39095,0,0,0,319,314,257,379,212,376,539,437,334,453,428,287,0,,,
2,1775669110880,6570,6585,4694,-4735427,-1574810,587652,0,0,0,241,413,227,310,367,354,318,282,262,134,133,210,0,,,
1,1775669110896,-2053,827,10208,466701,-144164,54977,0,0,0,326,287,251,378,202,379,533,421,344,434,402,302,0,,,
2,1775669110896,7274,2871,2167,-4096462,-929736,232128,0,0,0,244,416,233,324,355,361,317,279,262,131,131,208,0,,,
1,1775669110912,-2077,693,9940,480140,-167377,62308,0,0,0,355,279,250,397,206,391,532,405,341,419,395,316,0,,,
2,1775669110912,6226,4584,3015,-4083023,-273667,-244346,0,0,0,244,414,237,322,351,360,316,277,263,134,131,208,0,,,
1,1775669110928,-2129,512,9686,441044,-155159,65973,0,0,0,322,306,249,387,210,386,531,383,341,419,363,322,0,,,
2,1775669110928,4680,6278,5235,-4762305,128281,-311541,0,0,0,245,415,234,320,348,358,313,275,258,135,133,207,0,,,
1,1775669110944,-2206,397,9547,400727,-134390,69638,0,0,0,316,302,248,391,213,386,519,372,341,399,353,327,0,,,
2,1775669110944,4221,6015,7039,-5490456,301767,48869,0,0,0,244,414,232,322,350,359,314,277,257,130,129,203,0,,,
1,1775669110960,-2254,363,9518,364075,-103847,79412,0,0,0,307,306,247,376,221,387,520,365,348,381,339,335,0,,,
2,1775669110960,4929,4804,8049,-5816658,671951,513126,0,0,0,242,413,229,323,351,360,313,278,254,130,129,198,0,,,
1,1775669110976,-2201,358,9566,328645,-64751,92851,0,0,0,305,300,244,375,227,395,518,358,352,380,339,348,0,,,
2,1775669110976,5025,3981,9332,-5982814,1148426,897971,0,0,0,242,414,231,322,351,361,312,279,254,131,132,199,0,,,
1,1775669110992,-2081,344,9624,306654,-47647,102625,0,0,0,310,298,246,387,227,397,527,350,355,381,333,354,0,,,
2,1775669110992,4589,3613,11074,-6090326,1539380,1236391,0,0,0,240,413,231,319,351,358,313,280,256,130,133,200,0,,,
1,1775669111008,-2019,330,9705,305432,-70860,103847,0,0,0,319,304,248,395,228,391,532,339,355,383,323,358,0,,,
2,1775669111008,4536,3551,13098,-6271142,1736079,1483180,0,0,0,239,413,231,319,351,359,314,280,257,132,133,199,0,,,
1,1775669111024,-2091,315,9758,310319,-91629,100181,0,0,0,330,307,249,393,225,389,529,328,359,380,313,366,0,,,
2,1775669111024,4718,3374,15166,-6491054,1877799,1591914,0,0,0,238,415,233,317,352,360,316,282,260,133,134,201,0,,,
1,1775669111040,-2196,272,9734,320093,-79412,101403,0,0,0,338,305,251,391,221,394,514,316,367,371,304,376,0,,,
2,1775669111040,4977,2756,17903,-6712187,2017077,1547932,0,0,0,234,416,232,316,351,360,314,281,260,131,134,203,0,,,
1,1775669111056,-2153,196,9705,331088,-50090,105068,0,0,0,337,307,249,403,225,398,503,303,371,367,294,386,0,,,
2,1775669111056,5288,2187,20593,-6856351,2133141,1433089,0,0,0,233,416,232,317,350,362,314,280,260,128,131,201,0,,,
1,1775669111072,-2100,129,9753,351858,-46425,111177,0,0,0,335,318,249,417,232,406,515,291,375,361,282,403,0,,,
2,1775669111072,5719,1957,24115,-6989520,2249205,1370781,0,0,0,236,415,233,319,349,362,317,280,261,128,129,199,0,,,
1,1775669111088,-2177,86,9849,398284,-79412,135612,0,0,0,338,335,258,418,254,423,514,275,376,355,268,424,0,,,
2,1775669111088,6288,1296,28442,-7099475,2355496,1508837,0,0,0,240,413,234,319,347,361,322,278,261,131,130,201,0,,,
1,1775669111104,-2258,43,9887,443488,-107512,169820,0,0,0,354,344,271,419,286,432,502,267,377,348,259,436,0,,,
2,1775669111104,6743,-1603,31327,-7099475,2522873,1910786,0,0,0,241,415,233,323,348,363,326,274,263,133,129,200,0,,,
1,1775669111120,-2364,0,9944,492357,-119729,208915,0,0,0,342,364,250,437,282,440,495,245,391,337,243,482,0,,,
2,1775669111120,5431,-10011,32691,-6708522,3101973,2381152,0,0,0,246,423,232,327,345,363,331,268,264,135,123,199,0,,,
1,1775669111136,-2622,-43,10035,572991,-108734,266337,0,0,0,347,360,242,445,314,449,486,234,399,322,220,473,0,,,
2,1775669111136,2531,-21971,32648,-5850867,3227811,2423913,0,0,0,249,426,232,332,346,369,334,272,271,139,128,205,0,,,
1,1775669111152,-2713,-105,10275,703716,-81855,345749,0,0,0,373,370,250,460,314,455,475,210,402,322,215,488,0,,,
2,1775669111152,-76,-35304,27020,-4535063,2290744,1672549,0,0,0,249,425,230,328,344,365,331,275,273,136,127,205,0,,,
1,1775669111168,-2531,-177,10825,895528,-41538,414166,0,0,0,386,383,238,457,323,473,470,206,409,309,190,517,0,,,
2,1775669111168,-4182,-43383,18487,-2819753,1595580,153938,0,0,0,250,424,232,333,349,373,306,278,278,135,127,202,0,,,
1,1775669111184,-2244,-239,11543,1136209,-28099,439822,0,0,0,402,386,236,477,314,490,459,193,403,310,179,538,0,,,
2,1775669111184,-10495,-45345,15046,-981049,1060462,-1144761,0,0,0,249,417,232,332,350,371,333,279,275,138,131,206,0,,,
1,1775669111200,-1971,-344,12136,1413542,-81855,443488,0,0,0,409,405,227,484,359,507,428,192,406,293,178,550,0,,,
2,1775669111200,-13151,-41086,16692,620639,34208,-1439198,0,0,0,233,407,232,327,359,370,339,331,272,137,162,197,0,,,
1,1775669111216,-2033,-483,12749,1802052,-226020,433714,0,0,0,425,415,211,482,388,522,388,190,423,275,178,558,0,,,
2,1775669111216,-7652,-26125,19875,2059837,-1231504,-819781,0,0,0,223,383,200,323,348,348,385,415,255,167,218,185,0,,,
1,1775669111232,-2617,-483,13519,2254092,-346971,469144,0,0,0,431,408,205,482,369,528,358,174,434,259,162,564,0,,,
2,1775669111232,2306,9284,20684,3067765,-2604729,233350,0,0,0,227,355,189,315,328,341,423,453,251,187,275,180,0,,,
1,1775669111248,-3383,-392,14697,2885727,-361632,625526,0,0,0,424,403,211,475,344,527,313,160,431,238,140,559,0,,,
2,1775669111248,5460,22775,11083,3434284,-3775147,1059240,0,0,0,235,344,180,319,320,344,456,473,257,218,337,180,0,,,
