sole_id,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,pressure_01,pressure_02,pressure_03,pressure_04,pressure_05,pressure_06,pressure_07,pressure_08,pressure_09,pressure_10,pressure_11,pressure_12,corrupt,concrete
2,1775671258336,7930,3910,31083,8928406,-140499,-2324953,0,0,0,322,459,221,375,412,420,297,231,296,162,126,311,0,
1,1775671258352,-3632,-1048,11323,1230282,142942,-318871,0,0,0,287,288,263,340,198,362,532,532,324,436,473,186,0,
2,1775671258352,8714,5029,29021,9290038,695164,-2779436,0,0,0,267,430,229,338,372,382,318,276,277,118,112,209,0,
1,1775671258368,-1397,-526,10868,577878,83077,-270002,0,0,0,313,295,270,354,195,362,543,541,323,431,481,220,0,
2,1775671258368,10141,6944,21359,9161756,977384,-3429397,0,0,0,280,429,242,329,364,384,326,302,285,109,112,199,0,
1,1775671258384,-1617,306,10591,298102,41538,-53756,0,0,0,331,302,285,361,200,376,548,546,332,428,485,254,0,
2,1775671258384,10600,12294,12021,7694458,280998,-4157548,0,0,0,279,432,240,332,368,385,328,307,286,110,113,198,0,
1,1775671258400,-2450,722,10203,266337,74525,46425,0,0,0,338,311,286,367,208,389,546,532,345,431,485,282,0,
2,1775671258400,7317,19755,7552,3987728,-333532,-3786142,0,0,0,275,433,235,332,368,379,323,300,269,113,113,195,0,
1,1775671258416,-2167,703,9298,255341,128281,29321,0,0,0,334,321,284,368,211,392,548,511,348,428,483,296,0,
2,1775671258416,3120,21158,8887,-1624901,-921184,-1321912,0,0,0,273,434,233,336,369,379,326,298,271,114,112,197,0,
1,1775671258432,-1761,746,9002,256563,117286,36651,0,0,0,335,330,285,374,222,397,541,494,351,412,461,314,0,
2,1775671258432,3680,14213,8858,-5429370,-1648114,1047023,0,0,0,269,436,233,337,372,381,327,300,270,114,112,195,0,
1,1775671258448,-1789,866,10117,346971,-9773,56199,0,0,0,337,336,288,378,227,401,538,471,357,402,437,325,0,
2,1775671258448,7666,6111,5388,-5843536,-1528384,1598023,0,0,0,260,435,233,335,371,381,327,304,271,111,113,194,0,
1,1775671258464,-1895,904,10562,453262,-116064,68416,0,0,0,337,337,285,378,240,404,535,455,356,407,433,339,0,
2,1775671258464,8494,3149,2565,-4845383,-12217,643851,0,0,0,257,436,234,335,371,381,330,308,273,111,115,193,0,
1,1775671258480,-1904,756,10093,511905,-158824,69638,0,0,0,336,334,277,381,241,406,537,443,359,401,418,355,0,
2,1775671258480,5159,4292,3924,-4522846,1178969,-216246,0,0,0,258,438,236,339,374,384,332,310,274,113,117,193,0,
1,1775671258496,-1899,583,9681,521678,-169820,67195,0,0,0,334,332,273,380,244,411,528,415,361,365,386,357,0,
2,1775671258496,1923,5675,6958,-5021312,1269377,-382401,0,0,0,259,438,238,343,377,387,333,311,274,115,116,193,0,
1,1775671258512,-1923,421,9518,481361,-158824,65973,0,0,0,334,335,271,380,247,413,531,405,376,363,366,366,0,
2,1775671258512,1847,5326,8566,-5494121,1031140,-128281,0,0,0,260,438,237,343,376,387,335,311,273,116,116,193,0,
1,1775671258528,-1981,301,9485,416610,-135612,70860,0,0,0,328,336,271,387,252,429,535,379,373,369,345,367,0,
2,1775671258528,2646,4804,9365,-5671272,1214400,156381,0,0,0,258,438,238,339,374,385,334,313,273,118,118,194,0,
1,1775671258544,-2033,248,9485,357967,-107512,83077,0,0,0,325,336,272,383,253,424,526,364,371,362,339,371,0,
2,1775671258544,2790,4862,10466,-5749463,1700648,465479,0,0,0,258,440,240,337,374,385,332,312,275,119,121,192,0,
1,1775671258560,-1995,248,9518,312763,-78190,97738,0,0,0,327,334,275,385,256,423,527,360,377,358,339,378,0,
2,1775671258560,2388,5092,12581,-6008470,2052507,926071,0,0,0,259,440,238,339,375,384,325,307,274,119,126,194,0,
1,1775671258576,-1928,234,9562,267558,-52534,98960,0,0,0,330,335,276,390,258,430,524,353,377,357,332,386,0,
2,1775671258576,2450,4900,14697,-6324898,2177123,1350012,0,0,0,260,440,240,334,368,381,334,305,274,151,174,195,0,
1,1775671258592,-1899,229,9652,228463,-34208,90408,0,0,0,331,339,275,393,260,436,520,343,376,352,318,393,0,
2,1775671258592,3058,4168,17248,-6637661,2251649,1635897,0,0,0,258,440,240,337,371,383,336,307,276,141,160,194,0,
1,1775671258608,-1909,215,9777,224798,-40317,89186,0,0,0,330,343,272,398,263,442,522,334,379,344,301,398,0,
2,1775671258608,3713,3268,20220,-6861238,2377487,1712866,0,0,0,257,440,240,340,375,386,338,310,278,132,146,193,0,
1,1775671258624,-1947,177,9849,240680,-59864,100181,0,0,0,330,351,269,404,266,448,518,324,379,338,287,407,0,
2,1775671258624,4106,2627,23728,-7028615,2527760,1650557,0,0,0,256,439,240,338,371,385,340,310,280,123,133,193,0,
1,1775671258640,-2014,124,9791,259006,-69638,123394,0,0,0,336,362,284,398,280,449,523,318,388,336,285,423,0,
2,1775671258640,4369,2249,28882,-7247305,2625498,1709200,0,0,0,256,439,240,345,375,389,347,313,284,118,121,192,0,
1,1775671258656,-2091,95,9729,279776,-59864,155159,0,0,0,346,345,306,403,262,456,516,301,398,336,277,441,0,
2,1775671258656,4283,603,33218,-7446447,2701246,2092824,0,0,0,259,438,240,350,377,391,350,307,284,114,111,192,0,
1,1775671258672,-2096,52,9739,307876,-36651,193033,0,0,0,343,382,301,410,287,471,519,289,412,334,268,459,0,
2,1775671258672,3235,-5522,35745,-7457442,3028669,2811201,0,0,0,263,439,242,351,375,393,351,303,288,112,106,191,0,
1,1775671258688,-2096,23,9887,346971,-26878,218689,0,0,0,367,391,316,429,290,478,519,271,410,323,248,488,0,
2,1775671258688,631,-19961,36190,-6729291,3178942,3373197,0,0,0,268,441,244,352,376,399,354,306,299,114,106,193,0,
1,1775671258704,-2211,57,10155,421497,-42760,249233,0,0,0,363,392,299,448,294,490,514,259,417,318,230,512,0,
2,1775671258704,569,-36807,30265,-5360953,2245540,2993239,0,0,0,267,440,243,355,380,403,356,311,303,117,112,197,0,
1,1775671258720,-2330,95,10595,560774,-105068,296880,0,0,0,380,392,303,471,295,496,508,241,418,307,208,536,0,
2,1775671258720,-459,-50231,18693,-3138625,1523497,713490,0,0,0,266,440,244,354,380,404,353,312,300,118,117,199,0,
1,1775671258736,-2201,57,11294,824668,-222354,349414,0,0,0,386,399,283,488,319,507,491,230,431,301,201,545,0,
2,1775671258736,-9399,-51682,14596,-938289,1362229,-1791056,0,0,0,262,440,246,351,379,401,357,339,296,126,139,195,0,
1,1775671258752,-1876,-71,12007,1153313,-354301,368962,0,0,0,394,385,256,500,312,508,485,220,432,289,180,553,0,
2,1775671258752,-13993,-39918,18545,905302,-118507,-2378709,0,0,0,249,427,233,347,376,388,384,415,285,153,201,180,0,
1,1775671258768,-1761,-196,13003,1589471,-560774,351858,0,0,0,393,382,234,508,322,519,456,208,445,279,166,559,0,
2,1775671258768,-5642,-12711,22493,2532647,-2364048,-1312138,0,0,0,245,395,194,345,359,368,435,475,266,192,265,172,0,
1,1775671258784,-2282,-191,13998,2086715,-792903,376292,0,0,0,383,394,215,508,340,527,417,199,461,275,161,563,0,
2,1775671258784,7638,18372,16683,3474601,-4040262,568104,0,0,0,259,377,183,339,341,374,471,479,272,193,279,177,0,
1,1775671258800,-3206,-38,15276,2797762,-974940,538783,0,0,0,377,398,202,500,344,533,376,180,464,271,151,566,0,
2,1775671258800,5460,12988,9231,4416555,-3595552,1955990,0,0,0,261,376,180,351,340,380,490,491,281,190,289,168,0,
1,1775671258816,-4431,215,16927,3660304,-963945,797790,0,0,0,385,381,201,485,344,530,328,158,457,249,131,564,0,
2,1775671258816,-5929,-2292,14783,5269323,-1893682,1912008,0,0,0,264,381,200,362,340,392,505,505,292,214,321,182,0,
1,1775671258832,-6259,789,18779,4674340,-702495,1159422,0,0,0,389,365,207,444,342,516,269,152,453,202,111,549,0,
2,1775671258832,-11227,-5101,23670,4962669,-551000,444709,0,0,0,265,388,209,366,349,396,517,517,298,242,349,184,0,
1,1775671258848,-9207,1210,21694,5845980,-301767,1739744,0,0,0,377,356,214,384,317,497,212,145,440,161,95,490,0,
2,1775671258848,-1579,1153,21871,3607770,-219911,-860098,0,0,0,275,407,271,369,359,412,532,532,312,230,326,210,0,
1,1775671258864,-11409,1105,25517,6797708,-26878,2354274,0,0,0,348,348,192,375,294,454,201,141,404,157,92,386,0,
2,1775671258864,4852,2201,15759,2266310,-81855,-561996,0,0,0,292,432,296,384,372,426,540,540,319,234,317,232,0,
1,1775671258880,-11773,1249,29404,7597941,141720,2952922,0,0,0,294,323,186,341,269,396,211,161,339,142,106,295,0,
2,1775671258880,3665,550,11060,1186300,-61086,210137,0,0,0,314,449,306,403,382,435,545,545,324,238,314,253,0,
1,1775671258896,-10318,2201,30476,8146498,318871,3380528,0,0,0,243,310,196,294,235,341,243,221,296,138,171,201,0,
2,1775671258896,603,-62,10356,486248,-171042,298102,0,0,0,339,459,313,415,385,439,556,559,321,241,314,266,0,
1,1775671258912,-10591,4589,28437,8354193,662177,3622430,0,0,0,235,267,197,246,175,265,310,238,273,154,191,121,0,
2,1775671258912,646,689,10701,224798,-244346,74525,0,0,0,355,466,321,415,387,442,563,565,321,246,315,281,0,
1,1775671258928,-12562,9940,18238,8139168,1315803,3855781,0,0,0,241,270,207,252,176,276,318,252,282,160,221,121,0,
2,1775671258928,1258,1459,10385,160046,-268780,-12217,0,0,0,362,472,325,417,394,448,563,563,325,250,314,291,0,
1,1775671258944,-13644,14414,9145,7043276,1649336,4147774,0,0,0,235,277,235,255,180,298,314,258,290,161,224,131,0,
2,1775671258944,1215,1665,10155,156381,-213802,2443,0,0,0,370,477,327,422,400,453,564,563,326,253,310,295,0,
1,1775671258960,-11481,18454,7647,4129449,1114218,3827681,0,0,0,229,277,243,251,183,305,312,257,292,160,225,136,0,
2,1775671258960,1119,1608,10208,204028,-184481,6108,0,0,0,378,480,329,425,399,454,557,556,328,252,299,300,0,
1,1775671258976,-5451,19947,9183,-979827,703716,1798387,0,0,0,233,282,241,253,184,298,314,256,284,163,227,134,0,
2,1775671258976,995,1622,10303,271224,-185703,-9773,0,0,0,382,482,327,425,397,454,543,535,333,266,303,304,0,
1,1775671258992,-3105,15419,8351,-4291939,1312138,-339641,0,0,0,233,286,225,255,187,292,317,258,279,165,229,129,0,
2,1775671258992,861,1698,10299,342084,-128281,-23212,0,0,0,387,483,328,429,400,459,563,535,328,322,351,305,0,
1,1775671259008,-6824,8466,4790,-4908913,1618792,-1232726,0,0,0,230,287,220,255,190,293,320,263,280,164,231,127,0,
2,1775671259008,866,1646,10136,423940,-2443,-24434,0,0,0,393,486,331,433,403,463,563,533,337,247,261,329,0,
1,1775671259024,-9796,4565,2665,-4493524,425162,-874759,0,0,0,228,287,221,255,190,296,324,267,281,164,232,128,0,
2,1775671259024,990,1497,9949,474031,76969,-20769,0,0,0,403,488,331,434,405,463,563,522,337,239,237,346,0,
1,1775671259040,-6489,5034,4656,-4410447,-792903,-406836,0,0,0,228,287,219,257,193,296,323,265,281,167,233,128,0,
2,1775671259040,1115,1344,9849,480140,73303,-21991,0,0,0,413,495,331,438,405,465,556,498,335,304,296,343,0,
1,1775671259056,-3536,5537,6992,-4719544,-974940,-552222,0,0,0,232,288,222,261,194,296,324,259,281,178,232,130,0,
2,1775671259056,1210,1215,9801,454483,26878,-30543,0,0,0,419,498,332,439,407,470,555,488,343,251,231,362,0,
1,1775671259072,-3062,5283,8954,-5287649,-659734,-1180191,0,0,0,239,287,222,268,189,296,335,256,282,196,227,129,0,
2,1775671259072,1268,1134,9796,409279,-34208,-42760,0,0,0,422,500,330,447,415,478,555,478,347,240,210,375,0,
1,1775671259088,-4307,4206,10313,-5754350,-824668,-1766622,0,0,0,240,286,231,266,186,299,334,251,284,195,224,133,0,
2,1775671259088,1277,1091,9815,367740,-112399,-57421,0,0,0,431,506,338,451,419,482,552,466,351,239,200,385,0,
1,1775671259104,-4503,3469,11787,-6020687,-1183856,-2118480,0,0,0,228,289,231,258,193,303,318,263,286,172,237,136,0,
2,1775671259104,1182,1062,9844,342084,-177150,-69638,0,0,0,438,510,336,447,421,483,550,455,353,237,192,397,0,
1,1775671259120,-4374,3196,13749,-6249151,-1365894,-2344500,0,0,0,227,289,238,256,190,305,320,260,291,172,237,136,0,
2,1775671259120,1019,1024,9877,335975,-186924,-69638,0,0,0,442,514,334,447,428,488,546,444,357,239,187,414,0,
1,1775671259136,-4848,2747,16046,-6550918,-1470963,-2422691,0,0,0,228,289,235,257,190,304,324,261,291,172,237,135,0,
2,1775671259136,947,995,9940,345749,-163711,-65973,0,0,0,449,519,337,455,437,497,542,429,359,244,184,432,0,
1,1775671259152,-5479,1713,18439,-6814812,-1632231,-2205223,0,0,0,231,291,227,261,193,300,332,265,289,173,232,130,0,
2,1775671259152,1000,961,10011,373849,-130725,-65973,0,0,0,459,524,339,461,442,502,541,412,359,248,181,446,0,
1,1775671259168,-5508,105,21454,-6925990,-1797165,-1762957,0,0,0,233,294,226,261,193,298,328,264,286,173,233,127,0,
2,1775671259168,1115,899,10078,420275,-105068,-78190,0,0,0,466,526,343,460,444,506,538,396,364,249,176,458,0,
1,1775671259184,-5269,-1148,24431,-6891781,-1826487,-1517389,0,0,0,234,295,228,261,195,299,329,264,288,172,233,127,0,
2,1775671259184,1182,823,10112,465479,-85521,-105068,0,0,0,474,529,347,464,453,509,532,378,371,253,174,473,0,
1,1775671259200,-5364,-2144,27121,-6768386,-1769065,-1794722,0,0,0,234,295,226,262,196,299,332,263,285,173,230,125,0,
2,1775671259200,1244,741,10155,505796,-64751,-140499,0,0,0,483,536,349,473,463,517,527,349,379,253,173,488,0,
1,1775671259216,-6231,-4594,29494,-6563136,-1941329,-2609616,0,0,0,236,295,223,266,196,299,331,261,285,180,230,125,0,
2,1775671259216,1387,655,10308,554665,-41538,-195476,0,0,0,489,542,350,480,468,524,515,323,373,257,170,503,0,
1,1775671259232,-7284,-10543,31768,-6228381,-2430021,-3516140,0,0,0,236,294,222,270,196,298,333,261,287,187,231,124,0,
2,1775671259232,1435,626,10552,638965,-61086,-256563,0,0,0,498,541,344,483,470,525,498,297,375,271,173,518,0,
1,1775671259248,-7178,-20344,30064,-5804441,-2500882,-3390302,0,0,0,234,294,221,270,202,299,338,261,287,189,230,122,0,
2,1775671259248,1349,631,10820,774577,-112399,-301767,0,0,0,498,544,340,481,475,527,482,267,378,405,226,525,0,
1,1775671259264,-4556,-31548,24015,-5061629,-2236988,-2243097,0,0,0,234,295,222,268,207,301,339,260,289,187,228,121,0,
2,1775671259264,1263,579,11213,960280,-130725,-327423,0,0,0,508,550,334,482,482,525,458,243,377,339,221,554,0,
1,1775671259280,3125,-39755,17286,-3772703,-1927890,-430049,0,0,0,236,298,224,271,197,303,338,262,292,189,230,124,0,
2,1775671259280,1158,507,11744,1199739,-97738,-335975,0,0,0,512,558,343,488,492,537,442,230,390,321,213,573,0,
1,1775671259296,11691,-42373,14381,-1997529,-981049,884532,0,0,0,234,298,225,272,197,303,341,263,291,189,231,124,0,
2,1775671259296,923,440,12376,1529606,-42760,-328645,0,0,0,516,563,315,496,500,538,413,232,391,293,190,586,0,
1,1775671259312,13180,-40756,14118,-197920,482583,1297477,0,0,0,236,294,236,274,195,308,344,263,292,190,233,126,0,
2,1775671259312,971,368,13137,1988977,9773,-304210,0,0,0,517,564,290,500,508,535,384,237,392,281,183,596,0,
1,1775671259328,6724,-33495,15185,1262047,1480737,1025031,0,0,0,235,292,224,271,191,297,348,276,286,209,255,116,0,
2,1775671259328,1445,339,14075,2499660,0,-311541,0,0,0,520,564,265,501,518,538,347,235,390,280,186,598,0,
1,1775671259344,-1407,-19090,17406,2675589,1986533,653625,0,0,0,228,278,194,279,192,287,404,362,269,267,355,97,0,
2,1775671259344,2191,330,15118,3215594,-101403,-419053,0,0,0,520,563,250,491,524,536,308,225,389,278,189,600,0,
1,1775671259360,-8935,11323,17233,3057991,1960877,124616,0,0,0,240,255,167,279,165,255,443,408,251,296,386,92,0,
2,1775671259360,2364,358,16061,3937637,-219911,-580321,0,0,0,522,561,246,480,528,531,278,209,390,278,190,597,0,
1,1775671259376,-9442,23364,11141,3145955,2241875,-316428,0,0,0,243,251,154,278,165,247,459,452,253,327,409,84,0,
2,1775671259376,2770,540,17506,4667010,-318871,-712268,0,0,0,526,553,248,476,526,528,258,183,388,269,181,578,0,
1,1775671259392,-1201,6427,8973,4484972,2246762,-405614,0,0,0,246,253,160,288,167,260,470,470,269,360,422,78,0,
2,1775671259392,4594,737,20229,5703037,-441044,-963945,0,0,0,521,537,253,474,514,527,249,158,384,240,156,532,0,
1,1775671259408,4417,-4895,19813,5325523,728151,90408,0,0,0,254,263,186,298,170,272,484,484,276,391,431,86,0,
2,1775671259408,6389,411,24283,6783047,-544891,-1359786,0,0,0,493,513,249,468,498,522,254,157,380,216,139,460,0,
1,1775671259424,804,-2531,23732,4074471,-188146,819781,0,0,0,258,276,239,308,184,299,502,502,288,424,446,102,0,
2,1775671259424,7106,813,29423,7858170,-381179,-1770287,0,0,0,413,487,221,439,466,486,274,169,364,198,134,390,0,
1,1775671259440,-4201,382,17425,2276083,-50090,588874,0,0,0,266,292,263,324,198,328,516,515,299,436,459,137,0,
2,1775671259440,6929,2723,32041,8655960,61086,-2074498,0,0,0,356,463,211,405,428,448,285,190,330,175,123,340,0,
1,1775671259456,-4192,555,11859,1070235,81855,32986,0,0,0,289,303,266,343,206,349,529,520,308,438,469,179,0,
2,1775671259456,6958,4685,31552,9230173,689055,-2433687,0,0,0,282,431,220,352,389,402,300,256,286,130,117,248,0,
1,1775671259472,-1603,-191,9724,458148,0,-256563,0,0,0,314,310,275,356,207,362,540,512,319,446,476,211,0,
2,1775671259472,8427,6350,26417,9436646,1244943,-2901609,0,0,0,276,430,238,328,365,383,314,278,286,105,101,199,0,
1,1775671259488,-1703,492,10303,307876,-109955,-83077,0,0,0,324,319,273,369,207,370,542,501,333,454,473,238,0,
2,1775671259488,10122,10021,16554,8925962,1255938,-3619987,0,0,0,280,434,243,331,370,390,318,296,290,105,109,196,0,
1,1775671259504,-2392,1119,10380,288328,-87964,25656,0,0,0,334,327,279,384,211,382,546,499,345,463,458,262,0,
2,1775671259504,7217,14261,11127,7082371,234572,-4194200,0,0,0,275,434,239,333,372,389,318,300,283,106,111,193,0,
1,1775671259520,-2397,1182,10059,334754,-10995,40317,0,0,0,333,327,283,378,221,390,552,480,349,452,460,276,0,
2,1775671259520,2536,20856,9160,2076941,-1521054,-2917492,0,0,0,271,433,233,334,370,384,318,297,276,107,107,189,0,
1,1775671259536,-2115,1038,9940,365297,0,36651,0,0,0,336,332,284,374,224,390,560,459,354,443,447,303,0,
2,1775671259536,3512,20507,8083,-3320663,-2188119,-685390,0,0,0,275,436,233,338,370,384,322,296,275,110,107,190,0,
1,1775671259552,-2062,1033,10117,386066,-46425,51312,0,0,0,336,334,283,382,235,393,552,431,358,443,420,313,0,
2,1775671259552,6929,10763,7973,-6616892,-1512502,902858,0,0,0,273,437,234,340,370,386,323,296,273,112,109,192,0,
1,1775671259568,-2081,1148,10270,441044,-103847,75747,0,0,0,342,336,290,382,237,424,548,416,406,428,394,337,0,
2,1775671259568,7772,4072,7250,-6767165,-748920,946841,0,0,0,266,437,234,340,371,387,323,297,272,110,108,191,0,
1,1775671259584,-2048,1196,9987,505796,-173485,92851,0,0,0,337,341,274,389,249,410,541,399,372,394,367,344,0,
2,1775671259584,7346,2775,6240,-5918062,-273667,389732,0,0,0,261,438,234,340,373,387,326,299,274,110,109,190,0,
1,1775671259600,-2115,1086,8920,491135,-169820,98960,0,0,0,334,342,262,391,247,413,531,384,377,362,350,354,0,
2,1775671259600,6795,3311,6374,-5511226,223576,-141720,0,0,0,258,438,234,339,374,388,327,301,276,112,111,191,0,
1,1775671259616,-2187,880,8858,492357,-178372,102625,0,0,0,335,344,271,394,255,416,536,378,376,355,330,349,0,
2,1775671259616,5709,4268,8169,-5903401,689055,-317649,0,0,0,260,441,236,342,377,391,330,305,279,110,112,191,0,
1,1775671259632,-2249,674,9451,508239,-189368,105068,0,0,0,335,343,261,395,255,417,535,356,369,348,312,357,0,
2,1775671259632,4446,4532,10093,-6407976,1048244,-122173,0,0,0,256,439,235,343,379,393,329,309,276,115,117,194,0,
1,1775671259648,-2321,641,9676,503352,-151494,118507,0,0,0,347,344,252,403,253,418,526,339,368,342,296,370,0,
2,1775671259648,4235,4230,11189,-6608340,1347568,273667,0,0,0,255,440,234,342,376,390,328,309,273,114,120,191,0,
1,1775671259664,-2330,646,9590,486248,-83077,134390,0,0,0,361,343,252,408,257,421,520,327,372,337,281,383,0,
2,1775671259664,4407,3876,12237,-6570466,1728748,703716,0,0,0,260,442,239,343,378,392,328,310,274,118,123,191,0,
1,1775671259680,-2196,569,9562,461814,-35430,139277,0,0,0,368,344,250,412,265,425,520,310,374,333,270,393,0,
2,1775671259680,4235,3747,13907,-6536258,2087937,1130100,0,0,0,260,442,240,343,378,393,333,310,278,115,120,192,0,
1,1775671259696,-2091,459,9676,441044,-39095,139277,0,0,0,363,352,249,421,271,433,520,286,379,330,263,399,0,
2,1775671259696,4101,3828,16089,-6591235,2304183,1463633,0,0,0,261,443,241,343,379,393,334,312,281,113,117,192,0,
1,1775671259712,-2215,378,9815,438601,-90408,155159,0,0,0,346,358,255,420,284,448,508,267,388,316,246,413,0,
2,1775671259712,4302,3871,18769,-6787934,2471560,1649336,0,0,0,264,442,240,347,380,396,335,313,284,113,117,192,0,
1,1775671259728,-2416,349,9825,470366,-129503,215024,0,0,0,340,367,251,419,296,459,504,259,389,307,235,426,0,
2,1775671259728,4426,3622,22450,-7125132,2641381,1672549,0,0,0,259,439,238,344,378,393,336,312,285,114,117,193,0,
1,1775671259744,-2474,296,9825,530231,-145385,288328,0,0,0,343,393,258,421,301,469,500,256,402,298,225,448,0,
2,1775671259744,4503,3235,26451,-7380473,2708576,1674992,0,0,0,260,440,242,344,379,394,341,313,289,114,116,193,0,
1,1775671259760,-2388,181,9858,598647,-168598,350636,0,0,0,343,402,262,432,309,470,492,242,399,292,215,469,0,
2,1775671259760,4766,1852,31634,-7520972,2752558,1832595,0,0,0,263,440,243,348,378,394,345,309,290,118,117,194,0,
1,1775671259776,-2258,67,10026,668286,-215024,393397,0,0,0,344,408,254,439,324,496,490,238,404,281,204,483,0,
2,1775671259776,3589,-2828,35501,-7550294,3065321,2235766,0,0,0,263,438,241,350,374,393,346,302,291,130,131,193,0,
1,1775671259792,-2297,28,10380,750142,-262672,410501,0,0,0,351,419,249,454,325,498,491,230,410,284,196,516,0,
2,1775671259792,349,-14591,37520,-7114136,3297450,2735454,0,0,0,266,439,239,353,376,397,348,298,294,141,147,192,0,
1,1775671259808,-2517,0,10820,899193,-291993,438601,0,0,0,374,422,242,453,320,505,498,226,415,278,175,530,0,
2,1775671259808,-717,-31859,34376,-5973040,2563190,2737898,0,0,0,271,440,240,357,379,399,341,299,295,146,150,192,0,
1,1775671259824,-2656,-71,11222,1091005,-289550,477696,0,0,0,390,404,231,467,327,516,474,210,409,273,172,547,0,
2,1775671259824,488,-48509,23996,-4065919,1505171,1513724,0,0,0,271,438,238,356,376,397,330,302,298,152,158,193,0,
1,1775671259840,-2445,-181,11734,1362229,-283441,511905,0,0,0,404,404,230,469,348,521,432,201,422,275,173,566,0,
2,1775671259840,-7288,-54084,16822,-1593136,1428202,-777020,0,0,0,268,437,238,357,378,399,355,318,292,149,163,191,0,
1,1775671259856,-2010,-311,12275,1685988,-302989,492357,0,0,0,407,405,220,480,369,528,405,202,431,267,170,577,0,
2,1775671259856,-16219,-49289,18214,283441,735481,-1795943,0,0,0,254,430,234,351,379,396,384,410,285,138,181,181,0,
1,1775671259872,-1923,-425,12720,2045176,-366519,431270,0,0,0,406,424,209,488,366,530,374,190,446,272,169,584,0,
2,1775671259872,-11299,-25704,23804,2025629,-1477072,-1047023,0,0,0,241,397,191,349,366,371,442,470,270,167,232,178,0,
1,1775671259888,-2914,-478,13376,2506990,-425162,430049,0,0,0,406,435,206,490,372,531,337,179,462,265,160,584,0,
2,1775671259888,1655,8126,19875,3238807,-3517362,80634,0,0,0,250,366,177,338,339,367,473,479,271,196,287,171,0,
1,1775671259904,-4168,-483,14501,3153286,-431270,585208,0,0,0,411,419,214,500,376,540,310,176,474,247,139,577,0,
2,1775671259904,7394,19296,10050,4128227,-4210083,899193,0,0,0,257,369,178,347,335,379,494,496,281,232,345,171,0,
1,1775671259920,-5235,-291,15979,3910759,-392175,884532,0,0,0,410,407,222,496,350,541,271,158,481,234,124,564,0,
2,1775671259920,-1378,2641,13888,5364618,-2558303,1033583,0,0,0,259,376,182,353,338,386,504,513,283,252,361,172,0,
1,1775671259936,-6532,-138,18411,4842939,-420275,1326799,0,0,0,401,405,217,457,350,522,218,147,461,178,116,529,0,
2,1775671259936,-7499,-4819,22933,5408600,-777020,381179,0,0,0,263,381,207,364,345,397,521,528,285,296,392,173,0,
1,1775671259952,-7705,-268,22148,5780006,-537561,1767844,0,0,0,402,430,218,451,347,514,227,149,451,172,118,472,0,
2,1775671259952,-2182,-244,22670,4092797,-136833,-499687,0,0,0,269,395,251,368,351,407,534,541,290,282,378,188,0,
1,1775671259968,-9858,-191,26101,6754947,-443488,2186897,0,0,0,399,357,207,421,295,450,205,130,400,154,91,387,0,
2,1775671259968,3694,2483,16152,2609616,-112399,-448375,0,0,0,281,416,289,374,360,417,544,552,299,320,404,199,0,
1,1775671259984,-11308,-157,29356,7596720,-180816,2711019,0,0,0,308,331,183,348,281,389,206,154,346,138,100,282,0,
2,1775671259984,3335,1258,10648,1452637,-206472,150272,0,0,0,302,436,314,393,376,431,557,562,309,369,435,213,0,
1,1775671260000,-10672,1158,30672,8010886,35430,3119077,0,0,0,256,309,199,300,241,341,233,195,298,129,137,192,0,
2,1775671260000,1105,406,10423,810007,-232128,251676,0,0,0,326,451,327,410,386,441,567,569,314,371,432,235,0,
1,1775671260016,-11500,4163,29485,8420166,224798,3462384,0,0,0,237,273,205,257,184,286,296,232,281,144,185,129,0,
2,1775671260016,746,603,10820,422718,-259006,139277,0,0,0,345,459,333,414,390,445,569,572,315,376,436,250,0,
1,1775671260032,-13802,10380,20985,8458040,323758,3803246,0,0,0,236,279,211,256,184,286,315,250,292,155,212,123,0,
2,1775671260032,1167,1191,10562,194255,-299323,17104,0,0,0,356,467,338,413,394,447,567,575,313,376,433,259,0,
1,1775671260048,-12270,15013,11476,7066489,309097,4120896,0,0,0,236,286,215,263,189,295,315,253,296,160,217,127,0,
2,1775671260048,1100,1521,10256,89186,-227241,-2443,0,0,0,364,474,342,414,394,448,568,572,309,383,436,266,0,
1,1775671260064,-7839,18229,9552,3767816,400727,3286454,0,0,0,231,291,212,260,191,293,316,254,287,161,217,125,0,
2,1775671260064,1067,1698,10227,73303,-135612,-6108,0,0,0,371,477,342,418,395,451,568,567,310,383,429,272,0,
1,1775671260080,-4264,18324,10720,-1076344,1021366,726929,0,0,0,231,294,212,256,193,289,319,257,279,164,218,125,0,
2,1775671260080,1067,1785,10251,152716,-98960,-23212,0,0,0,375,480,340,418,398,451,568,561,312,375,416,274,0,
1,1775671260096,-4206,13821,9940,-4403116,1866804,-1508837,0,0,0,233,293,213,257,195,291,318,257,280,165,220,127,0,
2,1775671260096,1028,1871,10203,268780,-73303,-42760,0,0,0,385,483,344,420,398,454,570,559,326,310,340,296,0,
1,1775671260112,-7183,7805,6795,-5153259,2202780,-2145358,0,0,0,235,294,215,259,196,295,318,259,286,167,221,131,0,
2,1775671260112,990,1876,10117,394618,-25656,-50090,0,0,0,390,483,356,422,398,460,553,551,332,255,289,310,0,
