sole_id,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,pressure_01,pressure_02,pressure_03,pressure_04,pressure_05,pressure_06,pressure_07,pressure_08,pressure_09,pressure_10,pressure_11,pressure_12,corrupt,concrete
1,1775671254368,-2067,784,9715,25656,-35430,9773,0,0,0,346,361,297,395,246,415,533,411,370,375,386,306,0,
2,1775671254368,1220,1014,9930,25656,-56199,-17104,0,0,0,447,503,368,446,401,489,554,487,365,244,211,375,0,
1,1775671254384,-2072,784,9719,29321,-37873,10995,0,0,0,346,362,298,392,243,411,536,415,374,374,386,311,0,
2,1775671254384,1225,1000,9930,25656,-56199,-17104,0,0,0,444,500,366,442,396,484,517,468,377,239,205,370,0,
1,1775671254400,-2072,784,9729,31764,-37873,10995,0,0,0,342,359,296,393,245,414,537,413,375,374,384,310,0,
2,1775671254400,1229,990,9935,25656,-57421,-15882,0,0,0,443,498,366,446,400,487,564,492,361,241,208,373,0,
1,1775671254416,-2072,780,9729,32986,-37873,10995,0,0,0,340,358,297,397,243,416,536,410,373,369,382,310,0,
2,1775671254416,1225,990,9940,26878,-57421,-15882,0,0,0,443,498,366,449,400,490,566,495,364,244,208,374,0,
1,1775671254432,-2067,775,9724,30543,-39095,12217,0,0,0,338,359,298,397,244,417,538,411,372,370,382,312,0,
2,1775671254432,1215,995,9935,26878,-56199,-15882,0,0,0,443,499,365,447,399,487,567,495,365,245,210,375,0,
1,1775671254448,-2072,775,9729,29321,-40317,10995,0,0,0,341,362,301,396,246,418,539,412,374,372,383,313,0,
2,1775671254448,1215,1000,9930,25656,-56199,-15882,0,0,0,445,501,368,447,399,488,565,494,364,244,207,375,0,
1,1775671254464,-2077,780,9729,26878,-39095,10995,0,0,0,344,363,301,395,246,416,537,413,375,371,383,312,0,
2,1775671254464,1210,1009,9930,25656,-56199,-15882,0,0,0,446,500,368,444,397,486,565,493,364,242,208,373,0,
1,1775671254480,-2072,765,9719,25656,-39095,10995,0,0,0,343,361,295,394,245,412,536,411,371,371,382,311,0,
2,1775671254480,1210,1009,9935,24434,-56199,-15882,0,0,0,444,500,367,445,397,488,567,495,365,243,209,374,0,
1,1775671254496,-2072,756,9719,20769,-39095,10995,0,0,0,342,359,294,392,243,411,536,411,372,372,382,314,0,
2,1775671254496,1215,1000,9930,23212,-56199,-15882,0,0,0,445,500,367,447,400,488,567,496,365,244,210,375,0,
1,1775671254512,-2072,756,9729,15882,-39095,9773,0,0,0,345,362,296,395,246,413,539,413,376,373,383,315,0,
2,1775671254512,1215,990,9930,19547,-56199,-15882,0,0,0,445,500,368,447,401,489,565,494,362,243,209,374,0,
1,1775671254528,-2072,760,9734,12217,-37873,8552,0,0,0,344,363,297,395,242,412,537,415,376,373,383,314,0,
2,1775671254528,1215,990,9930,15882,-56199,-14660,0,0,0,446,503,371,447,401,491,563,493,364,241,208,373,0,
1,1775671254544,-2072,770,9724,12217,-36651,8552,0,0,0,344,363,295,395,244,412,536,415,376,377,383,316,0,
2,1775671254544,1215,995,9935,14660,-57421,-14660,0,0,0,447,504,372,447,399,491,564,494,366,242,207,372,0,
1,1775671254560,-2072,770,9724,12217,-34208,8552,0,0,0,344,365,297,394,243,411,538,418,377,377,383,316,0,
2,1775671254560,1210,1000,9935,15882,-57421,-14660,0,0,0,447,503,371,448,397,490,565,493,363,244,208,373,0,
1,1775671254576,-2086,770,9739,13439,-34208,8552,0,0,0,343,364,296,396,244,415,539,417,377,377,383,316,0,
2,1775671254576,1210,1005,9935,17104,-54977,-14660,0,0,0,448,502,372,448,399,490,567,495,366,243,210,375,0,
1,1775671254592,-2086,770,9739,13439,-32986,7330,0,0,0,345,364,296,397,244,416,538,416,374,375,381,314,0,
2,1775671254592,1220,1005,9930,18325,-54977,-14660,0,0,0,445,502,372,446,399,489,564,492,363,241,207,374,0,
1,1775671254608,-2081,770,9739,14660,-31764,7330,0,0,0,346,364,299,398,243,417,536,415,375,375,381,314,0,
2,1775671254608,1225,1005,9930,19547,-54977,-14660,0,0,0,448,505,373,446,400,491,565,495,365,244,210,380,0,
1,1775671254624,-2072,765,9739,14660,-28099,7330,0,0,0,344,361,297,396,242,415,537,416,377,377,383,316,0,
2,1775671254624,1220,995,9935,19547,-56199,-15882,0,0,0,448,506,376,444,397,488,564,492,364,244,212,377,0,
1,1775671254640,-2072,765,9729,14660,-26878,7330,0,0,0,343,362,297,397,245,416,519,392,382,378,384,316,0,
2,1775671254640,1220,990,9935,17104,-56199,-14660,0,0,0,447,500,370,448,401,493,567,496,366,244,212,377,0,
1,1775671254656,-2072,770,9724,12217,-26878,7330,0,0,0,344,362,299,399,247,418,517,387,380,375,381,313,0,
2,1775671254656,1220,990,9930,15882,-56199,-14660,0,0,0,445,499,370,449,401,494,565,495,363,241,209,373,0,
1,1775671254672,-2067,770,9724,12217,-26878,7330,0,0,0,344,361,301,398,243,417,539,412,374,375,380,312,0,
2,1775671254672,1220,1000,9925,14660,-57421,-14660,0,0,0,446,501,373,450,402,494,565,495,364,242,209,372,0,
1,1775671254688,-2067,770,9729,12217,-28099,6108,0,0,0,346,362,301,397,242,416,537,411,374,377,382,315,0,
2,1775671254688,1220,1009,9925,13439,-57421,-14660,0,0,0,443,497,369,448,400,491,565,495,363,245,210,374,0,
1,1775671254704,-2077,775,9743,15882,-25656,6108,0,0,0,346,363,297,399,243,417,535,411,373,379,383,315,0,
2,1775671254704,1220,1014,9944,15882,-58643,-14660,0,0,0,446,502,371,444,397,488,566,496,366,244,211,375,0,
1,1775671254720,-2077,770,9748,19547,-24434,6108,0,0,0,343,363,293,399,247,419,535,411,373,377,380,314,0,
2,1775671254720,1225,1014,9949,19547,-54977,-14660,0,0,0,445,503,371,444,398,488,565,496,364,246,214,376,0,
1,1775671254736,-2072,765,9743,21991,-24434,8552,0,0,0,344,363,299,398,246,418,539,413,378,378,382,316,0,
2,1775671254736,1220,1014,9954,20769,-53756,-14660,0,0,0,447,503,372,449,401,492,564,494,362,246,213,375,0,
1,1775671254752,-2062,765,9743,21991,-24434,8552,0,0,0,344,364,299,395,245,416,540,413,381,379,383,319,0,
2,1775671254752,1220,1009,9949,21991,-53756,-14660,0,0,0,450,505,375,450,402,493,563,493,362,245,211,374,0,
1,1775671254768,-2062,775,9743,20769,-26878,8552,0,0,0,344,364,299,395,246,416,495,364,389,375,379,316,0,
2,1775671254768,1229,1005,9940,21991,-53756,-14660,0,0,0,446,502,372,447,399,490,563,491,362,243,212,375,0,
1,1775671254784,-2053,775,9739,20769,-28099,8552,0,0,0,346,362,301,399,248,419,532,400,379,376,381,316,0,
2,1775671254784,1229,1005,9940,21991,-54977,-15882,0,0,0,444,500,369,447,399,491,561,490,359,242,210,374,0,
1,1775671254800,-2048,770,9734,21991,-32986,8552,0,0,0,348,361,302,399,243,418,537,412,378,378,382,318,0,
2,1775671254800,1220,1000,9944,20769,-54977,-14660,0,0,0,443,499,369,443,396,488,561,491,359,245,212,376,0,
1,1775671254816,-2048,756,9719,19547,-35430,7330,0,0,0,348,361,302,399,240,418,537,414,379,380,384,320,0,
2,1775671254816,1220,995,9959,20769,-56199,-13439,0,0,0,443,498,370,446,400,490,565,494,364,241,211,372,0,
1,1775671254832,-2038,746,9696,8552,-37873,6108,0,0,0,346,362,302,399,242,418,535,412,378,379,383,319,0,
2,1775671254832,1225,995,9959,19547,-56199,-13439,0,0,0,445,500,370,448,400,490,565,494,362,241,208,371,0,
1,1775671254848,-2038,760,9696,0,-41538,3665,0,0,0,346,362,302,400,244,418,537,410,377,375,382,317,0,
2,1775671254848,1225,995,9954,13439,-54977,-12217,0,0,0,443,498,369,447,403,488,565,497,362,241,211,372,0,
1,1775671254864,-2043,770,9705,-1221,-42760,3665,0,0,0,345,361,303,397,244,418,538,411,376,374,383,317,0,
2,1775671254864,1234,995,9954,4886,-57421,-10995,0,0,0,444,501,369,448,403,490,560,492,356,241,212,366,0,
1,1775671254880,-2033,765,9705,-3665,-46425,2443,0,0,0,342,361,303,393,242,417,535,412,374,374,385,317,0,
2,1775671254880,1234,981,9949,-9773,-64751,-9773,0,0,0,446,501,370,445,399,484,564,498,358,242,213,360,0,
1,1775671254896,-2029,765,9710,-12217,-53756,0,0,0,0,342,363,303,390,241,417,537,413,375,373,386,317,0,
2,1775671254896,1215,981,9920,-29321,-70860,-7330,0,0,0,443,498,357,445,398,481,563,499,357,239,212,353,0,
1,1775671254912,-2043,770,9729,-20769,-59864,0,0,0,0,343,364,306,393,244,418,540,412,376,373,386,317,0,
2,1775671254912,1201,1014,9906,-47647,-75747,-4886,0,0,0,439,494,351,443,395,476,561,500,352,237,211,347,0,
1,1775671254928,-2091,784,9743,-26878,-62308,0,0,0,0,342,363,308,393,245,419,538,414,377,373,386,317,0,
2,1775671254928,1196,1043,9916,-53756,-72082,-3665,0,0,0,438,495,352,439,391,471,561,504,351,236,213,342,0,
1,1775671254944,-2110,794,9739,-26878,-56199,0,0,0,0,343,360,301,395,244,416,537,412,375,378,386,317,0,
2,1775671254944,1196,1057,9935,-52534,-69638,-2443,0,0,0,433,494,351,438,392,469,560,508,347,246,222,337,0,
1,1775671254960,-2105,818,9739,-26878,-47647,0,0,0,0,347,363,301,395,244,416,537,412,370,379,391,317,0,
2,1775671254960,1196,1062,9949,-46425,-68416,-2443,0,0,0,428,491,348,438,397,468,557,509,343,245,223,335,0,
1,1775671254976,-2100,832,9753,-19547,-37873,0,0,0,0,356,356,304,395,241,416,533,415,373,379,390,316,0,
2,1775671254976,1206,1081,9949,-37873,-68416,-2443,0,0,0,427,490,347,435,398,465,554,509,340,233,219,333,0,
1,1775671254992,-2096,832,9763,-10995,-32986,0,0,0,0,347,361,306,391,244,416,537,413,373,382,393,320,0,
2,1775671254992,1220,1100,9949,-30543,-72082,-2443,0,0,0,428,492,349,432,391,463,551,509,334,233,222,328,0,
1,1775671255008,-2096,827,9763,-3665,-30543,1221,0,0,0,342,362,309,390,242,416,539,416,374,381,393,320,0,
2,1775671255008,1215,1105,9935,-23212,-76969,-2443,0,0,0,429,490,349,432,390,460,549,510,330,233,222,322,0,
1,1775671255024,-2096,827,9753,0,-25656,0,0,0,0,346,363,305,392,242,415,536,415,373,380,390,318,0,
2,1775671255024,1191,1115,9935,-15882,-78190,-2443,0,0,0,427,486,345,435,393,462,551,514,333,235,225,320,0,
1,1775671255040,-2100,823,9743,0,-17104,0,0,0,0,344,362,303,393,243,417,536,419,376,381,391,318,0,
2,1775671255040,1177,1119,9935,-9773,-70860,-2443,0,0,0,427,487,347,430,391,457,548,512,327,234,226,316,0,
1,1775671255056,-2096,827,9734,-1221,-8552,0,0,0,0,342,364,302,394,245,418,535,419,377,382,392,319,0,
2,1775671255056,1182,1124,9925,-3665,-62308,-3665,0,0,0,429,490,348,432,392,457,548,514,325,234,226,311,0,
1,1775671255072,-2086,847,9739,0,-1221,0,0,0,0,345,364,298,389,240,412,538,409,370,379,389,317,0,
2,1775671255072,1191,1124,9925,-1221,-61086,-4886,0,0,0,422,484,342,430,391,453,545,518,328,240,230,309,0,
1,1775671255088,-2081,851,9758,6108,2443,0,0,0,0,344,360,294,387,237,409,543,408,369,379,388,315,0,
2,1775671255088,1196,1134,9930,0,-64751,-4886,0,0,0,427,488,345,430,392,453,546,512,321,235,229,307,0,
1,1775671255104,-2067,837,9763,10995,8552,0,0,0,0,343,360,293,393,245,414,537,417,375,384,389,318,0,
2,1775671255104,1191,1139,9930,2443,-67195,-4886,0,0,0,428,490,346,428,389,449,547,513,320,233,228,305,0,
1,1775671255120,-2062,832,9739,8552,15882,0,0,0,0,345,359,297,395,244,417,535,415,377,384,388,323,0,
2,1775671255120,1182,1148,9911,7330,-69638,-4886,0,0,0,425,491,342,428,389,451,547,511,319,232,228,303,0,
1,1775671255136,-2048,832,9739,2443,21991,0,0,0,0,345,357,303,396,245,420,536,414,378,385,387,321,0,
2,1775671255136,1158,1153,9892,17104,-65973,-4886,0,0,0,427,493,346,429,391,453,551,513,322,234,228,305,0,
1,1775671255152,-2048,842,9772,1221,26878,0,0,0,0,345,359,306,395,244,421,532,410,375,382,386,317,0,
2,1775671255152,1153,1139,9897,25656,-57421,-4886,0,0,0,428,495,347,431,394,456,551,514,325,235,229,308,0,
1,1775671255168,-2048,871,9806,9773,31764,1221,0,0,0,345,359,311,393,243,421,531,407,371,387,388,315,0,
2,1775671255168,1162,1129,9897,25656,-51312,-2443,0,0,0,429,496,349,429,391,454,549,511,322,233,225,306,0,
1,1775671255184,-2043,904,9830,39095,32986,6108,0,0,0,350,360,306,396,247,420,533,407,376,389,385,315,0,
2,1775671255184,1172,1143,9873,24434,-48869,0,0,0,0,430,496,349,429,391,453,550,510,323,235,224,312,0,
1,1775671255200,-2038,904,9873,84299,34208,13439,0,0,0,371,350,301,398,243,419,531,392,376,387,380,317,0,
2,1775671255200,1177,1162,9863,31764,-47647,0,0,0,0,429,495,346,433,396,457,553,509,328,238,225,322,0,
1,1775671255216,-2019,875,9944,135612,29321,23212,0,0,0,358,355,298,402,245,418,528,375,371,383,366,322,0,
2,1775671255216,1158,1139,9863,39095,-45204,0,0,0,0,432,495,350,436,397,461,555,507,330,238,223,324,0,
1,1775671255232,-2043,871,10054,193033,19547,34208,0,0,0,350,357,300,397,247,419,520,357,371,369,348,325,0,
2,1775671255232,1158,1115,9853,35430,-41538,1221,0,0,0,439,496,358,438,398,465,556,508,335,240,221,330,0,
1,1775671255248,-2163,904,10241,279776,26878,52534,0,0,0,344,359,294,393,255,420,502,333,371,353,322,326,0,
2,1775671255248,1177,1105,9844,18325,-41538,4886,0,0,0,442,497,356,442,401,468,556,507,336,240,222,337,0,
1,1775671255264,-2354,933,10480,395840,70860,83077,0,0,0,346,361,284,389,258,416,473,302,367,338,292,326,0,
2,1775671255264,1158,1086,9791,-3665,-47647,9773,0,0,0,441,499,358,447,406,471,557,504,341,241,222,340,0,
1,1775671255280,-2727,966,10882,570548,202807,146607,0,0,0,352,365,270,391,256,405,456,276,354,333,274,324,0,
2,1775671255280,1134,1086,9739,-35430,-52534,14660,0,0,0,444,501,354,449,408,471,560,509,342,248,222,351,0,
1,1775671255296,-3192,1043,11581,830776,513126,265115,0,0,0,365,366,256,389,256,390,429,270,335,325,272,310,0,
2,1775671255296,1139,1115,9758,-68416,-54977,20769,0,0,0,452,506,359,448,408,471,561,507,344,251,223,363,0,
1,1775671255312,-3541,1072,12687,1141096,872315,406836,0,0,0,376,363,244,377,254,373,394,275,316,312,273,285,0,
2,1775671255312,1182,1158,9868,-87964,-54977,23212,0,0,0,451,506,361,448,409,472,565,506,347,256,230,367,0,
1,1775671255328,-3575,837,13811,1481959,1098335,577878,0,0,0,372,360,237,358,252,358,382,281,305,301,269,256,0,
2,1775671255328,1234,1201,9987,-90408,-59864,24434,0,0,0,451,509,360,452,413,477,568,511,350,258,240,372,0,
1,1775671255344,-3125,641,13902,1773952,1174082,703716,0,0,0,367,350,244,331,250,349,376,294,299,288,271,223,0,
2,1775671255344,1273,1253,10088,-62308,-70860,19547,0,0,0,455,516,366,454,427,478,564,512,351,264,242,379,0,
1,1775671255360,-3082,636,13352,2008524,1386664,758694,0,0,0,348,342,252,312,233,337,373,282,293,280,280,197,0,
2,1775671255360,1277,1292,10155,-20769,-81855,12217,0,0,0,455,516,369,456,422,486,568,510,351,264,243,382,0,
1,1775671255376,-3393,435,12912,2166128,1759291,808785,0,0,0,316,342,254,295,224,325,377,291,291,275,288,177,0,
2,1775671255376,1253,1316,10189,32986,-84299,1221,0,0,0,454,515,366,456,418,490,570,509,350,263,241,388,0,
1,1775671255392,-3455,57,12830,2218662,2112371,868650,0,0,0,308,312,244,301,200,307,386,297,285,279,293,143,0,
2,1775671255392,1239,1301,10150,80634,-78190,-4886,0,0,0,455,517,364,456,418,492,570,510,351,262,236,388,0,
1,1775671255408,-3220,-397,12668,2102598,2513099,858876,0,0,0,278,297,245,291,194,303,392,305,286,265,297,136,0,
2,1775671255408,1229,1263,10083,113620,-76969,-10995,0,0,0,456,518,366,454,418,493,568,508,351,261,235,390,0,
1,1775671255424,-4804,1263,11112,1695761,2929709,608421,0,0,0,270,299,246,290,198,305,392,306,283,264,300,134,0,
2,1775671255424,1225,1229,10045,136833,-76969,-18325,0,0,0,457,519,369,453,420,491,568,509,349,260,233,394,0,
1,1775671255440,-10480,6594,7815,1049466,2361605,20769,0,0,0,260,305,249,284,202,307,389,307,285,264,305,135,0,
2,1775671255440,1201,1191,10007,149051,-70860,-23212,0,0,0,460,522,374,455,425,495,572,517,350,260,230,396,0,
1,1775671255456,-12103,10672,5671,354301,602313,-1010371,0,0,0,254,306,246,283,202,308,388,309,287,263,307,136,0,
2,1775671255456,1191,1158,9954,151494,-68416,-26878,0,0,0,462,520,381,456,425,502,575,517,358,273,236,403,0,
1,1775671255472,-11251,11672,4235,-191811,-605978,-2090380,0,0,0,253,307,245,282,202,306,388,310,286,262,308,134,0,
2,1775671255472,1210,1119,9906,142942,-79412,-25656,0,0,0,467,524,380,459,428,501,576,516,359,299,244,404,0,
1,1775671255488,-9839,11083,3790,-513126,-1139874,-2477669,0,0,0,255,308,248,282,204,303,389,310,285,262,307,134,0,
2,1775671255488,1210,1072,9863,133168,-98960,-25656,0,0,0,476,533,381,461,430,499,575,512,357,267,231,412,0,
1,1775671255504,-8083,11806,4862,-911410,-1529606,-1995085,0,0,0,258,309,247,285,204,302,389,310,285,261,307,133,0,
2,1775671255504,1158,1052,9858,114842,-105068,-26878,0,0,0,470,526,384,456,430,494,571,505,355,267,227,412,0,
1,1775671255520,-5996,12395,6513,-1486845,-1868025,-1440420,0,0,0,258,308,247,286,206,304,390,310,287,261,306,130,0,
2,1775671255520,1129,1062,9877,95294,-101403,-26878,0,0,0,472,524,375,460,433,498,569,498,351,268,230,412,0,
1,1775671255536,-3771,11552,8365,-2095267,-2017077,-1084896,0,0,0,260,309,249,285,205,304,389,309,286,261,306,130,0,
2,1775671255536,1143,1081,9916,85521,-95294,-26878,0,0,0,472,527,383,453,427,494,566,495,361,284,231,412,0,
1,1775671255552,-2172,10126,10021,-2522873,-2015855,-904080,0,0,0,258,312,248,286,203,306,387,308,284,258,305,130,0,
2,1775671255552,1143,1081,9949,87964,-95294,-26878,0,0,0,472,529,387,459,433,501,567,494,359,270,223,421,0,
1,1775671255568,-1244,8571,11677,-2829527,-1925447,-823446,0,0,0,254,309,244,289,206,309,387,304,280,257,302,128,0,
2,1775671255568,1139,1057,9973,94073,-94073,-26878,0,0,0,472,530,386,461,435,504,570,491,362,263,218,426,0,
1,1775671255584,-1072,7140,13165,-3037221,-1830152,-797790,0,0,0,257,310,245,291,205,313,386,301,280,259,294,131,0,
2,1775671255584,1158,1057,10002,108734,-96516,-25656,0,0,0,476,533,390,462,435,507,576,488,365,354,256,416,0,
1,1775671255600,-1234,5494,14548,-3166725,-1748296,-762359,0,0,0,256,308,245,291,208,316,384,297,280,251,285,129,0,
2,1775671255600,1167,1062,10026,140499,-105068,-29321,0,0,0,479,538,389,462,437,511,576,478,364,317,237,430,0,
1,1775671255616,-1732,3761,15611,-3181386,-1672549,-717155,0,0,0,254,308,245,291,205,317,381,295,275,255,285,129,0,
2,1775671255616,1143,1062,10054,180816,-108734,-34208,0,0,0,478,537,388,461,438,512,572,470,368,267,210,448,0,
1,1775671255632,-2287,1789,16305,-3093421,-1613905,-761138,0,0,0,253,310,245,290,207,318,382,301,278,251,289,124,0,
2,1775671255632,1086,1024,10088,227241,-92851,-39095,0,0,0,475,532,377,462,440,512,565,460,367,263,202,456,0,
1,1775671255648,-2421,-162,16506,-2954144,-1606575,-989601,0,0,0,254,310,243,290,207,317,381,301,277,251,290,125,0,
2,1775671255648,1076,981,10093,265115,-62308,-42760,0,0,0,479,534,370,465,442,515,559,444,362,259,195,462,0,
1,1775671255664,-1694,-2206,16266,-2801427,-1624901,-1400103,0,0,0,252,310,242,292,207,322,382,301,277,252,291,127,0,
2,1775671255664,1129,942,10074,293215,-37873,-47647,0,0,0,488,540,380,465,445,520,558,431,367,258,191,471,0,
1,1775671255680,-990,-4259,15759,-2687807,-1511280,-1744631,0,0,0,250,309,243,291,206,324,385,303,280,255,293,131,0,
2,1775671255680,1182,890,10093,317649,-37873,-54977,0,0,0,490,541,379,468,449,523,555,420,374,260,192,475,0,
1,1775671255696,-1335,-6460,14706,-2568077,-1290147,-1788613,0,0,0,249,308,243,292,206,324,385,302,281,257,292,129,0,
2,1775671255696,1206,842,10145,348193,-42760,-65973,0,0,0,502,548,384,470,454,521,546,393,371,259,187,475,0,
1,1775671255712,-1665,-8743,13438,-2342057,-1136209,-1613905,0,0,0,252,309,244,293,207,319,385,301,282,254,287,127,0,
2,1775671255712,1210,784,10208,390953,-40317,-79412,0,0,0,502,553,386,476,461,531,537,369,374,261,175,492,0,
1,1775671255728,-1115,-11304,11816,-1825265,-1044579,-1154535,0,0,0,258,312,247,290,205,312,387,301,285,253,286,130,0,
2,1775671255728,1239,732,10270,447153,-32986,-95294,0,0,0,509,562,394,482,460,532,531,353,383,258,172,499,0,
1,1775671255744,794,-12447,10859,-1192408,-916297,-717155,0,0,0,259,312,249,287,204,310,388,300,287,258,291,133,0,
2,1775671255744,1325,679,10404,520457,-31764,-117286,0,0,0,506,566,393,477,454,534,517,330,385,254,170,511,0,
1,1775671255760,2459,-12950,10323,-576656,-648738,-410501,0,0,0,256,311,254,285,203,313,389,300,291,257,291,135,0,
2,1775671255760,1349,684,10643,645073,-76969,-147829,0,0,0,527,575,393,482,468,534,500,306,385,264,172,528,0,
1,1775671255776,2421,-13036,10002,3665,-302989,-278554,0,0,0,255,311,250,285,202,311,392,302,293,255,287,135,0,
2,1775671255776,1234,626,10844,810007,-117286,-169820,0,0,0,514,567,361,484,472,533,487,293,380,275,177,545,0,
1,1775671255792,1588,-12816,9853,561996,-63529,-227241,0,0,0,255,313,250,286,206,312,392,304,293,259,293,135,0,
2,1775671255792,1129,497,11117,998153,-113620,-180816,0,0,0,516,568,333,483,473,525,472,284,383,281,175,554,0,
