sole_id,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,pressure_01,pressure_02,pressure_03,pressure_04,pressure_05,pressure_06,pressure_07,pressure_08,pressure_09,pressure_10,pressure_11,pressure_12,corrupt,grass
1,1775670244512,-10715,-191,25891,6885672,692721,2498438,0,0,0,344,372,221,346,298,438,185,169,369,146,112,320,0,
2,1775670244512,3431,-344,11179,863763,119729,0,0,0,0,331,455,307,401,386,444,544,544,323,269,329,292,0,
1,1775670244528,-9614,1373,27968,7531968,547335,3038443,0,0,0,274,343,221,298,260,368,207,205,321,141,147,248,0,
2,1775670244528,1316,-138,10490,398284,-73303,162490,0,0,0,347,461,312,402,380,443,546,545,323,280,336,310,0,
1,1775670244544,-8504,5039,28245,7981565,750142,3382971,0,0,0,242,294,227,263,209,316,266,239,289,154,197,169,0,
2,1775670244544,579,837,10504,189368,-177150,84299,0,0,0,362,465,317,405,381,444,549,548,323,285,337,320,0,
1,1775670244560,-9475,7547,23139,8113512,1448972,3468492,0,0,0,251,269,235,247,182,281,299,267,273,161,240,131,0,
2,1775670244560,976,1430,10533,124616,-177150,1221,0,0,0,370,472,321,411,384,450,553,551,326,286,336,332,0,
1,1775670244576,-11519,8872,13457,7748214,1987755,3540574,0,0,0,243,277,236,250,186,289,301,262,273,163,234,133,0,
2,1775670244576,1100,1469,10428,144164,-120951,7330,0,0,0,373,470,326,408,381,448,555,548,325,289,337,338,0,
1,1775670244592,-12342,12864,8480,5797111,1205847,3316998,0,0,0,242,281,241,252,193,293,304,263,274,169,230,135,0,
2,1775670244592,1057,1440,10318,207694,-95294,0,0,0,0,384,470,329,411,383,449,556,544,324,294,336,350,0,
1,1775670244608,-7896,18545,9112,1924225,-9773,1875356,0,0,0,247,283,243,257,197,297,307,264,272,172,227,135,0,
2,1775670244608,880,1421,10236,273667,-79412,-28099,0,0,0,391,473,328,416,386,453,555,536,325,297,327,362,0,
1,1775670244624,-3737,16798,8906,-1915673,559552,-697608,0,0,0,246,286,239,257,196,298,311,265,272,172,227,135,0,
2,1775670244624,775,1469,10251,328645,-15882,-52534,0,0,0,391,472,328,417,387,458,554,528,330,297,314,375,0,
1,1775670244640,-6494,9758,5216,-3784921,1411098,-2354274,0,0,0,242,288,236,258,196,296,315,265,273,173,227,134,0,
2,1775670244640,818,1474,10236,397062,89186,-67195,0,0,0,396,472,330,419,385,466,557,517,337,285,297,386,0,
1,1775670244656,-9413,5317,2498,-3546683,342084,-1727526,0,0,0,237,287,236,258,197,296,315,265,273,174,228,133,0,
2,1775670244656,918,1344,10083,454483,153938,-73303,0,0,0,404,474,330,425,383,471,556,496,339,264,269,386,0,
1,1775670244672,-7145,4369,2861,-3406184,-934623,-818559,0,0,0,231,287,238,254,198,298,311,268,272,172,230,135,0,
2,1775670244672,1024,1196,9944,483805,177150,-75747,0,0,0,415,478,329,433,386,469,552,486,342,261,252,394,0,
1,1775670244688,-3441,5178,5044,-3792251,-1055575,-590095,0,0,0,230,289,238,254,199,296,310,270,272,172,232,136,0,
2,1775670244688,1148,1086,9873,469144,146607,-74525,0,0,0,417,481,333,425,389,474,546,474,347,248,230,405,0,
1,1775670244704,-3464,5312,6700,-4546059,-464257,-1027475,0,0,0,228,289,239,254,199,294,311,271,274,175,233,134,0,
2,1775670244704,1220,1005,9834,437379,97738,-73303,0,0,0,418,482,331,430,392,478,547,467,351,240,203,415,0,
1,1775670244720,-5092,4656,7729,-5180137,-372627,-1425759,0,0,0,226,289,239,255,201,297,311,270,274,178,236,138,0,
2,1775670244720,1234,909,9801,389732,34208,-73303,0,0,0,431,489,344,428,390,490,526,450,363,237,187,424,0,
1,1775670244736,-5680,3555,8825,-5505117,-954171,-1573588,0,0,0,229,292,241,256,198,296,310,269,273,174,233,134,0,
2,1775670244736,1196,856,9820,338419,-12217,-75747,0,0,0,435,493,345,429,394,483,534,444,354,251,191,431,0,
1,1775670244752,-5226,2636,10236,-5668829,-1447750,-1640784,0,0,0,228,293,243,255,199,297,310,268,273,176,234,137,0,
2,1775670244752,1172,847,9873,304210,-45204,-76969,0,0,0,436,492,344,432,394,481,540,438,353,249,186,448,0,
1,1775670244768,-4867,1885,12146,-5782450,-1728748,-1683544,0,0,0,227,291,248,255,200,312,313,273,286,170,235,140,0,
2,1775670244768,1129,837,9911,294437,-61086,-76969,0,0,0,438,493,333,432,394,475,540,429,351,250,182,468,0,
1,1775670244784,-4881,1273,14252,-5886297,-1933999,-1650557,0,0,0,226,291,249,253,200,310,317,274,289,172,235,144,0,
2,1775670244784,1081,804,9944,295658,-65973,-73303,0,0,0,440,497,333,437,406,481,542,426,359,293,202,471,0,
1,1775670244800,-4900,646,16381,-5979148,-2117258,-1521054,0,0,0,226,293,247,256,198,307,317,271,287,174,231,145,0,
2,1775670244800,1076,770,9987,305432,-57421,-68416,0,0,0,442,499,334,443,411,493,540,418,367,283,199,474,0,
1,1775670244816,-4819,-186,18659,-6024352,-2211332,-1406211,0,0,0,229,291,249,258,198,308,316,268,286,177,232,143,0,
2,1775670244816,1100,722,10035,322536,-35430,-65973,0,0,0,449,503,335,450,411,497,536,403,368,251,181,480,0,
1,1775670244832,-5173,-899,20770,-5963266,-2194227,-1479515,0,0,0,230,288,248,258,198,305,317,269,284,178,232,141,0,
2,1775670244832,1158,670,10078,343306,-15882,-69638,0,0,0,456,508,338,453,414,496,532,385,369,251,176,485,0,
1,1775670244848,-6015,-1603,23125,-5759237,-2218662,-1835039,0,0,0,228,288,245,258,198,302,318,268,281,180,230,137,0,
2,1775670244848,1234,617,10102,372627,-4886,-84299,0,0,0,458,506,340,453,420,500,528,367,373,252,173,497,0,
1,1775670244864,-6695,-3062,26025,-5530773,-2428800,-2318844,0,0,0,229,287,245,259,194,301,318,264,280,181,226,136,0,
2,1775670244864,1296,579,10160,417831,0,-112399,0,0,0,468,510,343,461,433,504,526,350,373,257,171,514,0,
1,1775670244880,-6408,-6776,29121,-5412266,-2818532,-2762332,0,0,0,230,286,244,260,188,300,320,262,281,181,222,136,0,
2,1775670244880,1387,526,10246,476474,8552,-147829,0,0,0,472,516,351,460,435,507,525,330,380,265,169,524,0,
1,1775670244896,-5350,-13969,29432,-5445252,-2818532,-2764776,0,0,0,230,287,240,262,188,300,325,262,280,185,222,132,0,
2,1775670244896,1588,502,10457,568104,2443,-191811,0,0,0,479,521,364,455,435,506,508,293,387,315,189,542,0,
1,1775670244912,-4010,-25685,25656,-5237558,-2460565,-2190562,0,0,0,232,289,239,265,190,301,329,262,280,194,223,131,0,
2,1775670244912,1818,488,10777,701273,1221,-257785,0,0,0,485,524,343,472,452,509,488,265,388,328,219,564,0,
1,1775670244928,-617,-36099,19176,-4348138,-2240653,-922406,0,0,0,229,291,239,264,194,303,334,270,286,197,223,132,0,
2,1775670244928,1995,445,11208,900415,31764,-356745,0,0,0,493,538,336,473,461,524,458,232,391,318,213,558,0,
1,1775670244944,8284,-41478,15013,-2527760,-1870469,700051,0,0,0,224,289,234,263,192,300,335,275,283,197,242,132,0,
2,1775670244944,1770,339,11907,1240056,112399,-474031,0,0,0,502,544,324,473,466,524,433,222,400,303,202,573,0,
1,1775670244960,15343,-42435,15501,-635299,-537561,1628566,0,0,0,227,276,224,267,182,280,375,323,276,222,312,116,0,
2,1775670244960,1335,320,12912,1681101,180816,-526565,0,0,0,506,552,315,475,471,533,394,213,411,341,211,569,0,
1,1775670244976,13208,-31366,19176,1463633,2585181,1455080,0,0,0,231,257,187,261,170,255,433,405,260,262,362,103,0,
2,1775670244976,1502,378,14333,2306627,142942,-519235,0,0,0,506,534,278,479,479,541,351,203,410,303,209,586,0,
1,1775670244992,1024,-3723,17228,3375641,5623625,879645,0,0,0,244,246,153,268,156,232,457,446,251,297,392,79,0,
2,1775670244992,2220,430,15884,3056769,23212,-546113,0,0,0,504,528,253,480,488,545,316,197,401,269,184,587,0,
1,1775670245008,-7595,15266,13280,4105014,5808106,160046,0,0,0,250,249,145,286,158,235,463,461,242,333,411,75,0,
2,1775670245008,3517,536,17702,3995058,-167377,-695164,0,0,0,505,524,242,476,487,532,281,175,389,257,171,578,0,
1,1775670245024,-2134,6293,15922,4590041,3144734,-553443,0,0,0,256,249,166,302,163,251,471,470,255,365,422,79,0,
2,1775670245024,4848,918,20172,5000542,-379958,-989601,0,0,0,514,522,250,464,476,518,264,160,383,241,156,534,0,
1,1775670245040,4637,-2201,21631,4422664,1181413,-592539,0,0,0,257,250,188,302,164,266,477,477,266,382,428,87,0,
2,1775670245040,5723,1316,23618,6054896,-565661,-1320690,0,0,0,502,509,250,451,468,510,260,158,379,221,143,469,0,
1,1775670245056,2871,-1871,20488,2845410,547335,145385,0,0,0,261,260,215,306,165,284,486,486,276,405,436,103,0,
2,1775670245056,6154,1698,27853,7088480,-654847,-1596801,0,0,0,445,484,229,436,456,490,265,162,366,205,137,399,0,
1,1775670245072,-2249,603,14955,1459967,229685,329867,0,0,0,263,281,243,310,179,311,493,493,289,423,443,127,0,
2,1775670245072,6049,2546,30366,7960795,-343306,-1824043,0,0,0,365,460,210,407,428,451,279,178,334,192,131,334,0,
1,1775670245088,-4307,1694,10504,779464,91629,-81855,0,0,0,267,299,264,315,195,336,501,501,298,432,452,147,0,
2,1775670245088,5580,4594,29963,8717046,216246,-2089159,0,0,0,309,436,221,358,391,407,290,223,295,165,127,276,0,
1,1775670245104,-2636,607,9686,604756,223576,-254119,0,0,0,284,299,294,333,196,355,509,509,313,445,461,168,0,
2,1775670245104,5924,6058,26317,8963836,722042,-2383596,0,0,0,263,411,236,328,358,383,307,269,281,118,121,204,0,
1,1775670245120,-1584,143,10189,318871,360410,-174707,0,0,0,303,288,346,350,186,368,510,508,337,458,464,200,0,
2,1775670245120,6982,8322,17889,8600982,730594,-2682920,0,0,0,270,410,236,323,352,387,308,271,278,139,166,202,0,
1,1775670245136,-1689,885,10457,45204,382401,-62308,0,0,0,303,288,351,343,185,363,524,515,334,451,477,207,0,
2,1775670245136,6896,13247,8394,6776938,-23212,-3060434,0,0,0,262,411,236,323,355,386,303,273,277,141,169,207,0,
1,1775670245152,-1689,1560,10303,-3665,316428,-24434,0,0,0,309,296,349,365,188,364,524,516,341,450,476,212,0,
2,1775670245152,4005,19033,8504,2232101,-1014036,-2471560,0,0,0,259,415,237,323,354,383,306,277,265,135,153,205,0,
1,1775670245168,-1521,1574,10303,138055,190589,-9773,0,0,0,323,304,359,377,190,367,525,512,349,449,475,213,0,
2,1775670245168,2254,18243,10538,-2736676,-1876578,-1021366,0,0,0,261,420,239,326,356,378,312,283,265,133,147,201,0,
1,1775670245184,-1454,1421,10390,259006,59864,8552,0,0,0,320,315,364,358,192,382,524,500,362,449,473,229,0,
2,1775670245184,4115,9691,8360,-4696331,-2422691,85521,0,0,0,262,425,242,327,356,378,316,288,268,125,137,200,0,
1,1775670245200,-1555,1368,10370,322536,-50090,34208,0,0,0,322,315,364,358,197,386,530,488,369,452,460,234,0,
2,1775670245200,6824,3598,4474,-4591263,-2329840,318871,0,0,0,253,421,240,327,359,382,310,285,265,137,160,198,0,
1,1775670245216,-1670,1359,10126,364075,-112399,54977,0,0,0,319,314,362,359,200,386,526,469,368,442,451,238,0,
2,1775670245216,8451,2732,2053,-3846007,-1288925,-90408,0,0,0,251,420,243,326,359,382,309,285,263,140,169,198,0,
1,1775670245232,-1742,1234,9834,387288,-139277,69638,0,0,0,324,319,365,362,199,388,525,459,370,430,451,248,0,
2,1775670245232,6460,5092,3967,-4216191,-180816,-276111,0,0,0,249,422,243,326,362,384,307,286,263,140,166,200,0,
1,1775670245248,-1794,1086,9672,355523,-118507,75747,0,0,0,327,324,365,369,199,396,520,452,376,421,440,254,0,
2,1775670245248,4225,6149,6288,-4901582,244346,-52534,0,0,0,249,423,241,325,361,380,307,286,261,140,162,210,0,
1,1775670245264,-1818,1038,9629,310319,-86742,81855,0,0,0,329,324,359,379,200,406,515,447,383,419,431,263,0,
2,1775670245264,3857,5479,7623,-5500230,227241,472809,0,0,0,251,424,242,323,358,373,307,288,259,143,161,227,0,
1,1775670245280,-1809,1072,9652,279776,-52534,91629,0,0,0,326,322,355,379,200,409,517,437,386,413,418,268,0,
2,1775670245280,4924,4479,8284,-5795889,597426,879645,0,0,0,252,426,243,323,358,373,308,288,259,146,162,234,0,
1,1775670245296,-1770,1076,9676,270002,-28099,96516,0,0,0,322,325,360,375,200,406,519,426,386,406,404,274,0,
2,1775670245296,4876,3962,9614,-6017022,1204626,1145983,0,0,0,251,426,242,326,361,375,308,288,259,142,157,225,0,
1,1775670245312,-1718,1052,9700,263893,-15882,97738,0,0,0,324,326,364,376,203,411,514,420,390,400,399,287,0,
2,1775670245312,3732,3646,11447,-6122091,1566258,1359786,0,0,0,251,429,242,327,364,378,313,291,264,142,158,221,0,
1,1775670245328,-1679,1009,9710,256563,-10995,97738,0,0,0,324,325,362,372,207,419,512,412,388,393,390,298,0,
2,1775670245328,3096,3369,13127,-6150191,1635897,1510058,0,0,0,251,432,242,328,364,379,317,295,268,141,157,222,0,
1,1775670245344,-1689,952,9672,248011,-7330,90408,0,0,0,324,330,358,371,213,415,517,403,383,386,375,300,0,
2,1775670245344,3048,3268,15410,-6241821,1635897,1501506,0,0,0,251,433,242,327,365,379,321,301,271,128,140,218,0,
1,1775670245360,-1694,904,9643,239459,0,84299,0,0,0,318,338,354,376,228,423,514,401,381,384,374,309,0,
2,1775670245360,3086,3149,17831,-6450736,1692096,1357342,0,0,0,252,432,243,332,369,382,322,301,271,125,132,217,0,
1,1775670245376,-1655,885,9691,234572,4886,76969,0,0,0,317,347,357,376,236,423,521,397,386,385,376,318,0,
2,1775670245376,3072,2766,20344,-6719517,1753183,1172861,0,0,0,254,432,245,332,368,381,322,300,271,131,140,217,0,
1,1775670245392,-1684,890,9820,256563,4886,78190,0,0,0,314,359,350,377,259,425,525,388,386,376,354,326,0,
2,1775670245392,3216,2191,23081,-6889338,1756848,1104444,0,0,0,254,431,244,333,368,381,324,297,270,133,143,215,0,
1,1775670245408,-1785,871,9901,323758,4886,105068,0,0,0,318,359,350,386,259,437,531,364,374,361,328,335,0,
2,1775670245408,3675,1191,26680,-6877120,1732413,1384220,0,0,0,255,431,244,333,365,380,328,297,274,143,155,215,0,
1,1775670245424,-1852,808,9897,406836,10995,147829,0,0,0,341,359,359,393,260,436,529,349,388,361,325,376,0,
2,1775670245424,4374,-1541,29408,-6759834,1811826,1954768,0,0,0,255,429,243,338,367,383,329,288,274,149,161,209,0,
1,1775670245440,-1895,770,9954,507018,17104,204028,0,0,0,345,396,351,394,265,449,534,315,399,353,320,378,0,
2,1775670245440,5226,-9428,30830,-6361550,2168571,2500882,0,0,0,255,426,240,340,365,385,326,279,274,159,172,207,0,
1,1775670245456,-1962,727,10102,629191,6108,265115,0,0,0,357,392,359,389,265,462,525,290,408,341,297,401,0,
2,1775670245456,5183,-21330,30404,-5558873,2320066,2504547,0,0,0,256,425,242,340,363,386,327,278,278,166,178,213,0,
1,1775670245472,-1914,559,10299,780685,-43982,333532,0,0,0,373,394,331,411,270,464,529,273,409,332,259,429,0,
2,1775670245472,3479,-33740,25431,-4241848,2021963,1744631,0,0,0,257,425,241,342,364,388,330,281,281,178,180,219,0,
1,1775670245488,-1636,387,10653,941954,-169820,361632,0,0,0,375,411,304,423,282,470,524,254,407,313,228,470,0,
2,1775670245488,-1823,-41134,18028,-2343279,1762957,388510,0,0,0,257,425,240,342,364,386,330,282,279,178,178,223,0,
1,1775670245504,-1517,358,11184,1142317,-328645,353080,0,0,0,371,427,293,426,293,487,506,239,418,293,208,505,0,
2,1775670245504,-7279,-42498,14568,-594982,1197295,-724486,0,0,0,254,423,241,340,362,383,328,283,275,166,177,225,0,
1,1775670245520,-1646,335,11801,1403768,-483805,338419,0,0,0,379,425,274,440,302,504,494,230,425,275,187,525,0,
2,1775670245520,-6465,-37439,15113,1050688,-28099,-1139874,0,0,0,251,419,241,340,363,381,342,325,270,174,203,208,0,
1,1775670245536,-1957,167,12538,1770287,-605978,354301,0,0,0,402,402,242,456,315,513,468,219,418,276,170,541,0,
2,1775670245536,-2952,-25537,17989,2426356,-723264,-957836,0,0,0,253,411,236,341,362,374,381,416,262,187,245,173,0,
1,1775670245552,-2469,43,13385,2221106,-646295,421497,0,0,0,412,391,230,469,329,516,409,208,430,282,167,545,0,
2,1775670245552,612,6441,21033,3587000,-1249830,-37873,0,0,0,245,397,208,339,356,361,419,463,252,168,232,172,0,
1,1775670245568,-3043,86,14256,2767219,-572991,574213,0,0,0,397,410,219,483,337,521,365,188,437,241,147,547,0,
2,1775670245568,4020,25360,12084,3601661,-1771509,1182635,0,0,0,259,386,215,335,334,368,444,476,266,186,270,178,0,
1,1775670245584,-3541,124,15424,3391523,-466701,780685,0,0,0,429,403,206,489,335,520,320,171,445,237,131,538,0,
2,1775670245584,1239,11222,7666,4324925,-1401324,1662775,0,0,0,261,388,203,347,343,374,473,492,268,212,319,179,0,
1,1775670245600,-4752,258,17138,4186870,-272445,1054353,0,0,0,430,397,216,470,357,514,276,173,440,223,127,532,0,
2,1775670245600,-5288,-6537,16678,5252219,-411723,1067792,0,0,0,255,393,229,349,340,386,491,511,276,267,371,203,0,
1,1775670245616,-7451,612,19473,5177693,32986,1508837,0,0,0,426,367,207,421,339,515,222,142,412,194,112,486,0,
2,1775670245616,-4857,-3962,22799,4356690,-304210,-416610,0,0,0,268,419,268,361,347,404,517,526,290,290,383,209,0,
1,1775670245632,-10045,196,22316,6126978,309097,2084272,0,0,0,405,353,219,395,326,494,208,143,396,164,97,385,0,
2,1775670245632,1368,1914,19401,2966361,-378736,-1103222,0,0,0,283,429,285,374,355,419,515,547,299,362,447,217,0,
1,1775670245648,-11586,-1296,26288,7042054,329867,2735454,0,0,0,347,342,214,371,283,445,192,153,347,134,86,291,0,
2,1775670245648,5384,2282,14256,1795943,-191811,-570548,0,0,0,314,443,305,392,366,435,526,560,314,388,473,241,0,
1,1775670245664,-11088,-1435,30150,7859392,109955,3327993,0,0,0,295,324,210,324,246,396,202,161,307,132,110,239,0,
2,1775670245664,3105,224,11854,1065348,-106290,111177,0,0,0,337,452,313,401,372,440,530,559,320,419,499,258,0,
1,1775670245680,-9370,1574,32466,8247902,127059,3659082,0,0,0,247,289,221,267,202,350,249,208,302,137,162,181,0,
2,1775670245680,823,105,10748,585208,-147829,244346,0,0,0,354,458,318,411,381,445,531,554,316,438,511,267,0,
1,1775670245696,-9676,6580,27580,8140390,1075122,3758042,0,0,0,248,270,229,256,177,307,289,236,284,149,197,138,0,
2,1775670245696,1263,938,10595,386066,-194255,62308,0,0,0,369,463,323,422,387,450,537,554,314,440,509,275,0,
1,1775670245712,-11457,11797,15668,7687128,2092824,3683517,0,0,0,256,273,231,259,176,288,303,254,272,156,221,124,0,
2,1775670245712,1732,1296,10528,279776,-204028,-8552,0,0,0,384,466,329,428,385,452,545,553,316,443,507,284,0,
1,1775670245728,-13759,15276,7245,6316346,2085493,3218038,0,0,0,252,283,231,256,185,288,302,268,272,155,234,125,0,
2,1775670245728,1641,1330,10342,265115,-217468,-1221,0,0,0,399,469,339,431,383,452,548,545,317,441,497,295,0,
1,1775670245744,-10643,19028,7901,2302961,585208,1374446,0,0,0,250,291,232,256,190,290,304,270,272,151,233,127,0,
2,1775670245744,1373,1421,10260,285884,-250454,-6108,0,0,0,409,473,343,429,380,450,549,536,321,438,483,308,0,
1,1775670245760,-5546,18411,8968,-1743409,193033,-1021366,0,0,0,243,297,235,255,194,293,307,272,274,154,234,129,0,
2,1775670245760,1110,1579,10323,342084,-222354,-29321,0,0,0,414,475,341,431,379,451,556,523,327,434,468,312,0,
1,1775670245776,-6484,11600,5900,-3701843,960280,-2469117,0,0,0,230,295,233,252,194,292,303,272,273,153,235,128,0,
2,1775670245776,1028,1569,10294,425162,-79412,-47647,0,0,0,422,482,345,439,387,460,540,501,322,436,459,319,0,
1,1775670245792,-9648,6365,2747,-3897320,648738,-2194227,0,0,0,232,305,235,252,195,292,302,273,271,150,236,128,0,
2,1775670245792,1139,1402,10141,482583,31764,-50090,0,0,0,429,487,345,441,387,462,537,485,324,449,461,333,0,
1,1775670245808,-8198,5293,3067,-3792251,-700051,-1059240,0,0,0,231,305,237,253,194,292,307,273,273,156,235,128,0,
2,1775670245808,1277,1182,9925,487470,67195,-50090,0,0,0,431,487,341,447,394,465,534,476,326,408,414,343,0,
1,1775670245824,-3598,6001,5675,-4190535,-1404990,-377514,0,0,0,231,296,236,256,193,292,307,273,273,155,235,126,0,
2,1775670245824,1359,1072,9806,454483,52534,-57421,0,0,0,440,502,346,444,396,465,541,480,335,261,231,379,0,
1,1775670245840,-851,6456,8303,-5000542,-905302,-624304,0,0,0,234,295,240,260,193,295,306,266,272,161,236,130,0,
2,1775670245840,1440,1038,9801,415388,14660,-72082,0,0,0,441,494,347,446,399,469,538,470,338,247,209,390,0,
1,1775670245856,-2005,5537,9495,-5657833,-593761,-1132544,0,0,0,233,290,241,256,189,294,310,268,273,162,232,128,0,
2,1775670245856,1493,1000,9830,389732,-43982,-91629,0,0,0,442,497,348,450,404,477,538,456,344,246,205,398,0,
1,1775670245872,-2852,4446,10562,-6043900,-873537,-1442863,0,0,0,235,290,242,258,190,297,312,269,277,162,232,130,0,
2,1775670245872,1445,961,9825,377514,-102625,-108734,0,0,0,443,501,355,451,409,482,536,447,347,247,200,407,0,
1,1775670245888,-2402,3723,11921,-6170960,-1342681,-1547932,0,0,0,238,291,243,258,189,295,311,265,275,167,233,130,0,
2,1775670245888,1316,899,9825,370184,-134390,-116064,0,0,0,449,506,359,449,406,482,536,437,352,271,203,413,0,
1,1775670245904,-1933,3244,13854,-6280916,-1557706,-1560149,0,0,0,232,293,242,257,191,296,309,263,274,167,231,130,0,
2,1775670245904,1210,842,9858,365297,-136833,-111177,0,0,0,459,512,367,450,406,484,532,424,354,268,197,421,0,
1,1775670245920,-2105,2684,16003,-6484945,-1649336,-1441641,0,0,0,229,295,239,256,193,295,309,262,272,167,231,131,0,
2,1775670245920,1220,794,9935,366519,-120951,-97738,0,0,0,469,518,369,454,410,485,523,408,351,247,183,433,0,
1,1775670245936,-2368,1631,18300,-6737843,-1740965,-1084896,0,0,0,232,297,237,257,193,293,313,264,273,167,229,128,0,
2,1775670245936,1296,732,10002,376292,-116064,-96516,0,0,0,470,521,359,456,414,488,520,392,352,247,177,447,0,
1,1775670245952,-2115,311,20488,-6874677,-1786169,-769690,0,0,0,234,298,240,258,193,295,315,266,276,167,227,126,0,
2,1775670245952,1330,665,10040,395840,-118507,-107512,0,0,0,467,521,353,459,423,497,517,378,357,249,175,462,0,
1,1775670245968,-2321,-588,22163,-6747617,-1676214,-983493,0,0,0,233,297,243,258,191,296,313,261,278,168,225,128,0,
2,1775670245968,1354,622,10078,432492,-122173,-130725,0,0,0,472,525,353,458,432,496,512,365,361,250,174,480,0,
1,1775670245984,-3594,-1497,24369,-6449515,-1591914,-1659109,0,0,0,234,295,239,261,193,294,320,265,276,170,224,131,0,
2,1775670245984,1430,588,10155,493579,-122173,-162490,0,0,0,477,524,348,467,450,504,499,346,367,260,176,503,0,
1,1775670246000,-5527,-3579,27499,-6118426,-1859473,-2603507,0,0,0,234,294,239,266,192,296,316,258,274,174,219,130,0,
2,1775670246000,1521,531,10236,572991,-130725,-204028,0,0,0,488,527,351,472,443,514,492,317,366,261,176,522,0,
1,1775670246016,-7288,-8896,30600,-5904623,-2293188,-3349984,0,0,0,235,296,239,267,191,295,322,261,276,178,218,129,0,
2,1775670246016,1684,454,10385,665843,-142942,-257785,0,0,0,491,535,355,482,449,516,440,309,378,260,167,539,0,
1,1775670246032,-8681,-19636,30830,-5804441,-2460565,-3389080,0,0,0,239,294,237,273,189,295,332,266,283,194,217,128,0,
2,1775670246032,1799,402,10859,817337,-144164,-335975,0,0,0,493,544,356,487,461,523,463,264,384,259,166,547,0,
1,1775670246048,-7140,-32443,25321,-5252219,-2343279,-2397035,0,0,0,239,297,247,272,192,314,327,262,307,191,216,137,0,
2,1775670246048,1885,445,11524,1043357,-147829,-415388,0,0,0,500,545,347,483,467,520,442,241,390,273,173,562,0,
1,1775670246064,502,-42263,18267,-3784921,-2415361,-957836,0,0,0,235,297,252,272,193,324,325,261,318,191,219,143,0,
2,1775670246064,1612,425,12376,1434311,-162490,-492357,0,0,0,503,540,328,505,473,523,419,231,390,279,177,565,0,
1,1775670246080,10600,-44804,14735,-1765400,-1875356,96516,0,0,0,230,296,243,271,193,317,329,262,311,190,234,138,0,
2,1775670246080,1038,301,13156,1904677,-175929,-500909,0,0,0,507,548,309,495,484,529,382,226,392,297,201,576,0,
1,1775670246096,12270,-44063,15295,53756,-152716,654847,0,0,0,228,289,233,267,187,296,364,330,286,220,303,123,0,
2,1775670246096,818,215,14055,2460565,-197920,-442266,0,0,0,507,551,291,489,498,535,338,222,388,294,214,580,0,
1,1775670246112,6882,-33763,18032,1653001,1590693,1045801,0,0,0,232,267,197,265,174,262,419,396,258,257,359,100,0,
2,1775670246112,1631,234,15381,3194825,-295658,-401949,0,0,0,512,552,275,482,504,532,300,206,377,285,211,580,0,
1,1775670246128,-3905,76,16266,3116634,3563787,1042136,0,0,0,237,251,161,265,165,237,453,440,250,285,392,84,0,
2,1775670246128,2613,378,16592,3911980,-411723,-483805,0,0,0,518,550,268,471,514,528,265,195,379,263,185,571,0,
1,1775670246144,-9002,19755,11222,3971845,4798957,536339,0,0,0,244,246,145,272,158,231,470,471,259,321,414,75,0,
2,1775670246144,4020,378,18320,4792848,-520457,-728151,0,0,0,523,539,265,468,509,525,245,180,386,245,161,535,0,
1,1775670246160,-3354,6278,13840,5067738,3770260,-261450,0,0,0,249,247,154,286,154,247,484,484,268,362,427,76,0,
2,1775670246160,5800,148,21177,5827654,-635299,-1105666,0,0,0,514,525,257,463,492,516,240,160,382,232,149,479,0,
1,1775670246176,3713,-4656,22268,5314527,1566258,-679282,0,0,0,255,255,183,296,162,277,495,496,272,387,440,88,0,
2,1775670246176,7786,-938,25757,6963863,-599869,-1589471,0,0,0,473,511,241,448,480,500,241,155,367,210,137,418,0,
1,1775670246192,4618,-2737,24776,3709173,108734,-183259,0,0,0,263,269,221,307,177,304,512,512,282,405,451,107,0,
2,1775670246192,8561,-1320,30413,7932695,-123394,-2075720,0,0,0,406,487,216,428,457,474,250,163,337,194,135,360,0,
1,1775670246208,-751,100,17760,1869247,58643,163711,0,0,0,265,284,237,331,183,349,514,514,310,417,459,144,0,
2,1775670246208,7791,847,33792,8649851,327423,-2542421,0,0,0,345,457,214,386,414,427,268,185,310,172,125,315,0,
1,1775670246224,-3498,871,10839,827111,89186,-42760,0,0,0,268,294,256,328,199,365,527,527,320,430,475,189,0,
2,1775670246224,7585,5934,32624,9057909,658512,-2959031,0,0,0,271,420,224,341,370,383,302,262,274,140,121,208,0,
1,1775670246240,-2249,454,9049,671951,40317,-268780,0,0,0,295,286,263,346,194,369,525,526,328,425,471,208,0,
2,1775670246240,8284,10906,26609,9049357,957836,-3396410,0,0,0,273,418,250,323,355,375,302,278,274,134,153,200,0,
1,1775670246256,-1560,478,10098,476474,14660,-175929,0,0,0,300,287,271,360,198,378,535,535,338,430,475,225,0,
2,1775670246256,8016,14931,14711,7842287,393397,-3839898,0,0,0,268,420,236,326,359,381,305,284,276,138,160,201,0,
1,1775670246272,-1904,894,10490,270002,81855,-57421,0,0,0,304,293,272,362,203,385,550,540,338,431,477,243,0,
2,1775670246272,5723,18492,9011,4007275,-996932,-3335324,0,0,0,272,423,243,328,356,376,304,279,267,139,156,197,0,
1,1775670246288,-1995,1225,10155,245567,171042,-9773,0,0,0,310,300,283,365,205,392,554,533,338,444,460,257,0,
