sole_id,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,pressure_01,pressure_02,pressure_03,pressure_04,pressure_05,pressure_06,pressure_07,pressure_08,pressure_09,pressure_10,pressure_11,pressure_12,corrupt,brick
1,1775671637328,-7580,4852,5585,-5326744,-36651,-762359,0,0,0,232,296,248,262,199,318,311,277,294,157,235,140,0,
2,1775671637328,1095,1363,9853,504574,61086,-9773,0,0,0,416,491,339,442,411,470,563,512,332,269,249,362,0,
1,1775671637344,-5197,4761,7059,-5556430,-612086,-211359,0,0,0,229,296,253,261,201,320,314,282,297,159,241,142,0,
2,1775671637344,1129,1268,9801,465479,14660,-19547,0,0,0,421,496,339,446,413,474,560,497,336,265,239,375,0,
1,1775671637360,-4077,4556,8978,-5986479,-482583,-186924,0,0,0,226,295,255,262,202,322,316,285,299,156,243,140,0,
2,1775671637360,1172,1239,9820,427605,-29321,-29321,0,0,0,428,502,338,451,418,480,562,477,341,246,213,393,0,
1,1775671637376,-4302,4106,10629,-6377433,-508239,-355523,0,0,0,224,295,257,262,201,322,316,286,299,155,245,139,0,
2,1775671637376,1225,1210,9873,399505,-86742,-40317,0,0,0,439,509,343,453,423,487,559,458,344,246,200,405,0,
1,1775671637392,-4843,3603,11988,-6648657,-894306,-626747,0,0,0,225,295,259,262,200,323,316,286,299,161,250,143,0,
2,1775671637392,1196,1162,9920,389732,-145385,-56199,0,0,0,445,515,348,454,428,492,554,443,349,243,193,415,0,
1,1775671637408,-4953,3072,13831,-6883229,-1422094,-976162,0,0,0,224,296,260,262,203,325,315,286,299,159,249,143,0,
2,1775671637408,1110,1139,9978,405614,-179594,-72082,0,0,0,446,514,346,457,432,495,550,429,359,242,183,431,0,
1,1775671637424,-5025,2517,16085,-7064045,-1822821,-1264491,0,0,0,225,298,262,262,202,325,317,286,301,159,244,142,0,
2,1775671637424,1005,1091,10040,454483,-178372,-84299,0,0,0,454,521,347,455,436,496,549,412,360,242,178,448,0,
1,1775671637440,-5297,1876,18765,-7170336,-2108706,-1385442,0,0,0,224,298,263,262,202,325,317,279,301,164,243,145,0,
2,1775671637440,995,1000,10083,499687,-146607,-98960,0,0,0,467,529,352,469,449,505,542,386,360,248,172,464,0,
1,1775671637456,-5608,990,21808,-7237531,-2338392,-1406211,0,0,0,224,298,265,263,199,327,316,268,299,161,229,142,0,
2,1775671637456,1105,894,10145,538783,-100181,-125838,0,0,0,474,532,352,468,460,507,538,366,363,255,176,481,0,
1,1775671637472,-6010,86,24953,-7231422,-2450791,-1441641,0,0,0,228,296,266,263,196,328,315,266,299,161,228,139,0,
2,1775671637472,1206,794,10160,598647,-76969,-173485,0,0,0,484,535,352,469,464,508,534,342,371,256,173,498,0,
1,1775671637488,-6867,-1139,29088,-7093367,-2470339,-1726305,0,0,0,227,294,270,260,193,333,318,266,306,160,226,141,0,
2,1775671637488,1119,703,10179,679282,-83077,-216246,0,0,0,489,538,352,481,474,518,523,313,372,262,172,523,0,
1,1775671637504,-7575,-3637,32859,-6902777,-2593733,-2263866,0,0,0,224,294,268,265,196,332,302,254,309,163,226,140,0,
2,1775671637504,947,660,10356,785572,-79412,-235793,0,0,0,496,544,353,481,476,521,516,291,379,268,174,542,0,
1,1775671637520,-7188,-10031,35639,-6698748,-3073873,-2965139,0,0,0,226,296,264,271,197,333,311,259,312,166,223,139,0,
2,1775671637520,871,598,10648,919963,-39095,-233350,0,0,0,505,550,350,483,481,527,500,266,382,285,178,556,0,
1,1775671637536,-5527,-21837,34941,-6406754,-3301115,-3368310,0,0,0,228,299,253,274,198,330,326,270,312,178,220,139,0,
2,1775671637536,990,526,11079,1082453,20769,-224798,0,0,0,505,554,333,493,492,532,474,244,384,288,185,572,0,
1,1775671637552,-3910,-36726,26690,-5676159,-2878397,-2532647,0,0,0,227,305,245,273,201,327,323,267,310,183,221,138,0,
2,1775671637552,1148,478,11816,1342681,80634,-229685,0,0,0,507,561,315,498,503,533,445,233,387,284,192,586,0,
1,1775671637568,3053,-51079,17970,-4192978,-2784323,-646295,0,0,0,227,308,251,271,200,329,322,264,310,173,225,137,0,
2,1775671637568,1206,387,12567,1684766,98960,-239459,0,0,0,515,571,298,504,519,538,416,233,391,280,194,595,0,
1,1775671637584,18310,-56458,14840,-1864360,-1980425,1408655,0,0,0,226,303,252,269,198,326,326,270,306,176,235,135,0,
2,1775671637584,1139,311,13299,2128254,63529,-245567,0,0,0,520,572,278,509,532,546,380,231,394,275,191,603,0,
1,1775671637600,21871,-50495,16271,332310,625526,1863138,0,0,0,225,292,220,269,198,301,351,305,291,201,277,120,0,
2,1775671637600,1679,349,14266,2687807,-13439,-273667,0,0,0,527,570,265,501,530,546,336,224,394,269,187,607,0,
1,1775671637616,5561,-28997,19478,2357939,3209485,1379333,0,0,0,224,272,167,269,184,262,436,398,262,265,362,85,0,
2,1775671637616,2526,253,15266,3295007,-127059,-393397,0,0,0,536,571,259,492,530,544,299,216,393,264,184,609,0,
1,1775671637632,-9332,8834,19741,3535688,4400673,640186,0,0,0,236,249,150,263,165,246,462,462,254,304,407,81,0,
2,1775671637632,2675,320,16247,4052479,-289550,-586430,0,0,0,536,559,251,487,535,542,269,197,396,266,180,606,0,
1,1775671637648,-8466,19124,12457,4179539,4517959,-302989,0,0,0,247,244,137,283,156,249,478,477,271,357,423,81,0,
2,1775671637648,3278,454,17717,4868595,-434936,-774577,0,0,0,533,549,248,489,534,543,256,174,389,266,178,572,0,
1,1775671637664,1722,2665,14596,5751907,2960252,-913854,0,0,0,243,244,149,294,156,264,488,487,275,382,439,85,0,
2,1775671637664,4541,421,20507,5753128,-560774,-1036027,0,0,0,519,537,249,483,509,531,250,155,398,230,152,512,0,
1,1775671637680,6202,-5221,25240,5755572,664621,-255341,0,0,0,254,259,182,304,170,285,490,489,280,402,440,92,0,
2,1775671637680,5809,315,25637,6814812,-657290,-1370781,0,0,0,481,516,242,480,498,522,250,161,374,216,144,448,0,
1,1775671637696,760,-2144,25173,3882659,-226020,669508,0,0,0,261,277,216,320,190,318,497,496,306,415,442,113,0,
2,1775671637696,7485,603,30236,7812966,-482583,-1701870,0,0,0,409,486,216,445,467,485,269,167,348,200,134,384,0,
1,1775671637712,-5178,1359,15855,1836260,-90408,529009,0,0,0,275,294,244,336,206,344,509,509,317,417,450,143,0,
2,1775671637712,8911,1478,32108,8631525,40317,-2089159,0,0,0,342,464,212,395,429,438,287,239,313,177,126,341,0,
1,1775671637728,-3752,784,9681,990823,20769,-103847,0,0,0,297,303,257,346,208,359,520,520,322,424,461,181,0,
2,1775671637728,9672,3283,32323,9299812,1049466,-2734232,0,0,0,274,432,226,344,380,392,307,257,279,123,102,232,0,
1,1775671637744,-1904,-248,8911,612086,42760,-259006,0,0,0,311,306,263,354,207,364,531,528,323,429,471,207,0,
2,1775671637744,9657,6164,28695,9512393,1655444,-3424510,0,0,0,267,427,235,338,369,384,316,267,272,122,117,204,0,
1,1775671637760,-2019,129,10313,335975,90408,-80634,0,0,0,322,308,271,364,209,364,539,534,320,431,477,215,0,
2,1775671637760,10495,9585,18760,8955284,868650,-4265061,0,0,0,277,432,240,341,374,389,320,290,274,123,119,205,0,
1,1775671637776,-2440,1014,10485,144164,144164,17104,0,0,0,335,315,278,379,213,367,542,530,331,436,473,224,0,
2,1775671637776,7729,12447,13151,7382917,-521678,-4582711,0,0,0,281,436,241,340,376,391,319,301,268,117,112,202,0,
1,1775671637792,-2268,1287,10064,180816,112399,21991,0,0,0,338,325,282,391,223,373,544,512,351,440,466,245,0,
2,1775671637792,1832,19411,9691,3569896,-1496619,-2759889,0,0,0,278,438,237,339,375,389,320,299,262,116,112,199,0,
1,1775671637808,-2038,1225,9940,271224,52534,32986,0,0,0,339,329,296,396,232,382,540,492,353,440,459,261,0,
2,1775671637808,2201,19928,8054,-2080607,-2045176,915076,0,0,0,275,439,236,340,376,389,323,299,262,117,113,198,0,
1,1775671637824,-1990,1153,10150,345749,-24434,51312,0,0,0,341,337,304,390,224,383,536,480,340,442,434,278,0,
2,1775671637824,7030,12457,7776,-5841093,-2134363,3186273,0,0,0,273,441,238,344,379,391,325,302,264,119,114,199,0,
1,1775671637840,-2000,1325,10964,375071,-92851,69638,0,0,0,342,353,277,407,242,382,531,464,345,429,417,287,0,
2,1775671637840,9782,5561,7178,-6390872,-1372003,2570520,0,0,0,269,439,235,343,379,392,326,305,265,117,112,199,0,
1,1775671637856,-1947,1416,11471,389732,-147829,83077,0,0,0,341,346,269,404,242,387,533,436,344,415,398,302,0,
2,1775671637856,8638,3278,6331,-6177069,-445931,1193630,0,0,0,265,438,234,346,381,395,329,305,266,116,111,199,0,
1,1775671637872,-2053,1139,10241,467922,-212581,76969,0,0,0,333,348,264,388,247,389,529,418,341,406,372,312,0,
2,1775671637872,6087,3388,6278,-6061004,28099,177150,0,0,0,263,439,236,345,380,393,328,309,266,117,114,200,0,
1,1775671637888,-2201,856,9399,503352,-221133,73303,0,0,0,333,359,270,397,251,406,523,412,360,392,357,340,0,
2,1775671637888,4996,2919,7154,-6211277,150272,-312763,0,0,0,262,441,240,344,380,392,330,313,267,119,114,199,0,
1,1775671637904,-2292,679,9270,452040,-158824,78190,0,0,0,335,362,266,400,261,405,522,406,368,393,346,340,0,
2,1775671637904,4661,2919,8212,-6378654,438601,-478918,0,0,0,260,441,238,347,382,394,338,314,267,119,118,199,0,
1,1775671637920,-2263,670,9485,367740,-80634,86742,0,0,0,332,361,259,394,266,399,523,393,360,386,336,337,0,
2,1775671637920,4000,3632,9629,-6542366,981049,-304210,0,0,0,261,443,242,340,379,391,309,309,268,112,112,192,0,
1,1775671637936,-2234,679,9538,313984,-18325,95294,0,0,0,329,355,256,389,268,399,528,377,352,375,327,346,0,
2,1775671637936,3464,4216,11246,-6708522,1462411,173485,0,0,0,262,444,244,341,379,392,330,319,269,115,117,195,0,
1,1775671637952,-2158,679,9557,300545,3665,102625,0,0,0,331,345,259,393,266,403,531,361,353,370,318,354,0,
2,1775671637952,3531,4178,12921,-6877120,1778839,839328,0,0,0,260,444,242,344,381,393,333,321,270,116,118,196,0,
1,1775671637968,-2062,679,9652,296880,8552,107512,0,0,0,334,339,264,400,262,411,531,346,358,365,310,359,0,
2,1775671637968,3919,3656,14702,-7034724,2045176,1447750,0,0,0,258,444,242,340,380,391,332,319,268,117,118,198,0,
1,1775671637984,-2019,670,9767,300545,-8552,107512,0,0,0,335,341,263,398,267,415,526,332,360,359,300,369,0,
2,1775671637984,4173,2909,17114,-7115358,2343279,1822821,0,0,0,259,445,245,342,381,394,336,319,272,116,117,197,0,
1,1775671638000,-2038,612,9834,323758,-47647,108734,0,0,0,348,346,268,408,272,416,522,311,362,354,283,387,0,
2,1775671638000,3938,2546,20100,-7097032,2528982,1964542,0,0,0,258,444,244,344,382,397,337,318,274,115,117,198,0,
1,1775671638016,-2144,521,9873,368962,-102625,129503,0,0,0,355,355,266,432,277,422,509,304,385,356,275,404,0,
2,1775671638016,3752,2842,24891,-7132462,2515543,2029294,0,0,0,256,444,243,345,382,398,336,311,273,124,130,198,0,
1,1775671638032,-2297,478,9897,436157,-155159,186924,0,0,0,345,368,258,433,308,433,524,285,372,332,256,421,0,
2,1775671638032,3709,2536,30322,-7375586,2450791,2146580,0,0,0,254,444,242,345,381,397,336,303,272,136,145,196,0,
1,1775671638048,-2450,440,9877,504574,-172263,248011,0,0,0,349,370,267,410,282,446,519,261,385,316,234,445,0,
2,1775671638048,2804,-2579,35266,-7701788,2553416,2387261,0,0,0,254,443,240,346,381,397,339,298,274,141,145,196,0,
1,1775671638064,-2608,382,9930,593761,-167377,324980,0,0,0,365,371,273,435,293,461,504,251,386,305,220,464,0,
2,1775671638064,1115,-12117,38305,-7610159,2599842,2560747,0,0,0,259,444,241,351,381,397,347,297,281,149,149,197,0,
1,1775671638080,-2531,301,10299,740368,-161268,400727,0,0,0,378,402,278,442,349,486,501,255,406,290,213,495,0,
2,1775671638080,842,-27585,37056,-6743952,1876578,2444682,0,0,0,260,444,241,352,383,401,349,298,289,145,146,202,0,
1,1775671638096,-2311,172,10825,933402,-191811,452040,0,0,0,393,404,273,461,323,502,486,230,410,289,189,524,0,
2,1775671638096,4388,-43311,27791,-5115385,783129,1589471,0,0,0,264,445,242,355,386,403,348,302,286,141,141,202,0,
1,1775671638112,-2211,86,11399,1149648,-254119,461814,0,0,0,397,404,266,487,324,506,472,218,410,284,175,552,0,
2,1775671638112,1316,-53031,16128,-2543642,1382998,-554665,0,0,0,264,447,243,355,387,403,348,307,285,141,143,203,0,
1,1775671638128,-2124,43,12084,1445307,-316428,447153,0,0,0,403,410,251,492,347,513,454,207,426,341,178,561,0,
2,1775671638128,-12261,-51964,15702,-328645,1953547,-2074498,0,0,0,250,436,234,352,386,399,379,409,280,164,211,192,0,
1,1775671638144,-1593,-57,12706,1819156,-423940,401949,0,0,0,398,418,234,486,372,524,424,196,448,317,174,568,0,
2,1775671638144,-16314,-34950,24120,1775174,-825889,-1419650,0,0,0,238,395,202,345,364,372,436,465,263,159,227,184,0,
1,1775671638160,-1450,-134,13175,2232101,-631634,298102,0,0,0,396,429,221,486,377,539,378,188,465,262,164,578,0,
2,1775671638160,-3804,-2239,21837,3643200,-4134335,-120951,0,0,0,247,379,184,344,350,374,470,482,265,172,268,179,0,
1,1775671638176,-2780,-153,13902,2767219,-803898,255341,0,0,0,406,428,214,486,384,554,329,180,474,253,157,582,0,
2,1775671638176,4704,12581,12562,4802622,-4691445,737925,0,0,0,259,383,183,353,349,384,497,499,277,186,300,181,0,
1,1775671638192,-4503,-157,14749,3413514,-733038,464257,0,0,0,407,419,217,469,398,557,266,168,475,226,139,577,0,
2,1775671638192,-311,3235,14807,5700594,-2668259,918741,0,0,0,265,393,211,365,355,399,510,510,291,199,311,191,0,
1,1775671638208,-5991,-28,15783,4200309,-543670,835663,0,0,0,405,420,229,457,375,537,197,150,465,198,112,562,0,
2,1775671638208,-6685,-4632,25374,5450139,-643851,368962,0,0,0,271,410,247,372,363,412,525,525,308,206,308,204,0,
1,1775671638224,-7159,210,17946,5054298,-342084,1343903,0,0,0,427,387,217,477,352,527,236,139,448,213,104,538,0,
2,1775671638224,-2043,-966,23871,3506366,-248011,-349414,0,0,0,286,435,286,379,373,422,536,536,310,211,301,227,0,
1,1775671638240,-9193,-100,22526,5980370,-239459,1861917,0,0,0,388,372,221,423,343,488,246,144,433,182,95,452,0,
2,1775671638240,2684,2086,15017,1816713,-120951,-217468,0,0,0,311,458,314,396,385,433,546,546,312,223,299,255,0,
1,1775671638256,-11797,28,26451,6818477,-76969,2386039,0,0,0,350,352,189,378,318,437,200,130,373,166,95,356,0,
2,1775671638256,2861,1698,8786,907745,2443,219911,0,0,0,337,468,328,412,393,444,557,556,321,237,300,279,0,
1,1775671638272,-11782,837,28973,7530746,357967,2966361,0,0,0,302,336,200,325,285,394,210,161,365,135,98,271,0,
2,1775671638272,1287,-28,9595,455705,-130725,251676,0,0,0,356,474,336,418,397,449,562,561,322,246,300,294,0,
1,1775671638288,-10983,2182,30318,8062199,808785,3413514,0,0,0,249,312,187,293,242,330,251,221,290,143,157,169,0,
2,1775671638288,942,239,10993,166155,-322536,103847,0,0,0,368,480,336,421,401,450,565,564,324,250,304,300,0,
1,1775671638304,-12270,4905,28461,8393288,1043357,3650530,0,0,0,254,285,213,272,197,299,291,246,280,149,193,134,0,
2,1775671638304,1072,1426,10748,24434,-386066,18325,0,0,0,374,481,339,420,399,448,566,566,324,252,308,306,0,
1,1775671638320,-14170,10763,18822,8330980,952949,3962071,0,0,0,239,285,224,255,188,296,301,262,286,150,219,129,0,
2,1775671638320,966,1856,10145,15882,-239459,21991,0,0,0,385,484,339,427,404,452,568,569,325,255,310,308,0,
1,1775671638336,-12883,14223,11289,7215540,723264,4127005,0,0,0,226,296,226,249,196,300,297,270,287,151,227,130,0,
2,1775671638336,1019,1809,10179,85521,-106290,15882,0,0,0,385,484,339,427,405,455,569,569,324,254,302,311,0,
1,1775671638352,-8030,17219,10212,3715282,507018,2812423,0,0,0,225,300,226,249,199,300,300,270,288,152,223,130,0,
2,1775671638352,995,1737,10303,183259,-52534,-14660,0,0,0,395,491,350,417,441,447,555,555,324,250,293,316,0,
1,1775671638368,-3560,17975,10504,-1044579,844215,166155,0,0,0,229,299,227,251,197,301,305,266,289,155,221,132,0,
2,1775671638368,923,1785,10212,263893,15882,-36651,0,0,0,396,490,347,428,409,456,565,559,321,244,281,314,0,
1,1775671638384,-3771,13108,9241,-4158770,1808161,-2171015,0,0,0,230,300,230,254,198,304,305,265,284,158,225,135,0,
2,1775671638384,966,1837,10045,338419,95294,-36651,0,0,0,400,490,346,431,408,462,565,551,323,244,270,320,0,
1,1775671638400,-7762,7422,5680,-4506963,1897347,-2333505,0,0,0,225,301,226,253,198,302,305,266,285,161,228,134,0,
2,1775671638400,1067,1756,9920,401949,134390,-30543,0,0,0,403,489,344,435,409,463,565,534,326,239,254,323,0,
1,1775671638416,-9418,5163,3776,-4387234,897971,-1507615,0,0,0,224,304,230,253,200,306,308,272,290,160,228,133,0,
2,1775671638416,1177,1574,9844,436157,123394,-28099,0,0,0,404,488,339,436,406,464,562,522,329,239,243,337,0,
1,1775671638432,-7059,5058,4685,-4580267,-182037,-616973,0,0,0,225,304,230,257,202,310,309,272,292,160,230,138,0,
2,1775671638432,1268,1464,9801,438601,73303,-34208,0,0,0,413,493,343,439,409,472,563,508,340,279,271,345,0,
1,1775671638448,-4225,5211,6666,-5093394,-436157,-190589,0,0,0,226,308,234,256,200,307,307,271,291,162,231,138,0,
2,1775671638448,1335,1411,9801,427605,7330,-43982,0,0,0,421,494,344,443,410,475,563,495,342,263,239,360,0,
1,1775671638464,-3732,5001,8533,-5784893,-89186,-260228,0,0,0,227,305,229,257,204,307,313,274,291,164,231,137,0,
2,1775671638464,1349,1354,9815,416610,-53756,-52534,0,0,0,426,495,344,448,413,478,563,485,341,237,201,374,0,
1,1775671638480,-5264,4077,9949,-6385985,-237015,-455705,0,0,0,228,304,234,257,203,308,315,275,290,169,231,139,0,
2,1775671638480,1311,1287,9834,406836,-111177,-63529,0,0,0,433,501,345,451,418,483,562,471,343,237,195,384,0,
1,1775671638496,-5733,3024,11399,-6723182,-896750,-643851,0,0,0,230,305,232,263,202,308,316,275,289,172,232,138,0,
2,1775671638496,1215,1244,9873,404392,-144164,-74525,0,0,0,442,507,348,455,426,490,561,455,345,236,190,397,0,
1,1775671638512,-4876,2359,13156,-6846577,-1336573,-929736,0,0,0,231,305,232,265,201,308,316,273,288,172,231,134,0,
2,1775671638512,1095,1201,9906,414166,-142942,-76969,0,0,0,451,514,349,463,437,501,559,441,350,259,191,414,0,
1,1775671638528,-4814,1837,15080,-6950424,-1517389,-1244943,0,0,0,232,305,232,267,202,308,316,272,287,171,229,134,0,
2,1775671638528,1081,1124,9954,432492,-118507,-75747,0,0,0,456,520,352,459,439,500,553,420,356,317,205,429,0,
1,1775671638544,-5613,1287,17382,-7016398,-1731192,-1483180,0,0,0,230,305,232,266,202,307,318,273,288,171,230,136,0,
2,1775671638544,1177,1057,10031,470366,-94073,-81855,0,0,0,463,525,349,469,450,512,546,400,361,247,175,458,0,
1,1775671638560,-6173,545,20315,-6991963,-2090380,-1573588,0,0,0,228,304,233,263,203,308,318,274,289,183,229,138,0,
2,1775671638560,1263,985,10102,524122,-80634,-101403,0,0,0,471,526,349,467,455,516,545,372,361,252,173,473,0,
1,1775671638576,-6556,-100,23670,-6941872,-2324953,-1703092,0,0,0,226,305,234,260,205,309,317,274,289,181,227,138,0,
2,1775671638576,1273,885,10122,581543,-72082,-129503,0,0,0,480,529,349,470,461,516,544,353,375,268,171,487,0,
1,1775671638592,-7470,-1153,28006,-6884451,-2370157,-2050063,0,0,0,225,305,235,259,206,309,320,277,291,164,226,133,0,
2,1775671638592,1301,804,10150,632856,-42760,-162490,0,0,0,485,530,352,483,473,525,536,320,375,261,167,510,0,
1,1775671638608,-8537,-4283,32481,-6805038,-2550973,-2665815,0,0,0,228,305,232,264,204,309,321,274,292,167,223,130,0,
2,1775671638608,1493,727,10356,698829,4886,-219911,0,0,0,496,540,352,488,475,527,526,291,377,267,170,534,0,
1,1775671638624,-7542,-11241,34869,-6708522,-3100751,-3170390,0,0,0,229,307,229,271,204,309,324,271,293,169,220,127,0,
2,1775671638624,1474,708,10739,810007,15882,-278554,0,0,0,506,550,355,496,480,529,508,267,386,279,173,550,0,
1,1775671638640,-5154,-21631,34175,-6494719,-3222925,-3326772,0,0,0,227,310,235,268,203,319,326,262,298,176,224,127,0,
2,1775671638640,1507,655,11294,1025031,3665,-320093,0,0,0,517,560,345,507,494,541,489,245,388,279,175,564,0,
1,1775671638656,-2785,-36683,27116,-5771454,-2626720,-2630385,0,0,0,228,310,233,268,203,318,325,262,298,183,225,128,0,
2,1775671638656,1469,617,11969,1312138,-8552,-343306,0,0,0,519,559,331,505,502,545,458,233,393,276,176,575,0,
1,1775671638672,3598,-50332,17693,-3982841,-2256536,-309097,0,0,0,228,310,228,271,209,318,328,269,298,182,230,128,0,
2,1775671638672,1268,536,12629,1689653,-19547,-345749,0,0,0,517,563,312,501,509,545,422,229,397,276,177,589,0,
1,1775671638688,16080,-54194,14304,-1766622,-1490511,1977981,0,0,0,228,307,228,271,206,318,334,271,293,189,242,128,0,
2,1775671638688,1014,483,13414,2175901,-15882,-327423,0,0,0,519,565,286,508,523,551,384,230,395,274,179,601,0,
1,1775671638704,20468,-47111,16764,299323,784350,2491108,0,0,0,226,289,200,273,196,290,391,356,279,234,323,112,0,
2,1775671638704,1383,502,14453,2741563,-63529,-300545,0,0,0,523,560,266,510,534,554,338,228,393,271,182,603,0,
1,1775671638720,4283,-17937,19794,2502104,3825238,1441641,0,0,0,231,264,163,267,176,258,440,418,264,270,377,93,0,
2,1775671638720,2426,502,15740,3486818,-234572,-372627,0,0,0,530,560,257,500,536,551,302,221,391,270,185,604,0,
1,1775671638736,-9562,12548,14941,4018271,5447696,387288,0,0,0,234,252,149,272,166,259,466,459,257,319,409,84,0,
2,1775671638736,3129,526,16688,4167322,-370184,-526565,0,0,0,528,555,244,491,531,544,276,210,386,261,177,597,0,
1,1775671638752,-6408,10844,12189,5320636,4524067,-456927,0,0,0,234,250,141,286,163,268,482,481,266,366,427,87,0,
2,1775671638752,4000,674,18214,5004208,-467922,-790459,0,0,0,523,548,243,488,525,546,276,215,388,249,167,566,0,
1,1775671638768,3053,-1033,18406,6186843,2112371,-835663,0,0,0,241,259,148,295,171,279,489,489,282,390,434,97,0,
2,1775671638768,4800,760,21115,5976705,-547335,-1119105,0,0,0,517,539,254,475,506,530,255,159,394,233,152,505,0,
1,1775671638784,5728,-3943,25187,5186245,19547,75747,0,0,0,251,270,171,302,177,291,494,494,292,397,435,101,0,
2,1775671638784,5719,713,25541,6984633,-612086,-1414763,0,0,0,469,510,239,469,497,518,257,162,379,218,149,441,0,
1,1775671638800,-569,-1201,22368,3447723,-406836,810007,0,0,0,256,277,202,312,181,317,502,503,305,406,440,113,0,
2,1775671638800,7614,1091,29418,7940026,-334754,-1731192,0,0,0,392,488,214,437,462,480,278,169,346,197,135,377,0,
1,1775671638816,-6389,430,13026,1674992,-78190,348193,0,0,0,264,289,240,327,197,358,511,511,327,423,447,159,0,
2,1775671638816,8619,2641,31165,8671842,245567,-2139250,0,0,0,323,458,216,382,423,432,295,211,304,161,120,317,0,
1,1775671638832,-3460,-411,9528,990823,67195,-250454,0,0,0,294,306,251,352,212,364,520,519,324,436,455,207,0,
2,1775671638832,8652,5235,30782,9126326,1058018,-2715906,0,0,0,274,431,228,345,377,392,308,248,276,122,101,229,0,
1,1775671638848,-1550,-674,9629,519235,105068,-265115,0,0,0,315,312,246,365,213,363,527,524,322,445,453,237,0,
2,1775671638848,8801,8365,25139,9170308,1413542,-3422067,0,0,0,273,432,238,338,367,387,314,267,273,117,109,203,0,
1,1775671638864,-1842,119,10500,197920,105068,-29321,0,0,0,326,320,261,379,212,376,532,522,339,436,463,267,0,
2,1775671638864,9849,9557,16032,8750033,551000,-4146553,0,0,0,282,438,244,340,373,393,317,287,276,117,113,203,0,
1,1775671638880,-2502,770,10141,138055,150272,18325,0,0,0,340,329,281,354,211,384,548,500,337,433,447,287,0,
2,1775671638880,7102,11859,12778,7249748,-724486,-4343251,0,0,0,281,439,243,343,379,398,316,302,272,113,110,201,0,
1,1775671638896,-2359,890,9892,190589,179594,8552,0,0,0,337,320,273,363,223,386,550,481,329,418,431,304,0,
2,1775671638896,2091,18750,9600,3536909,-1584584,-2850297,0,0,0,278,440,239,344,380,398,316,307,265,113,113,199,0,
1,1775671638912,-1938,737,10141,267558,131946,13439,0,0,0,333,328,266,371,240,390,556,473,342,430,419,322,0,
2,1775671638912,1679,20736,7303,-1742187,-2025629,146607,0,0,0,279,441,239,342,378,394,319,308,263,115,114,197,0,
1,1775671638928,-1904,784,12002,271224,46425,37873,0,0,0,338,334,268,380,251,398,550,450,342,431,403,337,0,
2,1775671638928,6728,12026,6805,-5492900,-1777617,2392148,0,0,0,280,443,241,342,377,394,321,308,265,114,112,196,0,
1,1775671638944,-2014,923,12376,322536,-45204,58643,0,0,0,337,339,264,384,254,401,545,446,353,428,392,354,0,
2,1775671638944,8959,5269,6958,-6262590,-1176526,2328618,0,0,0,280,443,242,344,379,396,322,311,267,113,114,197,0,
1,1775671638960,-2005,832,10490,443488,-150272,59864,0,0,0,335,343,258,382,251,398,547,433,357,412,376,373,0,
2,1775671638960,7398,3933,7150,-6096435,-728151,1233947,0,0,0,280,443,242,347,379,399,325,314,269,115,115,199,0,
1,1775671638976,-2062,607,9413,511905,-228463,54977,0,0,0,335,343,255,383,253,404,543,411,358,413,365,382,0,
2,1775671638976,5939,4020,7403,-6189286,-581543,430049,0,0,0,276,445,245,346,381,401,326,316,271,115,116,199,0,
1,1775671638992,-2201,425,9533,470366,-208915,52534,0,0,0,337,343,257,387,259,413,536,401,365,409,356,382,0,
2,1775671638992,6010,3421,7863,-6449515,-478918,-31764,0,0,0,274,444,244,345,381,399,326,316,270,116,118,199,0,
1,1775671639008,-2330,320,9629,399505,-139277,58643,0,0,0,340,347,262,391,263,415,532,402,367,384,342,385,0,
2,1775671639008,6293,2565,8877,-6564357,101403,-304210,0,0,0,270,442,243,348,384,402,327,318,270,116,118,199,0,
1,1775671639024,-2316,315,9552,348193,-62308,74525,0,0,0,343,348,262,398,263,414,526,395,366,387,341,388,0,
2,1775671639024,5264,2904,10500,-6666983,783129,-293215,0,0,0,266,442,242,348,385,403,321,318,270,116,118,199,0,
1,1775671639040,-2249,306,9557,318871,-20769,87964,0,0,0,345,345,254,396,264,414,529,365,360,367,323,389,0,
2,1775671639040,4168,3819,12462,-6903998,1259604,166155,0,0,0,266,443,241,345,383,399,325,318,269,131,144,199,0,
1,1775671639056,-2196,306,9643,301767,-3665,103847,0,0,0,343,348,253,396,271,417,529,345,363,366,315,398,0,
2,1775671639056,4800,3632,14099,-7175223,1563815,904080,0,0,0,265,444,244,340,380,397,329,318,272,135,153,196,0,
1,1775671639072,-2158,306,9729,301767,-6108,116064,0,0,0,354,345,246,403,265,418,527,336,363,363,300,409,0,
2,1775671639072,5666,2732,16061,-7318165,2032959,1577254,0,0,0,265,445,245,340,379,398,328,317,272,132,152,198,0,
1,1775671639088,-2096,277,9777,312763,-18325,120951,0,0,0,354,349,251,410,284,427,528,320,368,356,285,425,0,
2,1775671639088,5436,2177,18903,-7299839,2439795,1908343,0,0,0,264,446,246,342,380,400,325,317,275,131,149,200,0,
1,1775671639104,-2053,229,9825,343306,-41538,120951,0,0,0,348,358,245,412,301,441,516,303,365,339,274,433,0,
