step,predicted_ground_type,prob_Brick,prob_Concrete,prob_Grass,contact_time_sec,loading_rate,midstance_pressure,time_to_midstance,step_duration,stance_auc
260,Concrete,0.35,0.43,0.22,309.904,1112.499999999855,1857.0,0.0,71,4033.6320000000173
261,Concrete,0.345,0.435,0.22,311.024,1046.0069444447795,1903.0,0.0,71,3996.2720000000218
262,Concrete,0.345,0.365,0.29,312.176,1718.749999999935,1976.0,0.0,73,4103.215999999957
263,Concrete,0.37,0.395,0.235,313.36,1067.1875000004593,1924.0,0.0,75,4190.648000000106
264,Concrete,0.365,0.395,0.24,314.544,950.0000000000803,1990.0,0.0,75,4244.872000000111
265,Brick,0.39,0.37,0.24,315.744,1418.7500000002824,1921.0,0.0,72,4032.311999999872
266,Brick,0.445,0.405,0.15,316.864,1103.1249999995855,2030.0,0.0,68,3807.832000000003
267,Brick,0.405,0.365,0.23,317.968,885.4166666666331,1950.0,0.0,73,4113.704000000187
268,Concrete,0.365,0.39,0.245,319.12,1153.125000000192,1988.0,0.0,72,4039.1920000001023
269,Concrete,0.31,0.43,0.26,320.304,1209.3749999994957,1782.0,0.0,73,4089.216000000184
270,Concrete,0.33,0.455,0.215,321.472,1731.7708333336886,1642.0,0.0,71,3973.776000000023
271,Concrete,0.355,0.445,0.2,322.592,1174.999999999482,1907.0,0.0,71,4001.568000000022
272,Concrete,0.345,0.4,0.255,323.728,1227.6785714284442,1930.0,0.0,71,3948.6639999997974
273,Concrete,0.315,0.445,0.24,324.864,955.2083333332569,1937.0,0.0,72,4047.520000000094
274,Concrete,0.33,0.435,0.235,326.0,985.2430555553262,1782.0,0.0,70,3906.9520000001753
275,Concrete,0.36,0.425,0.215,327.136,1082.8125000001814,1816.0,0.0,70,3904.9040000001696
276,Concrete,0.38,0.42,0.2,328.256,1200.89285714238,1867.0,0.0,69,3858.920000000099
277,Concrete,0.325,0.46,0.215,329.36,916.6666666665931,1922.0,0.0,70,3937.416000000178
278,Concrete,0.395,0.41,0.195,330.48,1600.000000000607,1776.0,0.0,70,3948.776000000178
279,Brick,0.4,0.39,0.21,331.584,1038.5416666667634,1910.0,0.0,70,3933.4160000001734
280,Concrete,0.34,0.42,0.24,332.704,1225.0000000000957,1957.0,0.0,70,3915.1759999999467
281,Concrete,0.315,0.435,0.25,333.856,784.7222222221444,1747.0,0.0,72,4038.6240000000976
282,Concrete,0.335,0.465,0.2,334.96,767.187499999801,1958.0,0.0,69,3869.2960000000967
283,Concrete,0.325,0.455,0.22,336.08,1120.5357142855933,2017.0,0.0,70,3905.775999999931
284,Concrete,0.365,0.41,0.225,337.184,1013.3928571432884,2058.0,0.0,69,3850.9759999998582
285,Concrete,0.29,0.465,0.245,338.304,736.1111111110831,1905.0,0.0,69,3881.1199999998503
286,Concrete,0.385,0.395,0.22,339.408,1243.3035714291473,1956.0,0.0,69,3848.464000000088
287,Concrete,0.315,0.44,0.245,340.512,897.5694444445104,1997.0,0.0,71,3989.67200000002
288,Concrete,0.315,0.43,0.255,341.664,1042.9687499997262,1808.0,0.0,71,4002.032000000023
289,Concrete,0.375,0.475,0.15,342.768,1009.3749999996246,1989.0,0.0,67,3744.3680000001696
290,Concrete,0.34,0.405,0.255,343.872,1137.4999999996105,2032.0,0.0,72,4047.160000000096
291,Concrete,0.33,0.4,0.27,345.024,1812.4999999993947,1903.0,0.0,71,3993.2000000000103
292,Concrete,0.355,0.4,0.245,346.144,926.3888888891297,1993.0,0.0,71,4001.8400000000247
293,Concrete,0.325,0.455,0.22,347.296,950.0000000000491,1883.0,0.0,72,4074.81599999986
294,Concrete,0.365,0.375,0.26,348.464,951.4508928570833,1867.0,0.0,71,3996.3520000000162
295,Concrete,0.355,0.405,0.24,349.584,795.1388888888588,2176.0,0.0,74,4214.64799999978
296,Brick,0.38,0.355,0.265,350.752,904.0178571429503,2080.0,0.0,73,4127.767999999947
297,Concrete,0.365,0.415,0.22,351.936,896.5773809524935,1989.0,0.0,72,4051.712000000096
298,Concrete,0.285,0.44,0.275,353.104,1031.2499999995746,1934.0,0.0,73,4104.448000000189
299,Brick,0.39,0.375,0.235,354.272,1230.468749999589,1788.0,0.0,73,4110.911999999942
300,Concrete,0.355,0.42,0.225,355.424,1089.0624999996896,1958.0,0.0,71,4015.9920000000143
301,Concrete,0.28,0.455,0.265,356.56,968.7499999999633,2083.0,0.0,72,4086.4079999998576
302,Concrete,0.35,0.375,0.275,357.712,799.9999999999957,1993.0,0.0,72,4114.615999999879
303,Concrete,0.3,0.44,0.26,358.88,1111.607142857013,2026.0,0.0,73,4135.463999999942
304,Concrete,0.27,0.44,0.29,360.048,1368.7500000002724,1862.0,0.0,73,4138.495999999943
305,Concrete,0.35,0.39,0.26,361.2,1374.99999999918,1918.0,0.0,74,4190.952000000032
306,Concrete,0.365,0.38,0.255,362.352,690.624999999892,1977.0,0.0,71,3920.5600000000118
307,Concrete,0.33,0.445,0.225,363.536,1359.3749999996942,1880.0,0.0,71,3985.2400000000134
308,Concrete,0.325,0.43,0.245,364.656,1361.979166667036,1974.0,0.0,72,4049.8479999998617
309,Concrete,0.315,0.405,0.28,365.824,784.3750000001561,1939.0,0.0,74,4172.184000000024
310,Brick,0.355,0.355,0.29,367.008,1068.0803571425656,1936.0,0.0,73,4134.544000000182
311,Concrete,0.34,0.465,0.195,368.192,906.2500000002723,1981.0,0.0,73,4182.823999999959
312,Concrete,0.33,0.41,0.26,369.36,953.1250000000528,2021.0,0.0,74,4171.256000000024
313,Concrete,0.35,0.41,0.24,370.528,1078.124999999959,1960.0,0.0,71,4005.1360000000122
314,Concrete,0.355,0.38,0.265,371.68,785.7142857144563,1969.0,0.0,73,4143.687999999949
315,Brick,0.385,0.37,0.245,372.8,696.8750000001387,2042.0,0.0,72,4057.8400000001025
316,Concrete,0.335,0.415,0.25,373.968,853.1250000000475,1920.0,0.0,71,4052.4160000000215
317,Brick,0.375,0.36,0.265,375.104,1046.8749999999604,1963.0,0.0,71,4017.688000000012
318,Concrete,0.33,0.385,0.285,376.24,966.6666666665908,2042.0,0.0,72,4063.0079999998616
319,Concrete,0.295,0.415,0.29,377.392,1140.6249999997485,1872.0,0.0,72,4073.087999999851
320,Concrete,0.32,0.44,0.24,378.528,634.3750000000448,1992.0,0.0,71,3952.7840000000215
321,Concrete,0.385,0.43,0.185,379.664,643.7499999998994,2000.0,0.0,70,3948.6879999999373
322,Concrete,0.375,0.385,0.24,380.8,1070.83333333346,1962.0,0.0,71,3912.816000000015
323,Concrete,0.335,0.41,0.255,381.936,1215.6249999999172,1926.0,0.0,72,4023.5360000000956
324,Concrete,0.37,0.375,0.255,383.088,958.1473214287797,1924.0,0.0,73,4087.8960000001803
325,Concrete,0.35,0.44,0.21,384.256,831.5972222220566,1888.0,0.0,71,3978.3040000000174
326,Concrete,0.365,0.435,0.2,385.376,1160.9374999995268,1932.0,0.0,70,3928.415999999928
327,Concrete,0.3,0.455,0.245,386.496,860.4166666665982,1982.0,0.0,71,3958.184000000012
328,Concrete,0.34,0.415,0.245,387.632,1049.2187500001771,1937.0,0.0,70,3898.791999999939
329,Concrete,0.355,0.41,0.235,388.752,871.875000000044,1908.0,0.0,70,3940.695999999942
330,Concrete,0.345,0.425,0.23,389.872,1195.312500000437,1907.0,0.0,70,3898.9439999999327
331,Concrete,0.39,0.41,0.2,390.992,,1986.0,0.0,70,3909.4399999999405
332,Concrete,0.34,0.465,0.195,392.128,1046.8749999998015,1977.0,0.0,70,3928.8799999999346
333,Concrete,0.3,0.47,0.23,393.248,1408.333333333453,1994.0,0.0,70,3964.7279999999405
334,Brick,0.385,0.385,0.23,394.336,918.7500000001828,2051.0,0.0,70,3926.503999999924
335,Concrete,0.365,0.455,0.18,395.472,1062.4999999999598,1898.0,0.0,70,3913.2079999999332
336,Concrete,0.355,0.4,0.245,396.608,1312.500000000261,1810.0,0.0,72,4100.071999999857
337,Brick,0.415,0.305,0.28,397.744,885.4166666670463,1909.0,0.0,72,4078.535999999882
338,Concrete,0.31,0.45,0.24,398.912,1289.0625000002424,1791.0,0.0,71,4036.144000000017
339,Concrete,0.335,0.41,0.255,400.032,987.499999999184,2053.0,0.0,72,4033.0079999998584
340,Concrete,0.295,0.455,0.25,401.184,875.744047619447,1993.0,0.0,70,3960.3999999999432
341,Concrete,0.355,0.36,0.285,402.32,896.8750000000441,2035.0,0.0,69,3917.951999999853
342,Concrete,0.345,0.41,0.245,403.504,978.1250000001946,1748.0,0.0,76,4341.615999999952
343,Brick,0.4,0.35,0.25,404.656,884.375000000176,1926.0,0.0,71,3967.608000000019
344,Concrete,0.36,0.42,0.22,405.84,1246.8750000000964,1996.0,0.0,77,4414.71200000002
345,Concrete,0.365,0.38,0.255,407.024,1291.0714285714987,1983.0,0.0,75,4277.39200000011
346,Concrete,0.37,0.38,0.25,408.208,1056.2500000012094,2093.0,0.0,71,4017.504000000026
