foot,step_id,surface,contact_time_sec,stance_duration,time_to_peak_frac,impact_mag,impact_mag_norm,accel_mag_strike,loading_rate,loading_rate_norm,heel_pmax_ratio,fore_pmax_ratio,heel_mean_ratio,fore_mean_ratio,heel_fore_ratio,total_pmax,total_p_mean,midstance_diff,heel_impulse,heel_impulse_norm,rise_slope,fall_slope,slope_asym,heel_skew,heel_kurt,gyro_mag_strike,gyro_x_strike,gyro_y_strike,gyro_z_strike,gyro_x_std,gyro_y_std,gyro_z_std,pressure_01_mean_ratio,pressure_02_mean_ratio,pressure_03_mean_ratio,pressure_04_mean_ratio,pressure_05_mean_ratio,pressure_06_mean_ratio,pressure_07_mean_ratio,pressure_08_mean_ratio,pressure_09_mean_ratio,pressure_10_mean_ratio,pressure_11_mean_ratio,pressure_12_mean_ratio,impact_mag_roll3_std,loading_rate_roll3_std,stance_duration_roll3_std
right,23,brick,25.936,1.1039999999999992,0.0,17377.0,1.0681525702695331,29945.739780476288,895.8333333333334,0.2220425190347046,0.22167802385008517,0.4927597955706985,0.1643847056099422,0.44031915822398016,0.37333080457567624,4696.0,3763.4714285714285,14.199999999999989,604.0428571428571,0.16050151266118287,0.0,-0.5217391304347826,-0.5217391304347826,0.4528109072085992,-1.0808737067217817,9570563.34124272,8752477.0,1815491.0,3419623.0,4319247.260525009,1391607.8374639242,1408919.7504939078,0.07934164126585258,0.09231978074953595,0.06714545461447068,0.0879848771840588,0.06583966930227791,0.102910306973425,0.10520302304483323,0.08776471570700303,0.0912645240146825,0.07258875734029753,0.07661998990293915,0.07101725990062366,619.7233253638307,188.23732482017684,0.009237604307034167
right,24,brick,27.056,1.1199999999999974,1.0,18846.0,1.205904865860979,33402.942355427316,1185.515873015873,0.2938436436838006,0.22184006878761822,0.4883920894239037,0.16237010354349687,0.44035319131445316,0.368726982672079,4652.0,3769.2535211267605,-15.0,597.6338028169014,0.15855494979765858,0.3142857142857143,0.0,0.3142857142857143,0.3016607663799286,-0.9779670072628468,9882806.000924889,8787907.0,1657888.0,4206418.0,4383064.887270066,1444483.9374875268,1473094.077845684,0.07781269500816465,0.08900406177484987,0.0653695393043043,0.08937773011430514,0.06453625890731905,0.10397695213682241,0.10834513502505447,0.08714319344436265,0.09345818838115666,0.07160232720641813,0.07522691009913421,0.0741470085981085,994.1882786139337,196.79462578421501,0.00923760430703218
right,25,brick,28.192,1.088000000000001,0.0,19138.0,1.2332865338750716,31992.933610408407,1286.4583333333335,0.3188633848928607,0.22718404508996315,0.5109473227834381,0.16278234819501763,0.4388166758675535,0.37095752542469657,4613.0,3754.1014492753625,6.699999999999989,596.1376811594203,0.15879636957453297,0.0,-0.45588235294117646,-0.45588235294117646,0.4906638138277522,-1.038419595098189,9744325.917683428,8663290.0,1588249.0,4168544.0,4328226.140928823,1374104.2277384372,1464658.23989179,0.07886253874988901,0.09003486042318933,0.06863990302393903,0.0890156852601792,0.06487976435434867,0.10266645562534502,0.10697092648427034,0.08656812066416247,0.09221991020449131,0.07301772361050522,0.07621422753085513,0.0709098840688252,943.7819310271495,202.76967422705147,0.01599999999999837
right,26,brick,29.296,1.0719999999999992,1.0,19090.0,1.228785437763166,33913.543621980876,1319.642857142857,0.3270885479733821,0.22215122470713525,0.49904153354632586,0.1599448614115791,0.43961699768043044,0.36382774609582036,4695.0,3765.9117647058824,-3.1000000000000227,587.1617647058823,0.15591490225787052,0.3283582089552239,0.0,0.3283582089552239,0.49738315277320333,-0.915016149699206,9907214.708986174,8602204.0,2372600.0,4304156.0,4459803.619810214,1602904.5550691357,1548289.9815997502,0.07728774376957381,0.08706195671698909,0.06741981084183972,0.09047492600026555,0.06408884654134223,0.10392374317601394,0.10930483204598526,0.08566396701056693,0.0940675252458197,0.07221905483399849,0.07428089440101218,0.07420669941659312,156.58011793754125,69.85776118466987,0.024440403706430115
right,27,brick,30.384,1.120000000000001,0.014285714285714285,17429.0,1.0730287577240976,31895.467154440612,1247.767857142857,0.30927350865548137,0.23011176857330704,0.4979180363795748,0.17026458083955917,0.4333144463164688,0.3929353897310469,4563.0,3753.478873239437,-5.199999999999989,624.5492957746479,0.16639211698443135,3.0,-0.4782608695652174,2.5217391304347827,0.18091575361093146,-1.3558561464806052,9676941.380934164,8455596.0,2037846.0,4241848.0,4379365.768585282,1354686.565362999,1493184.6688991399,0.07777198242381715,0.08874771573413584,0.06468740736293466,0.0877420758957887,0.06363673887510929,0.10102177510441018,0.10904437948644824,0.09065768094950412,0.09216614070702484,0.0751828350788189,0.07960689989005504,0.069734368491953,973.131200472646,35.97263124772702,0.024440403706432082
right,28,brick,31.52,1.1040000000000028,0.0,17123.0,1.044334270010699,32587.95510614313,874.5659722222222,0.21677116078242717,0.22384481255448999,0.5023975588491717,0.1636681850142154,0.4371579896670844,0.3743913845398456,4588.0,3738.4,-16.19999999999999,597.3642857142858,0.15979143101708906,0.0,-0.36231884057971014,-0.36231884057971014,0.3787826356441192,-1.04632214818896,9774118.811368112,8682838.0,1991420.0,4021936.0,4351071.860025178,1190367.0362735123,1536007.6079480476,0.07880376631714103,0.08941181865427532,0.06699963315092781,0.08946531747730121,0.0642979425881202,0.10204900492189171,0.10789948335422335,0.08682858977102505,0.09193390602549602,0.07386276787624958,0.07683959524319037,0.07160817462015835,1058.4301268073077,238.93482236235124,0.024440403706432478
right,29,brick,32.64,1.088000000000001,1.0,17482.0,1.0779987180143267,33929.61797603976,1245.3125,0.30866492035580156,0.22546703886622288,0.49194760575477775,0.16102600916245016,0.4399481283360543,0.3660113517731641,4657.0,3755.086956521739,-27.100000000000023,589.7246376811594,0.157046865893995,0.5588235294117647,0.0,0.5588235294117647,0.4765867921979654,-0.950835617735307,9882650.335447218,8913745.0,2024407.0,3756821.0,4464987.330022175,1387241.7141304351,1394309.2102675738,0.07886113909247745,0.09015789209613241,0.06657635439461831,0.08958282677411511,0.06434170458624243,0.10325317154314341,0.10737125676859603,0.08592016240770975,0.09261253333642094,0.07271681699414514,0.07510584675474043,0.07350029525165862,193.78940459512782,214.76291716925576,0.016000000000000313
right,30,brick,33.744,1.1039999999999992,0.0,16769.0,1.011138686185395,33571.23055534307,985.6150793650794,0.24429594979067443,0.22687271946769694,0.4885168491092509,0.16204185894463155,0.4382303078221337,0.36976415380722993,4659.0,3758.2,-23.600000000000023,594.25,0.1581209089457719,0.0,-0.7391304347826086,-0.7391304347826086,0.4270368762565341,-1.0408325124258302,9604888.57105141,8481252.0,1459967.0,4265061.0,4343143.615943873,1373048.3916695986,1573402.0032162948,0.07974182169275566,0.08862905494271574,0.06217642184328365,0.0905866790332758,0.06493990284102572,0.10215756783262506,0.10937226787899983,0.08610124907820614,0.09191710317249138,0.07443532998319864,0.07594060986642541,0.07400199183499699,356.5029219141612,190.27508259575768,0.009237604307034603
right,31,brick,34.864,1.1360000000000028,1.0,16587.0,0.9940720300944194,28909.678483165462,909.7222222222223,0.22548503870966125,0.21864406779661016,0.5036016949152542,0.16447481850763568,0.4396572279632136,0.3740978381488103,4720.0,3786.125,-16.30000000000001,608.5416666666666,0.16072941772040453,0.30985915492957744,0.0,0.30985915492957744,0.4052122601656703,-1.0741618356975462,9382367.969559604,8492248.0,1825265.0,3546683.0,4102674.427122807,1281298.7428678258,1438716.6252881826,0.08033352775668468,0.09442371818151804,0.06518684817737279,0.08746849791453444,0.06869747359694205,0.1010671274133257,0.10262618258920546,0.08690723805121772,0.0880004108568934,0.07347001661769399,0.07756758045641798,0.07425137838819373,473.02536929852,175.98452137839766,0.024440403706432513
right,32,brick,36.016,1.1360000000000028,0.0,15400.0,0.8827636741604193,29699.732136839215,1208.3333333333335,0.29949921172122945,0.2197002141327623,0.50813704496788,0.15886427562918645,0.4429465131625028,0.3586534060170129,4670.0,3767.5416666666665,-22.19999999999999,584.4027777777778,0.15511514655518815,0.0,-0.2535211267605634,-0.2535211267605634,0.43810102931043193,-0.9259168830068814,9450626.2456651,8622973.0,2001194.0,3309667.0,4257309.804640235,1140452.3575635818,1241300.452271789,0.08017680258641983,0.0910076199113038,0.06499227686783675,0.08958833309371349,0.06603185838098082,0.10329827510570921,0.10570921946597953,0.0849286485808975,0.0930204266707955,0.07075421270132676,0.07393562704828893,0.07655669958674792,743.4440126869011,155.20510198604163,0.01847520861407032
right,33,brick,37.168,1.1360000000000028,0.014084507042253521,16128.0,0.9510302985243216,31886.182791296924,1002.1701388888889,0.24839931029609152,0.21866897147796024,0.49351771823681934,0.1596706652695794,0.44118996036199976,0.36190910858096415,4628.0,3724.6805555555557,-20.30000000000001,580.7291666666666,0.1559138181126644,7.0,-0.02857142857142857,6.9714285714285715,0.4599377215451505,-0.8841979607060564,9560344.926189953,8600982.0,2258979.0,3510031.0,4246132.454999385,1362585.9867584142,1313669.0130848747,0.07841090026363184,0.0881320918647013,0.06318588096667499,0.09048128661294594,0.06563948437039716,0.10330490683391938,0.11055385062850281,0.08576425271369283,0.09363219068003595,0.07243350473754274,0.07390641255588659,0.07455523777206845,598.5585462871068,152.8716649778262,0.0
right,34,brick,38.32,1.1360000000000028,1.0,16879.0,1.021453698108512,32439.168639162133,1114.5833333333333,0.27626220391527195,0.2172882086656607,0.4973054537615865,0.15945668260368023,0.44044391197427324,0.3620362962648864,4639.0,3744.4861111111113,8.699999999999989,583.1180555555555,0.1557271246981673,0.07042253521126761,0.0,0.07042253521126761,0.4997505328190408,-0.9182854888175629,9357844.438608926,8438492.0,1721418.0,3660304.0,4211350.61011647,1454752.5283615368,1287453.0546450985,0.07895683653371809,0.08766593843540317,0.06180569207315942,0.09117851062488178,0.0641387521652207,0.10296992244151586,0.11053660382117408,0.08543673475443522,0.09449078830725177,0.07279221670382006,0.074019947849245,0.0760080562901748,739.5298055746875,103.2222937230954,0.0
right,35,brick,39.472,1.1839999999999975,1.0,17209.0,1.0523987338778633,31573.63664515065,1712.5,0.4244626759221562,0.22987751531058617,0.5041557305336833,0.1702585444225039,0.4313084343659539,0.39474893337684935,4572.0,3767.76,-20.600000000000023,627.6533333333333,0.1665852743628398,0.35135135135135137,0.0,0.35135135135135137,0.257033638263648,-1.263484811131542,9413685.853384847,8443379.0,1787391.0,3759264.0,4169131.8027270287,1063461.2044616814,1217045.5208202084,0.0797573801586796,0.0888414690249202,0.0631816605445499,0.08931566766460708,0.06256944886793922,0.09999575344501772,0.10974513592514738,0.09075949635857909,0.09058609536346972,0.07602748936591856,0.07949904806392481,0.06972135521724666,553.9948856562983,381.8179274098047,0.02771281292109916
right,49,brick,55.792,1.088000000000001,0.0,17047.0,1.0372075345001819,33913.58726233484,1153.4722222222222,0.2859012590051506,0.22877913192217234,0.533461620697028,0.15676791325241823,0.44918289076458634,0.3490068666361704,4677.0,3763.710144927536,-21.69999999999999,574.6811594202899,0.15269006838765328,0.0,-0.3235294117647059,-0.3235294117647059,0.6103115327312936,-0.7679493656073357,9891817.610545445,8848993.0,2190562.0,3839898.0,4398189.141765699,1350917.2187919281,1334792.9216110583,0.07762152670815108,0.08939683322038075,0.0622227527570698,0.09174188281683199,0.06670491651777463,0.10429502187172696,0.11017882447168999,0.08565784609697492,0.09704423633787197,0.07008194196291048,0.0711100671554433,0.07394415008317418,1059.3710398156043,187.65451853879944,0.027712812921103225
right,50,brick,56.896,1.0720000000000027,0.014925373134328358,17453.0,1.0752793057800505,34390.59550225904,1092.075892857143,0.27068347783487345,0.22726304579339723,0.49499467518636847,0.15559668946572838,0.44643667636251694,0.34853025681807276,4695.0,3726.073529411765,20.5,564.3823529411765,0.1514683885023266,3.0,-0.5909090909090909,2.409090909090909,0.7199813293978744,-0.5046006702521009,9798202.275520444,8724377.0,2094046.0,3937637.0,4389266.95724505,1366976.7214687273,1393249.356348835,0.07882055309760708,0.08845457092902557,0.06287962805823824,0.09283546392078083,0.06550027035240534,0.1042731467046607,0.10994857384172742,0.08382503265935991,0.09537322445564445,0.07126647274966157,0.07177165680636848,0.07505140642452036,266.47576500186284,106.71750596509608,0.033306655991458566
right,51,brick,57.984,1.088000000000001,0.0,16688.0,1.0035430864965542,34388.21348950829,1104.1666666666665,0.2736803141590544,0.21983746613877891,0.47780787664096686,0.15227669437155375,0.44858026903410514,0.33946364760837494,4799.0,3761.1739130434785,-21.30000000000001,557.6449275362319,0.148263531660251,0.0,-0.39705882352941174,-0.39705882352941174,0.8618370307936699,-0.29073469715201705,9965387.76859521,9033475.0,1552819.0,3910759.0,4492927.555446202,1080955.6365539483,1474490.9978977905,0.08006288508444402,0.09171512131966199,0.06539740521961614,0.09181530589046742,0.06771321010631123,0.10413800809953723,0.10570628195791477,0.08076803033280544,0.09319862361812724,0.07115031153548268,0.07150866403874831,0.07682615279688348,382.7405561647845,32.523667995939526,0.009237604307033572
right,52,brick,59.088,1.1359999999999957,0.014084507042253521,15678.0,0.9088325224752062,32392.30471886803,820.3125,0.20332381830212773,0.21745469693813788,0.5098937721308061,0.15526021295287115,0.44674902399638394,0.34753341275130945,4801.0,3810.1805555555557,-9.699999999999989,577.1041666666666,0.15146373203369626,1.0,-0.05714285714285714,0.9428571428571428,0.685688343439734,-0.6766224635565363,9732516.335911745,8690168.0,2401922.0,3665191.0,4318689.501919619,1243027.3376495875,1336726.4875991452,0.07994663420004154,0.09072915033918631,0.06251890950049757,0.09115928451917923,0.06848975515158584,0.10267813205119326,0.10609733426164551,0.0824180831325433,0.09369270193523928,0.07276922572202398,0.07284212982032785,0.07665865936653628,890.3136151566636,160.50686197302494,0.03330665599145462
right,53,brick,60.24,1.1039999999999992,0.0,16917.0,1.0250170658637707,32467.689846984802,1105.5555555555557,0.2740245661265502,0.22231632437010374,0.483590937963159,0.16268036342122416,0.43615068942257323,0.37299118714337215,4723.0,3790.957142857143,2.6999999999999886,601.7857142857143,0.15874242087373336,0.0,-0.14492753623188406,-0.14492753623188406,0.4175427858210711,-1.0083723388723635,9676842.406358078,8636412.0,2467895.0,3600439.0,4266697.585705399,1560474.3889149434,1517183.1938571387,0.07903771003930406,0.08971725949345623,0.06530955243116138,0.09055383676191839,0.06498547294878414,0.10023476920641979,0.1085817000606707,0.08583961080315186,0.09065935101199471,0.07548790919745108,0.07684075261807233,0.07275207542761535,659.2498261913518,164.28568495613706,0.024440403706428675
right,54,brick,61.36,1.088000000000001,0.0,18257.0,1.1506726656544701,30723.95055978316,902.7777777777778,0.22376377887218293,0.22041420118343194,0.5016906170752324,0.16005849479534498,0.4400735407007093,0.3637085168546937,4732.0,3775.8840579710145,-25.69999999999999,589.3188405797101,0.15607440046673013,0.0,-0.14705882352941177,-0.14705882352941177,0.5170343949348916,-0.9499837052764111,9301656.113711901,8460483.0,1655444.0,3492927.0,4196765.548770562,1524777.0632511303,1455708.923552534,0.07929038597353148,0.08912012159548009,0.06620198360303374,0.09186062578683944,0.06571836521632327,0.10167884668529494,0.10808487118862652,0.08535864525439862,0.09169558141677157,0.07377867166149785,0.07469984954094636,0.07251205207725613,1289.829575305719,146.7895034520117,0.024440403706428675
right,55,brick,62.464,1.1039999999999992,0.014492753623188406,18143.0,1.139982562388694,31834.97457200178,1151.0416666666665,0.28529881806203317,0.22803257608229746,0.4965709387055294,0.16231449500891942,0.4365392644323832,0.37182106681714533,4666.0,3763.8571428571427,2.1000000000000227,596.2285714285714,0.1584089270125631,17.0,-0.7794117647058824,16.220588235294116,0.48779229108797434,-0.9837561262829646,9266690.396105452,8392066.0,1266934.0,3720169.0,4166879.313513605,1464590.5556558284,1470478.6875947057,0.07888184613048924,0.08916764717045585,0.06582912665578625,0.09031768322769196,0.0641932667855923,0.10157892739211295,0.10927619842866361,0.08691312103844841,0.09128173985653015,0.07442593084601663,0.07540137397047103,0.07273313849774168,742.9302344994023,132.17587525133598,0.009237604307033579
right,56,brick,63.584,1.1039999999999992,1.0,19411.0,1.258886518011535,30280.068130702744,1138.1944444444443,0.2821144873626983,0.21871022486211286,0.4917267713194739,0.16229938875673725,0.43864608111770204,0.3700007722469312,4714.0,3795.542857142857,-0.6000000000000227,601.3714285714286,0.15844148023245314,0.17391304347826086,0.0,0.17391304347826086,0.45585705559667317,-1.092915243776448,9427948.665862633,8525235.0,2128254.0,3417180.0,4175366.4276177706,1557548.2026932759,1466620.829775457,0.07946162416066967,0.09134774622865918,0.06747011532323628,0.08954864352172474,0.06564466592394086,0.10107720333624402,0.1071482340188492,0.08615368402035471,0.09102782210713319,0.07363900514889646,0.07614570473638253,0.07133555147390926,701.4907934772465,139.77423259761068,0.009237604307033579
right,57,brick,64.704,1.1040000000000134,0.0,18899.0,1.2108748261512081,32256.00616939425,1419.7916666666665,0.35191157377244453,0.2243923611111111,0.501953125,0.1645876056997617,0.43751298232892594,0.37618907860412676,4608.0,3782.614285714286,-5.199999999999989,607.8214285714286,0.1606881861750943,0.0,-0.043478260869565216,-0.043478260869565216,0.4186854884911055,-1.0948685630578647,9584010.339302748,8686503.0,1770287.0,3641978.0,4232172.434063717,1543534.002878411,1413035.3862636439,0.07852090202165547,0.0910179278881197,0.06609940970530585,0.0896696540185737,0.06467560228564523,0.10078063924043462,0.10963317131386834,0.08812499291872967,0.09136915889615269,0.07428724653773089,0.07646261278103202,0.0693586823927518,637.9007237284941,159.00136748997843,3.2824166537998404e-09
right,58,brick,65.824,1.0559999999999974,0.0,20440.0,1.3553787659105123,30892.769089222158,1043.5267857142858,0.2586500273639312,0.22370689655172413,0.49245689655172414,0.16315494691005475,0.4379328842118549,0.3725569665853827,4640.0,3784.0597014925374,-21.600000000000023,602.0895522388059,0.15911206474922296,0.0,-0.3939393939393939,-0.3939393939393939,0.3770252614746295,-1.1500790568239323,9205831.16325984,8312654.0,711047.0,3891211.0,4301997.846867757,1052481.6318845681,1368725.6788089238,0.07806115204392344,0.08891974188662576,0.06623621475790038,0.09071833141378602,0.06364088162441033,0.10178991212154678,0.10944575043781454,0.08735386460091822,0.09286401716548602,0.07460991117492072,0.07580108230913651,0.07055914046353123,784.8212110623264,195.71842947238886,0.027712812921107416
right,59,brick,66.896,1.1039999999999992,1.0,17181.0,1.0497730944792518,28677.564610684778,1109.375,0.27497125903716324,0.21677148846960168,0.5035639412997903,0.1678962323525359,0.436774503487597,0.3844002591996614,4770.0,3836.042857142857,-11.899999999999977,629.3857142857142,0.16407160652904965,0.2028985507246377,0.0,0.2028985507246377,0.35488825640547106,-1.35520894352643,9017422.06965189,8060977.0,1828930.0,3604104.0,4045292.1620979,1366338.0348596624,1374801.781652731,0.0789615787102036,0.09213735881097708,0.06712646588932791,0.08838349042726322,0.0681841034101362,0.09865821549736895,0.1067096673283108,0.088517557155253,0.08941133534185154,0.07481295829407536,0.07937867519728292,0.06771859393794945,1630.3008924735348,200.94350570378856,0.027712812921107412
right,60,brick,68.016,1.215999999999994,0.0,12830.0,0.6417674865021378,26288.381521120693,1234.375,0.3059539361117732,0.2004621606008088,0.5076063932216445,0.13776058948717362,0.4672352750798482,0.2948420139373184,5193.0,3972.6363636363635,-15.399999999999977,536.3571428571429,0.13501289666648142,0.0,-5.276315789473684,-5.276315789473684,0.9562268579854356,0.9121031052694546,7973113.105605238,6737843.0,2620611.0,3362202.0,3024735.3022879693,1189932.9003635528,1058725.838151928,0.0805248894221182,0.09817485199072878,0.06565367628549852,0.09153854452373869,0.07553948602942859,0.10475231535210025,0.10281045986668541,0.07402261575125943,0.09723007718385188,0.0649377396671385,0.0637379737359142,0.08107737019153756,3818.0357515350747,96.93986814916323,0.08210562303114811
right,83,brick,93.712,1.2000000000000028,0.013333333333333334,14950.0,0.8405658981113039,28417.0313720487,1209.0277777777778,0.2996713377049773,0.2151394422310757,0.5196057873768085,0.16440109453614618,0.4419121790911004,0.3720220946935224,4769.0,3875.7105263157896,-21.19999999999999,623.796052631579,0.16095011441026094,5.0,-0.1891891891891892,4.8108108108108105,0.29602208535474095,-1.2917133843832818,8982955.998760153,8214915.0,2471560.0,2664594.0,4075905.620674846,1386528.440232994,1304979.7869703448,0.07871901247309492,0.09383338878439947,0.0687208457532405,0.08955573511138874,0.07019425979616639,0.09969988525024273,0.10407938782022991,0.08540709004121484,0.08862891014890309,0.0740475430651086,0.07899400449493131,0.06811993726107946,2000.940862027994,343.95272034064885,0.04800000000000182
right,84,brick,94.928,1.1200000000000045,0.014285714285714285,18994.0,1.2197832455393547,30091.564316266446,1508.9285714285716,0.3740051732577915,0.21547543748682269,0.5228758169934641,0.16442082341434608,0.4421007953643728,0.3719080018364035,4743.0,3816.1267605633802,-17.19999999999999,613.1549295774648,0.1606746756721844,5.0,-0.13043478260869565,4.869565217391305,0.27416209320649265,-1.1124939598151105,9207637.122492285,8438492.0,1894903.0,3159395.0,4194649.254626025,1340900.4015287529,1301149.4894804729,0.07804535975936075,0.09074535422318182,0.06819834283710717,0.09005886803594826,0.06754876450940228,0.10051117385447231,0.10758271974016867,0.08728708778534389,0.09323663474136817,0.07182269464282419,0.07713373562900219,0.0678292642418203,2465.3398007847377,252.94434517893401,0.04026578365477669
right,85,brick,96.064,1.1200000000000045,1.0,21162.0,1.4230827532604264,32564.482876287166,1236.111111111111,0.30638425107114275,0.2295260974011793,0.5234767416466477,0.16483014858023745,0.43976906642520663,0.37481069307581966,4579.0,3764.2676056338028,-17.100000000000023,605.8802816901408,0.16095568784306094,0.44285714285714284,0.0,0.44285714285714284,0.3561670964525727,-1.072089974614324,9560064.00922112,8659625.0,2164906.0,3423288.0,4276488.981731044,1565734.7512012613,1297892.9858251973,0.0778446698570322,0.08797326977546462,0.06334958449168047,0.09118733232808134,0.06409791104642243,0.10170880368775327,0.11065504764969337,0.0879657865099172,0.094801749587485,0.07316388725712127,0.07686436207032024,0.0703875957390286,3152.8585971041152,165.88317155500812,0.04618802153516911
right,86,brick,97.2,1.1039999999999992,0.0,18200.0,1.145327614021582,31417.712297365,1142.361111111111,0.2831472432651853,0.2257647565704438,0.5187419215855235,0.16904403598084963,0.434980876170837,0.3886240642780699,4642.0,3768.6714285714284,-20.69999999999999,622.2357142857143,0.16510744597376112,0.0,-0.2753623188405797,-0.2753623188405797,0.27482699204984395,-1.2293988429176244,9775756.126562998,8830667.0,1979203.0,3696956.0,4316105.433725671,1442908.5257391355,1412220.8956795055,0.07865977779209801,0.08910301849458127,0.06578673045067038,0.09165412593297373,0.06254193406543421,0.10036503959333908,0.10903425610389414,0.08980428874139049,0.09131675808450876,0.07519891435784494,0.07923974723945916,0.0672954091438059,1533.1940516451245,190.43377331663186,0.009237604307037416
right,87,brick,98.32,1.1200000000000045,0.0,19339.0,1.2521348738436764,32152.828942411896,1435.763888888889,0.35587047139864475,0.21515025041736227,0.5171118530884808,0.16581645970839393,0.43882238878323454,0.3778669091339421,4792.0,3777.042253521127,15.199999999999989,611.943661971831,0.16201663124137675,0.0,-0.34285714285714286,-0.34285714285714286,0.3145319981600723,-1.1933909919347778,9635727.823888447,8740259.0,1688431.0,3688404.0,4358846.909147816,1352177.1520120874,1387926.8250450958,0.07903568631838014,0.08854085095275384,0.06646530186075997,0.09399261662378341,0.06301599731513592,0.0994331953611515,0.10930007085057984,0.08793302755714659,0.09383972853040982,0.07487041801842115,0.07788343215124735,0.06568967446023044,1494.1047486705852,149.85297471304924,0.009237604307037418
right,88,brick,99.456,1.1199999999999903,1.0,20028.0,1.3167443576166555,32050.781597333942,1433.9285714285716,0.3554155670130255,0.22188250709761956,0.5254422362961345,0.16335058219574164,0.4406630427888687,0.3706927205917476,4579.0,3775.169014084507,-23.399999999999977,602.4154929577464,0.15957311863660611,0.1,0.0,0.1,0.2849857978659043,-1.1773645891105207,9886355.143976064,8906415.0,1949881.0,3822794.0,4378130.580086581,1279762.3969137664,1329248.7782206635,0.07982853113562678,0.08887952036472577,0.06490894913761906,0.09159183247089021,0.06437170987587534,0.10153448964135549,0.10852233087223032,0.08744315150520264,0.09428549043602188,0.07363908714095442,0.07590743069053899,0.06908747672895905,923.185246849186,168.86885558220928,0.009237604307033298
right,89,brick,100.592,1.1039999999999992,1.0,18248.0,1.1498287101334876,32187.18014986712,1372.9166666666667,0.3402930698694659,0.22284122562674094,0.5264623955431755,0.16807320024198427,0.4389140955837871,0.38292960270126114,4667.0,3778.285714285714,-2.3000000000000114,620.3285714285714,0.16418254688445252,0.3188405797101449,0.0,0.3188405797101449,0.21169975403510985,-1.0734992156938594,9728088.313276663,8699942.0,1896125.0,3918089.0,4392908.080283796,1410852.6709672897,1391238.6614969077,0.07803992740471868,0.08810874168179068,0.06469676346037508,0.09003327283726559,0.06595961887477314,0.10123638838475499,0.10798926194797338,0.09044162129461586,0.09357607380520266,0.07235707803992741,0.07763157894736841,0.06992967332123412,897.5338433730466,35.76682413891866,0.009237604307033298
right,90,brick,101.712,1.0720000000000027,0.0,16702.0,1.00485590619586,33233.670772275516,1109.375,0.27497125903716324,0.22315472347751236,0.5227028190230256,0.15905264426722243,0.44402147920320084,0.3582093473328106,4647.0,3782.044117647059,21.100000000000023,586.6617647058823,0.155117641798125,0.0,-0.746268656716418,-0.746268656716418,0.4333808501407711,-0.9917461819863638,9863127.650162244,9040805.0,1826487.0,3494149.0,4627851.575177659,1238938.3486428712,1293937.7770882333,0.07897612168956251,0.0911738516752923,0.06406432873601654,0.09107275477391233,0.06654897950454741,0.10178902632018944,0.10815813110712771,0.08553186690981768,0.09343686692925939,0.07189545025060366,0.07352077735740477,0.07383184474626622,1664.3713527935984,172.48752772261602,0.02444040370642544
right,91,brick,102.8,1.1200000000000045,0.014285714285714285,17741.0,1.1022858824514843,31562.782054185274,1487.5,0.3686938571878583,0.22138228941684665,0.5144708423326134,0.16240399644029643,0.4413209790680457,0.3679951875008377,4630.0,3766.7323943661972,-26.69999999999999,597.5,0.15862555059490424,21.0,-0.11594202898550725,20.884057971014492,0.34882453962192667,-1.140313273420603,10008502.045162652,8818450.0,2379930.0,4091575.0,4372182.098207399,1283514.2419584212,1449389.3795514898,0.0792520135508043,0.08875702031872808,0.0629940397400519,0.09117627263141365,0.06562642556405597,0.10085702106656497,0.10908322676657767,0.08651724885767915,0.09490423948728303,0.0739573284275234,0.07588674758261728,0.07098841600670062,788.1080721153195,193.89089112703846,0.024440403706431593
right,92,brick,103.936,1.1359999999999957,1.0,16611.0,0.9963225781503722,30725.66785279044,1169.2708333333335,0.28981712513541386,0.22164837529588982,0.5130191521411663,0.16577707198364908,0.4381878735746267,0.378324189191228,4647.0,3778.25,-16.399999999999977,612.0972222222222,0.16200548460854156,0.11267605633802817,0.0,0.11267605633802817,0.33288697945763973,-1.1255999823406426,9638111.096206455,8640077.0,1567480.0,3973067.0,4220743.872663203,1348001.655505058,1448468.8198998242,0.07906732246704455,0.0899924274171611,0.06465735900659476,0.09084526198931016,0.0654109412793989,0.10085504017880118,0.10872537991574584,0.08848893888263966,0.09108420270995538,0.07325187292764876,0.07728813310100945,0.07033312012469028,627.7873843906016,203.2387057104098,0.0333066559914556
right,93,brick,105.088,1.1200000000000045,0.0,16726.0,1.0071064542518129,29676.415821321818,1782.8125,0.4418904317766243,0.22334479793637146,0.5262252794496991,0.16356913314987692,0.4420827639109727,0.3699966307275415,4652.0,3782.3521126760565,2.3000000000000114,604.2816901408451,0.1597634678473414,0.0,-0.4857142857142857,-0.4857142857142857,0.3193256575416204,-1.1320927505205876,9198839.925680086,8304102.0,1243721.0,3756821.0,4160158.633658699,1366093.8990543021,1265533.070354289,0.07858214763151328,0.08960070304267037,0.06347864619601037,0.09131734854606456,0.06659914279437118,0.10163584028121705,0.10843539492155935,0.08766808044774285,0.09292972924664955,0.0715368259559779,0.07590105270213407,0.07231508823408937,621.8721733604045,306.84215592323784,0.009237604307028798
