foot,step_id,surface,contact_time_sec,stance_duration,time_to_peak_frac,impact_mag,impact_mag_norm,accel_mag_strike,loading_rate,loading_rate_norm,heel_pmax_ratio,fore_pmax_ratio,heel_mean_ratio,fore_mean_ratio,heel_fore_ratio,total_pmax,total_p_mean,midstance_diff,heel_impulse,heel_impulse_norm,rise_slope,fall_slope,slope_asym,heel_skew,heel_kurt,gyro_mag_strike,gyro_x_strike,gyro_y_strike,gyro_z_strike,gyro_x_std,gyro_y_std,gyro_z_std,pressure_01_mean_ratio,pressure_02_mean_ratio,pressure_03_mean_ratio,pressure_04_mean_ratio,pressure_05_mean_ratio,pressure_06_mean_ratio,pressure_07_mean_ratio,pressure_08_mean_ratio,pressure_09_mean_ratio,pressure_10_mean_ratio,pressure_11_mean_ratio,pressure_12_mean_ratio,impact_mag_roll3_std,loading_rate_roll3_std,stance_duration_roll3_std
right,10,brick,11.536,1.008000000000001,0.0,18884.0,1.262205037305592,34779.49237697411,531.25,0.1685080382335672,0.3087557603686636,0.4768229872594199,0.1824957398005814,0.40278195444387443,0.45308817286113107,3689.0,2649.890625,4.5,466.0859375,0.17588874540812416,0.0,-0.5873015873015873,-0.5873015873015873,1.2038858344438328,-0.06331685340239401,10415006.889768148,10082941.0,1843591.0,1846034.0,4493933.66266898,1339012.9912421836,675321.1861493948,0.04676490185326045,0.047749612307111736,0.02363894736221424,0.09319960139864263,0.08294564044506554,0.10645486547204189,0.11072390959532528,0.08673707051588214,0.07243223482101266,0.11248105759082037,0.09575866928469925,0.12111348935392381,14954.594310779543,2165.9415521969013,0.03330665599145717
right,11,brick,12.56,1.0079999999999991,1.0,45091.0,3.7768849014494337,47155.23985730536,312.5,0.0991223754315101,0.2861104108898412,0.43004789513486263,0.19137607016078514,0.39006635576900767,0.4906243959013309,3967.0,2693.8125,-39.5,497.890625,0.18482749820189787,0.19047619047619047,0.0,0.19047619047619047,0.8459597813022868,-0.8371539237626693,8087677.368191253,6762278.0,4040262.0,1832595.0,4288355.789424647,1721308.9159647587,748139.1182695656,0.057724878773114316,0.05908215586645321,0.03155959258485882,0.08993410825734902,0.0816106354840955,0.0958794459525301,0.10482935430732465,0.0903227303310828,0.06356001020857985,0.11633720795341175,0.10105333982970233,0.10810654045149765,14977.167834184578,1803.9585764494948,0.02771281292110155
right,12,brick,13.584,1.040000000000001,0.0,44670.0,3.736488052408927,46448.35976651921,328.125,0.10407849420308561,0.297568710359408,0.47674418604651164,0.1672273400688403,0.4004099228052978,0.417640349412625,3784.0,2720.3939393939395,-17.30000000000001,438.20454545454544,0.16108128279103961,0.0,-0.6923076923076923,-0.6923076923076923,1.0476862074918158,-0.44371982319370673,8627784.860380039,7646811.0,3275459.0,2288301.0,4389470.308891977,1287226.7585157054,801724.1616562987,0.053952747485324096,0.05065554231227652,0.033111291813797024,0.0978635001615185,0.07297851247034186,0.10710904169405054,0.12181279449277622,0.0824746861528522,0.07180332616711038,0.10636828445078142,0.0847526539159881,0.11711761888318314,15010.562314583683,122.03515118604142,0.01847520861406857
right,13,brick,14.64,1.0079999999999991,1.0,45359.0,3.8026007103398274,47350.061816221525,296.875,0.09416625665993461,0.28915046059365407,0.4672466734902764,0.15566296889429201,0.41502916525418776,0.3750651325884887,3908.0,2673.34375,12.599999999999994,398.5,0.14906425707505816,0.031746031746031744,0.0,0.031746031746031744,1.4184956275756724,0.6603734001838628,8136556.261091912,6945537.0,3800803.0,1875356.0,4353903.197876561,1364175.4096359923,753295.9290700824,0.04222824879890587,0.03613218464703613,0.028095666709528094,0.10320642453855775,0.07256829579061802,0.12010356879843828,0.13107414637567652,0.07717979590166808,0.08301869147953757,0.1052637731305598,0.07848317299262393,0.12264603083684991,347.31973741767223,15.624999999998307,0.01847520861406907
right,14,brick,15.664,1.008000000000001,0.0,50849.0,4.329390974549759,54875.264391162615,718.75,0.22798146349247325,0.284569656241923,0.4675626776944947,0.15698693723528004,0.40474534009383817,0.38786595343814273,3869.0,2807.359375,-32.0,423.7109375,0.15092864179528137,0.0,-0.3968253968253968,-0.3968253968253968,1.44745855161023,0.5910980422519292,8312087.285766193,7104362.0,3668856.0,2271196.0,4267401.921154168,1410469.1699586664,657922.4676963985,0.05696523089424559,0.04811572262635595,0.03331645062363987,0.09525187704192663,0.07012261299820227,0.1117709591419873,0.12334767436035865,0.07797029014142516,0.07948416828536603,0.10352254954889771,0.07901664709385488,0.12111581724373995,3386.1202479140056,235.06841867493247,0.01847520861406857
right,15,brick,16.688,1.056000000000001,0.0,44345.0,3.7053028364037854,49970.93150022321,1506.9444444444446,0.47799012152528214,0.27581766675251096,0.48184393510172546,0.15952937577836526,0.40973693985011683,0.38934584671955413,3883.0,2732.4776119402986,33.900000000000006,420.2686567164179,0.1538049771679521,0.0,-0.696969696969697,-0.696969696969697,1.193166092199771,0.054963018236557915,8112601.829591664,7171557.0,3359758.0,1759291.0,4300561.902418678,1332963.4249119568,774111.5092687861,0.043582992855426154,0.04025104328257117,0.02771526579125609,0.09986016736218838,0.07307893989381459,0.11875942231641504,0.12109178701741354,0.07814241080207127,0.0777873669951277,0.10668793288033385,0.081386964976294,0.13165570582708822,3499.2930714645595,614.206406437903,0.02771281292110264
right,16,brick,17.76,1.0239999999999974,1.0,16616.0,1.0445802068450953,36728.803778506044,2107.142857142857,0.6683680171953252,0.2746245864087554,0.4555866632730975,0.1746733085400389,0.40842403357330515,0.42767637107851525,3929.0,2705.4461538461537,-25.099999999999994,456.45384615384614,0.16871666268609187,0.984375,0.0,0.984375,0.9755997173225414,-0.5218859768120176,10893914.058738897,10334618.0,2522873.0,2346944.0,4395908.933553078,1220751.0406685085,697913.0361165268,0.047101572895697566,0.0481422088778191,0.027500085298031326,0.09377096909936652,0.08344422077405121,0.10939188190203238,0.11151864614964686,0.08355226494705836,0.07367475292003593,0.11085900804076108,0.09112104359298055,0.11992334550251914,18180.10701288636,696.3145054049558,0.024440403706431642
right,17,brick,18.8,1.0399999999999991,1.0,43814.0,3.654350991176923,46705.70969378369,2340.277777777778,0.7423164560093091,0.2851074462768616,0.424287856071964,0.17430003408335337,0.4064747196504501,0.42880903942337517,4002.0,2711.712121212121,-41.400000000000006,455.9318181818182,0.16813429958708856,1.1538461538461537,0.0,1.1538461538461537,1.4172603457768826,0.465370690569741,7961743.4208727805,6872233.0,3755599.0,1434311.0,4222517.438824996,1570294.980410941,983586.5921526379,0.05165583635520442,0.05061657344962648,0.0297307415084957,0.0916730456549312,0.08213529415051432,0.10825096522939216,0.10594335458421104,0.0837333005537148,0.07379884116598594,0.10766428455688846,0.09056673352963855,0.12423102926139698,15858.28177956237,429.92915506890847,0.01600000000000196
right,18,brick,19.856,1.1039999999999992,0.0,42665.0,3.544099258284899,46607.206577953155,2774.3055555555557,0.8799864218864064,0.2853178607467205,0.4629162462159435,0.17509689217693084,0.3898598310491371,0.44912781013004305,3964.0,2749.7428571428572,21.19999999999999,465.79285714285714,0.16939506031732837,0.0,-0.9710144927536232,-0.9710144927536232,0.8756519910727151,-0.6627289715019349,8073888.521521523,7070154.0,2934596.0,2566855.0,4246847.678569857,1185867.2344523228,681915.9847183416,0.04511590694194782,0.04338587504286115,0.02785195498799888,0.09500628630209577,0.0717521638386966,0.10751654700179758,0.12430253218482767,0.08468324310844651,0.07219895886368595,0.11728369405970428,0.09041364906848433,0.12048918859945344,15381.817220341682,338.58481686166573,0.04233202097703425
right,19,brick,20.976,0.9440000000000026,1.0,20679.0,1.4344433841647592,34962.81601930829,312.5,0.0991223754315101,0.3132944915254237,0.4629237288135593,0.17871791415532148,0.40352904174128484,0.44288736539000473,3776.0,2596.55,-26.30000000000001,445.175,0.17144865302035392,1.7118644067796611,0.0,1.7118644067796611,1.1430587337186864,-0.08296578383080577,10848772.562550152,10376156.0,2640159.0,1749518.0,4629755.001111716,1326390.4137288136,705567.9985940899,0.04062441829863986,0.043371653411899115,0.025591650459263253,0.0952225067878531,0.07909854743152772,0.11128869718151649,0.11334912351646094,0.08414370350400852,0.07454763692848844,0.11551866900310026,0.09457421065131295,0.12266918282592926,13037.974165234922,1314.0744157832346,0.08053156730955291
right,20,brick,21.936,1.056000000000001,0.9848484848484849,19573.0,1.3283176952364923,37109.56506077645,257.8125,0.08177595973099584,0.31668437832093516,0.4782146652497343,0.17044488206597144,0.4011994808217339,0.42483824185591723,3764.0,2667.820895522388,-6.300000000000011,437.14925373134326,0.163860045651882,0.07692307692307693,-25.0,-24.923076923076923,1.3986114501201277,0.4726578158628083,11169261.540783482,10662041.0,1919338.0,2718350.0,4547164.351947373,1308562.973736628,785606.7953203429,0.04174126124513271,0.04259163943964553,0.028907264020051022,0.09466052007340106,0.07365841650628832,0.11161213802980799,0.13150651210670009,0.08402519804860584,0.07867676677259097,0.10710289576153605,0.08641968401736562,0.11909770397887481,13024.642643850155,1437.3711313064891,0.08210562303114856
right,21,brick,23.008,1.024000000000001,1.0,36759.0,2.9773919175883856,44185.642985023995,1117.1875,0.35436249216764865,0.29936788874841974,0.44374209860935526,0.17326945662158863,0.40559192548750567,0.4272014449330174,3955.0,2646.123076923077,-15.699999999999989,440.5692307692308,0.1664961220479308,0.59375,0.0,0.59375,1.5611843176009543,0.872320556838269,8950816.747672193,7944913.0,3017674.0,2808758.0,4650591.357862685,1097818.235447897,862454.3790506249,0.034267840323724694,0.03112826893335969,0.01822695612739683,0.09747206362864684,0.07562878638123699,0.11857696019721159,0.134001558157653,0.0842160955359946,0.08278584634705055,0.11143734229467783,0.08905336108559402,0.12320492098745334,9618.976314210016,481.15106531758613,0.057688820407422944
right,22,brick,24.048,1.056000000000001,1.0,21703.0,1.5327008032086518,38220.01649659508,406.25,0.12885908806096313,0.2962121212121212,0.4727272727272727,0.1818621656541221,0.3943645710201501,0.4611523930344645,3960.0,2714.7014925373132,-23.099999999999994,476.34328358208955,0.1754680155043022,0.30303030303030304,0.0,0.30303030303030304,1.158572506850887,-0.2405913256125407,11209023.124679957,10658376.0,1607797.0,3075095.0,4341765.35142318,1029643.8140964514,865724.227109981,0.037100365615636254,0.040190230090441766,0.025532616763339473,0.09393297962998598,0.0718475960084669,0.1098001484454463,0.13507985815212908,0.0912829535145834,0.07859361684580918,0.10900843939852105,0.09057921213953872,0.11705198339610194,9368.196482425701,459.3457686277823,0.018475208614068088
right,23,brick,25.12,0.9599999999999973,0.016666666666666666,18650.0,1.2397516817818899,38251.195981302335,493.75,0.15661335318178599,0.3,0.4634760705289673,0.17547990076832296,0.401972590862015,0.4365469307045354,3970.0,2722.55737704918,10.699999999999989,458.6393442622951,0.1684590187624943,7.0,-0.7288135593220338,6.271186440677966,1.1711109608490446,-0.16990630413098096,11068043.337374588,10707245.0,2331061.0,1556484.0,4652831.976037098,1192666.5609126575,629699.9443769166,0.061682603145547826,0.06689106192345674,0.04107155760013488,0.0848647607119632,0.07751270502661434,0.10320576121775574,0.09600423902309786,0.0824923528986729,0.06949830198222501,0.10562633974806715,0.09298754786965005,0.11816276885281439,9694.842494852608,387.67742074059663,0.04888080741286427
right,24,brick,26.096,1.0399999999999991,0.0,19660.0,1.3366657376747917,37518.26591141973,731.25,0.23194635850973366,0.30052083333333335,0.47317708333333336,0.17954108942960076,0.39596095055176095,0.4534313022009999,3840.0,2666.3939393939395,-26.900000000000006,461.4166666666667,0.17304894818788286,0.0,-0.35384615384615387,-0.35384615384615387,1.2462662340234558,0.03967823904324863,11120577.93254132,10332174.0,1824043.0,3685960.0,4284747.935237671,1326594.447185999,792224.2226337777,0.034094396017774545,0.032008955461354,0.01939402893477742,0.09717471104999376,0.07524064961189213,0.11192053732768124,0.13776977190849066,0.09021377186303144,0.07961609710083985,0.11445488743166915,0.08932731756656931,0.11878487572592653,1555.3540861595957,168.1703005884156,0.05143280405863079
right,25,brick,27.152,1.0079999999999991,0.0,48532.0,4.107064373060796,50253.1962864055,2788.1944444444443,0.8843918607944735,0.2959509856153436,0.4605753862546617,0.1894446269370631,0.4008402344357809,0.47261879088447634,3754.0,2711.296875,7.099999999999994,496.890625,0.18326677155189802,0.0,-1.2380952380952381,-1.2380952380952381,1.0417909973224482,-0.281761549464687,8659450.582454063,7360926.0,3814242.0,2500882.0,4458851.123568651,1259282.376460535,817899.0367588208,0.03870380295407525,0.043296854019351905,0.020412279640162977,0.09483469050212363,0.08557943327397521,0.10750159921163188,0.11830132028607158,0.09191288762872933,0.06962765742869821,0.11244618868968378,0.09753173930833377,0.11985154705716244,16968.33525521385,1261.7383515196295,0.040265783654778266
right,26,brick,28.176,0.9760000000000026,0.9836065573770492,49241.0,4.175096121207397,51039.41282969466,2655.2083333333335,0.842209783249731,0.31121399176954734,0.4652777777777778,0.1984444483607376,0.3953380446339931,0.501961425301924,3888.0,2745.6290322580644,-1.5999999999999943,526.9112903225806,0.19190913416632888,2.933333333333333,-19.0,-16.066666666666666,0.8857657170972134,-0.7175884022792451,8475336.513507532,7506312.0,3684739.0,1381777.0,4616320.46357346,1291619.7843863615,498507.3144067742,0.032567893837125286,0.038207355973424034,0.020213947094795834,0.09355045262558084,0.08526749261289206,0.10674444424862979,0.11853444477732936,0.09404390556250697,0.07156829917346634,0.11838170934447129,0.10440054279823062,0.11651951195154764,16877.651031270118,1151.1097125297613,0.03199999999999826
right,27,brick,29.168,0.9600000000000009,1.0,22177.0,1.5781832413207662,37643.37850140447,414.0625,0.1313371474467509,0.32463914915168396,0.4634084578374272,0.18296817556173917,0.3968133852121529,0.46109375938452574,3949.0,2751.2622950819673,0.8000000000000114,483.0327868852459,0.17556769768869132,1.3333333333333333,0.0,1.3333333333333333,1.1209727191387395,-0.2840554301650777,11052951.237044612,10685254.0,2403143.0,1489289.0,4803935.084198271,1269333.3354281918,661483.4413727069,0.05165438219118497,0.05520565820755897,0.034154218331972803,0.08856143528752823,0.07591746262520332,0.10640123460468219,0.11177581676369118,0.08713734977089503,0.07072759448718026,0.10743205801211961,0.09583082579084413,0.11520196392713926,15424.811192793682,1333.9741652700386,0.024440403706429907
right,28,brick,30.144,1.024000000000001,0.0,19191.0,1.2916630721166027,38227.523553063176,2031.25,0.6442954403048157,0.3071663712332236,0.46214231451000254,0.1806478334628849,0.3972845236001339,0.45470644520887227,3949.0,2711.523076923077,-10.400000000000006,472.8076923076923,0.174369783658347,0.0,-3.328125,-3.328125,1.3381933714244214,0.2529807820436045,11102399.612869687,10712132.0,2570520.0,1380555.0,4559193.133185703,1234770.1220718203,561765.3831983185,0.037781774648366795,0.035773252614199225,0.019381670250611348,0.0990757394368195,0.07831533795936431,0.11026445540116539,0.1336234531827131,0.08759766012856811,0.07385573818858547,0.11519497982967279,0.0930501733343168,0.11608576502561717,16554.852219213553,1156.6729628666094,0.03330665599145778
right,29,brick,31.184,1.0079999999999991,0.9841269841269841,19870.0,1.3568161849396525,40449.373864127985,234.375,0.07434178157363258,0.30026178010471205,0.468848167539267,0.19389299894312892,0.3899797195006998,0.49718739013196095,3820.0,2735.078125,-11.199999999999989,513.78125,0.18784883887000486,2.629032258064516,-15.0,-12.370967741935484,0.7231004779069516,-0.9435232912710241,11294118.18166009,10776884.0,3094643.0,1356120.0,4540743.738956343,1292045.4487706935,543695.5570525291,0.04151503898997401,0.04253763318003942,0.023759604673084064,0.0917364106372647,0.07789425576280386,0.10746950784084093,0.12190008283584221,0.09486703419120797,0.07034191207975092,0.11395355480019423,0.09902596475192094,0.11499900025707675,1565.2202187977493,989.6415827154711,0.03330665599145778
right,30,brick,32.208,1.0080000000000027,1.0,21938.0,1.5552501132431389,37935.15115298738,635.4166666666667,0.2015488300440706,0.34009360374414976,0.4924596983879355,0.17626977956778686,0.41358952026327944,0.42619498544213363,3846.0,2673.015625,-25.0,452.1796875,0.16916462562765602,2.9365079365079363,0.0,2.9365079365079363,1.4229788167094641,0.47340215610389524,11339250.123076482,10686476.0,1987755.0,3229033.0,4760593.136264033,1363311.0688576116,888096.2637720497,0.04083052264238074,0.0440104516785232,0.022195203217339966,0.0987707002273883,0.0835549736077581,0.11263612609821538,0.12346191391978863,0.08497541985000555,0.07461726865139444,0.10621196799027316,0.0912943597177813,0.11744109239915124,1430.8315763918347,943.2165603642516,0.009237604307033732
right,31,brick,33.232,1.024000000000001,0.0,20387.0,1.4064246670155243,39412.53417378791,463.5416666666667,0.14703152355674,0.3187084052255361,0.4609317229479911,0.1793586236881064,0.40160041386218165,0.44660965849875256,4057.0,2795.4307692307693,10.099999999999994,482.2307692307692,0.1725067830470603,0.0,-1.5,-1.5,1.3916096025949694,0.4390221973515085,11648984.389551349,11151955.0,2122145.0,2613281.0,4626874.699759801,1375634.720595597,821347.8020994237,0.04980104896451902,0.055931932879479146,0.031810151731121665,0.08891432722629786,0.08163321464147537,0.10610171543672917,0.12238102838147967,0.08695508604701077,0.06901922367820013,0.1039278382855539,0.09240353764109563,0.11112089508703762,1076.2213217239641,201.20172097461582,0.009237604307033732
right,32,brick,34.272,0.9920000000000044,1.0,15261.0,0.9145618447313507,38419.83418756515,239.58333333333331,0.07599382116415775,0.29923019617581326,0.42264713185994535,0.1968119809330128,0.3971387763978441,0.49557482832063665,4027.0,2700.5873015873017,5.0,512.8253968253969,0.1898940265785808,0.9032258064516129,0.0,0.9032258064516129,0.959913975534271,-0.6337395939321477,11028960.280705793,10393261.0,3423288.0,1378111.0,4753176.897721887,1519209.7504651055,642626.069390035,0.04962471420090868,0.05354508425562929,0.0240512057929786,0.08915168364318167,0.08861682056225277,0.10024274555211389,0.10473324438540704,0.09160264962941629,0.06558244238466647,0.111974467634906,0.10520933130359653,0.11566561065494277,3494.3718081127645,198.48693427705194,0.015999999999998064
right,33,brick,35.28,1.024000000000001,0.0,50341.0,4.280646083070954,52512.14298617035,3453.125,1.0953022485181867,0.3023975251353442,0.4614591389533385,0.18122509191334132,0.409724803165364,0.4423093025199036,3879.0,2690.6615384615384,7.800000000000011,469.9846153846154,0.1746725140514486,0.0,-0.84375,-0.84375,1.2355706493732146,0.11076443253069224,8967278.69634339,7696902.0,4081801.0,2123367.0,4561725.8257820895,1362263.275934284,652424.0409222185,0.04252886050327915,0.04344370557998319,0.02352295403475268,0.09474936103789174,0.08436586941730087,0.11308056926234898,0.11691720080277657,0.08865992349608047,0.0740852978678392,0.10370912500786196,0.09256516841726085,0.1223719645726244,18947.842410153193,1794.1857895907672,0.01847520861406584
right,34,brick,36.32,1.0720000000000027,0.0,47896.0,4.046037304201503,50218.99052151487,3058.531746031746,0.9701405823979228,0.29448654298406063,0.45884504834073686,0.1991114374092408,0.3849268258449712,0.5172708786195194,3827.0,2724.1617647058824,4.400000000000006,526.4485294117648,0.19325156686082606,0.0,-1.2388059701492538,-1.2388059701492538,0.7237013036513803,-1.0400130057622954,7933889.377587263,7060380.0,3188716.0,1711644.0,4318883.863727679,1286507.149856506,708625.6046111386,0.03721598117067851,0.04134569187499662,0.02315876983205843,0.09138267033032287,0.07900973316130704,0.10525633897097326,0.12579692619964047,0.0973855962168611,0.0679323915073714,0.11799096322128232,0.10172584119237973,0.11179909632212823,19585.826720701203,1752.570684876692,0.040265783654776566
