foot,step_id,surface,contact_time_sec,stance_duration,time_to_peak_frac,impact_mag,impact_mag_norm,accel_mag_strike,loading_rate,loading_rate_norm,heel_pmax_ratio,fore_pmax_ratio,heel_mean_ratio,fore_mean_ratio,heel_fore_ratio,total_pmax,total_p_mean,midstance_diff,heel_impulse,heel_impulse_norm,rise_slope,fall_slope,slope_asym,heel_skew,heel_kurt,gyro_mag_strike,gyro_x_strike,gyro_y_strike,gyro_z_strike,gyro_x_std,gyro_y_std,gyro_z_std,gu_dip_depth,gu_load_first_frac,gu_push_peak,gu_load_slope,gu_unload_slope,gu_fore_early_frac,gu_fore_heel_toff,gu_stance_frac,gu_spatial_entropy_ff,gu_spatial_entropy_stance,gu_participation_ff,gu_active_sensors,gu_cop_wander,gu_press_jitter,orient_range_a,orient_range_b,pressure_01_mean_ratio,pressure_02_mean_ratio,pressure_03_mean_ratio,pressure_04_mean_ratio,pressure_05_mean_ratio,pressure_06_mean_ratio,pressure_07_mean_ratio,pressure_08_mean_ratio,pressure_09_mean_ratio,pressure_10_mean_ratio,pressure_11_mean_ratio,pressure_12_mean_ratio,accel_spec_centroid,accel_hf_frac,accel_spec_entropy,accel_zcr,accel_jerk_ratio,gyro_hf_frac,heel_ripple_frac,impact_mag_roll3_std,loading_rate_roll3_std,stance_duration_roll3_std,orient_rest_a_roll3_std,orient_rest_b_roll3_std,source_user,source_recording
right,10,modular_paved,10.992,0.9759999999999991,0.03278688524590164,21512.0,1.2091801682858916,35984.72046577547,887.5,0.26014052647789493,0.22703144140465495,0.4085340955492038,0.14711479886566536,0.37783426110702656,0.3893633108721491,4898.0,3839.1129032258063,-6.199999999999989,547.3387096774194,0.14256905787207227,8.0,-0.7457627118644068,7.254237288135593,1.0410280006004338,-0.47601422787007985,9395871.350995233,8952840.0,1170417.0,2599842.0,4220058.006234428,1039419.015666023,898378.74122827,0.37997592545365066,0.5835572258011494,1.1502657283895754,0.04630108739219718,-0.08910434292399683,0.46575673622591646,0.38,1.0,0.9918174889747028,0.9943157912339697,0.9604535667678551,12.0,0.030517912296554428,0.004138180526699426,13.76567714393822,4.611584568033507,0.09718306900535659,0.0803613065854427,0.06971116479361411,0.0790841298182964,0.06507299653397752,0.07748345761999789,0.1155214788362567,0.06937086440499947,0.07583237054931205,0.09381367503413508,0.0777439344606659,0.0988215523579456,4.398932777710669,0.2938865505924205,0.5660816925918221,0.08196721311475409,0.4390556685146891,0.22254482127349773,0.002859729458663597,3375.901706704941,267.7442090579245,0.01847520861406857,1.6333874181199617,0.9546685961402875,Sam,REC_20260831_184100.csv
right,11,modular_paved,11.984,0.9920000000000009,0.0,20234.0,1.1014048809929557,35294.08638851557,600.0,0.1758696517033656,0.22029753413490932,0.40289382514774813,0.13991090103591958,0.3884368978408735,0.3601895232237743,4907.0,3855.1746031746034,-22.0,522.5396825396825,0.1355424167064675,0.0,-0.6451612903225806,-0.6451612903225806,1.1829258718619484,-0.12925258268974416,9028890.595058786,8652295.0,829554.0,2443460.0,4250827.237633289,496838.0803018076,968799.4045031784,0.38585944480972756,0.5840725388670723,0.9934699188060467,0.04723045034149065,-0.09797592186957016,0.4623210432444381,0.44,1.0,0.9914825807252726,0.9943398340326796,0.9594477408544821,12.0,0.028233793573947837,0.0033729846600277875,9.906314644165585,2.9780024578500672,0.09756418913354964,0.08484576491707702,0.06920403827467514,0.0788468189528813,0.06692715624433868,0.07880564567927666,0.11289711622391672,0.0643332400072465,0.07901151204729985,0.0909970519936099,0.07557766102867305,0.10098980549745548,2.678505514796038,0.06966790525711011,0.4771513933881568,0.03225806451612903,0.4532081524169217,0.2518452413899042,0.0027401911663968073,914.0362866611631,157.2514205317693,0.01600000000000093,0.5476068371006757,0.22721243177546094,Sam,REC_20260831_184100.csv
right,12,modular_paved,12.992,1.0239999999999991,0.015625,17147.0,0.8410744335177653,35363.09898750391,707.8125,0.2074712297438141,0.23318872017353579,0.4303687635574837,0.14905958153005108,0.37649279229442584,0.39591616248891814,4610.0,3782.276923076923,-16.400000000000006,547.5384615384615,0.14476424457388304,8.0,-0.47619047619047616,7.523809523809524,0.8313152729600612,-0.868107025894552,8960668.741480293,8536230.0,981049.0,2542421.0,3889135.0692671705,928815.5709302253,824766.0845450817,0.35552987486801046,0.5812237519175937,1.0861182519277335,0.04568029092472714,-0.09865021958147768,0.44245194347515443,0.38,1.0,0.9901350484301477,0.9937562820284056,0.9523916411687772,12.0,0.027485820201426585,0.0034723315748521545,11.248376215812009,6.7440761262078155,0.09775959129218054,0.08088737756662653,0.06759867885848167,0.0796060980768605,0.0633765578731574,0.07701099866584231,0.11719843155120237,0.068424392307442,0.07561176011193908,0.09479027691907195,0.0806351892226091,0.09710064755458657,4.2496154237629264,0.3173368004520542,0.6198753063774748,0.0625,0.6274834033818408,0.3393360366789659,0.0022801102394711366,2244.106280905607,145.2396770930156,0.024440403706430986,2.2379995822748966,0.3104535187662048,Sam,REC_20260831_184100.csv
right,13,modular_paved,14.032,1.0239999999999991,0.03125,18650.0,0.9678242432214295,33156.9971348432,543.75,0.15938187185617508,0.22716726429023412,0.42206285593756593,0.14436397415120816,0.382451935643425,0.37746958688609106,4741.0,3825.8,-14.900000000000006,536.2384615384616,0.14016374654672528,8.0,-0.7903225806451613,7.209677419354839,1.0227326662921379,-0.5299435695034642,9755311.329849038,9270490.0,1846034.0,2411695.0,4198703.96602886,947505.6756660036,925930.7376580954,0.3718069037088728,0.5833239044664458,1.0627842542733381,0.04279217045173378,-0.09388459236481106,0.4644540604539364,0.34,1.0,0.9921174541691052,0.9942414771116114,0.9612806862937097,12.0,0.02977035358733936,0.0036799297643256815,12.694377350975891,8.013347542808845,0.09779754460605523,0.08225931630186949,0.06886443056655822,0.08020444190656957,0.06665674750781134,0.07714826863763033,0.11566409438749864,0.06673315183953482,0.07618316128954426,0.09185007057347482,0.07763082231167337,0.09900795007177986,4.7827362475723545,0.30486812191284507,0.6341999552619052,0.0625,0.5009282479764645,0.244925429943162,0.003055412768815685,1543.677103542057,83.37075982471377,0.01847520861406703,2.58515575816224,0.5626793049609975,Sam,REC_20260831_184100.csv
right,14,modular_paved,15.072,0.9920000000000009,0.0,21655.0,1.2212395314180433,35701.68213123858,695.3125,0.20380727866666065,0.23067357512953368,0.4192746113989637,0.14416770979319066,0.38694518491410324,0.37257915439649775,4825.0,3816.873015873016,0.5,532.8333333333334,0.13959943941479563,0.0,-0.46774193548387094,-0.46774193548387094,1.2034486258018964,-0.042219473997983314,9491826.423924217,9017592.0,1744631.0,2394591.0,4249524.930194352,966930.1805360104,916333.4353626654,0.3791108009409795,0.5856904638706447,1.0644839330788227,0.03039136998206815,-0.10939609954840235,0.47238821587312285,0.4,1.0,0.9925397161892354,0.9943977408052659,0.9633851608028884,12.0,0.029131735865106187,0.004229926917513436,6.125680002512249,5.395955459052402,0.09720414367283116,0.08468246674124502,0.0665091926824501,0.08071512041353555,0.0680645255195186,0.07741315711772705,0.11443340555511658,0.06687099470604625,0.07606991512207699,0.09241754448709365,0.07729671508714438,0.09832281889521464,4.84346257719291,0.2584076018203745,0.6030083609395239,0.06451612903225806,0.49507160877665746,0.21973556976506228,0.0030851158241025785,2295.324886227073,91.32720050501625,0.018475208614066985,2.5101171712658306,1.2259477541733232,Sam,REC_20260831_184100.csv
right,15,modular_paved,16.08,1.0080000000000027,0.0,19468.0,1.0368071735857656,35797.57638444257,859.375,0.25189663655429967,0.2288473651060256,0.425992021834978,0.14605901366034252,0.38734814463699774,0.37707425653767546,4763.0,3823.796875,-0.6999999999999886,541.625,0.14164586083040825,0.0,-0.31746031746031744,-0.31746031746031744,1.0856654534766437,-0.3313436035832429,8990288.319904596,8647408.0,702495.0,2356718.0,4201780.349750956,977282.7266279929,769695.7801804285,0.3654354359454992,0.5761753454323892,1.153826979891249,0.053536914330532204,-0.09844366312697339,0.4645319255842196,0.4,1.0,0.993954766590078,0.9947242889384267,0.9696459603615711,12.0,0.029271878478885644,0.003486034397541335,18.35100329883158,11.385368193606652,0.09600241906155123,0.08413185519955214,0.0664669851219542,0.0793345946233088,0.06962157214483314,0.07717296698716508,0.11539168774491977,0.06881249412601186,0.07708715568213859,0.09110708842242045,0.07724651953433065,0.0976246613518141,4.610853674246296,0.27991879530895236,0.5980847788292487,0.09523809523809523,0.4443630818851659,0.2383803865286327,0.0021067243148098153,1553.604303976184,157.85374873465454,0.01599999999999907,1.6953182542563758,1.1711450561675358,Sam,REC_20260831_184100.csv
right,16,modular_paved,17.104,0.9759999999999991,0.01639344262295082,21009.0,1.166761569296575,35932.25666445123,578.125,0.16945773731834707,0.22129308586579646,0.4095451764225984,0.14110276536242047,0.3925074140101557,0.35949070087801055,4903.0,3817.967741935484,-3.1999999999999886,521.6129032258065,0.1366205632113014,40.0,-0.13333333333333333,39.86666666666667,1.2008468842155358,-0.1734902568431358,8961861.890029382,8440935.0,1503950.0,2608394.0,4247629.183715739,964041.2391447069,919596.881363068,0.3902839479029643,0.5832959612269327,1.079370041484378,0.06294619202056184,-0.09295467724503848,0.47103257540690446,0.42,1.0,0.9895714483043541,0.9945014536913026,0.9494615882344944,12.0,0.02859169996161261,0.0035743917350143854,11.109328384750597,5.549101300935732,0.09653843879111501,0.08522520847943087,0.06627406912983601,0.08017269785479525,0.06992404336034201,0.07901518287891718,0.11408704174658026,0.06553900487508132,0.0781702814366704,0.08955955287815676,0.07556376048733915,0.09993071808173577,4.508513158926566,0.3081442763328492,0.578480970781122,0.06557377049180328,0.43891143145174555,0.17855583500593797,0.0035304509676924124,1123.6077310758076,141.2745415626967,0.016000000000001735,1.153002124199985,0.7009832273000242,Sam,REC_20260831_184100.csv
right,17,modular_paved,18.096,1.0079999999999991,0.0,18592.0,0.9629330329999973,35402.013021860774,562.5,0.16487779847190526,0.22630718954248366,0.40665849673202614,0.14301121656600518,0.3871628111416804,0.36938262779989656,4896.0,3839.1875,-17.099999999999994,531.921875,0.1385506373418855,0.0,-0.38095238095238093,-0.38095238095238093,1.175582915045921,-0.22552194475670673,9136920.730892656,8602204.0,1447750.0,2718350.0,4189337.994400464,958711.6746336953,984882.8488548894,0.387837364658589,0.5833446132264368,1.0921581714878235,0.05931314521997866,-0.09912811723088011,0.46816016863918675,0.4,1.0,0.9923334045173664,0.9942642805962971,0.9626065578928201,12.0,0.02755045912091866,0.0030020911738570665,9.54418347911908,7.470963276130973,0.09792517948133557,0.08626499747667964,0.06671333452716233,0.07986308952089471,0.0675069594803588,0.0774374460742019,0.11399710225145294,0.06622494994057987,0.07609031858954532,0.09314715027593728,0.0767862666254253,0.09804320575642633,4.461730256255733,0.27632172930932597,0.593743262715377,0.09523809523809523,0.4595223764109244,0.23211836851431517,0.0023092639278436446,1223.6520474928018,167.07307221193201,0.01847520861406902,1.72607852276165,0.27879933514989774,Sam,REC_20260831_184100.csv
right,18,modular_paved,19.12,1.0079999999999991,1.0,17138.0,0.8403154526213362,35251.143045297125,656.25,0.19235743155055612,0.22563251762754044,0.4228535877229365,0.14340225938597098,0.38548281459122363,0.37200688061267206,4822.0,3840.921875,-25.099999999999994,533.8203125,0.13898234066528625,0.047619047619047616,0.0,0.047619047619047616,1.1348827205286232,-0.32439130959866347,9134428.390279766,8615643.0,1458746.0,2660928.0,4175808.067413098,853282.3844621897,977537.6511700181,0.37419144314360486,0.5791010674633683,1.1447772548091348,0.05132696356725708,-0.09194221299873873,0.4667544564001256,-0.56,1.0,0.9925990981780671,0.9942787622116841,0.9630414420889885,12.0,0.028668219580977733,0.003110389181988927,7.599715713638253,5.141562237033298,0.09901594262445132,0.0850625866999703,0.06720798636395071,0.07992872804787263,0.06748054462836477,0.0774309552963766,0.113831721713944,0.06641065173969465,0.07557999991863933,0.09307254524670591,0.07699160764627633,0.09798673007375346,4.179994230044375,0.2448366518438833,0.558831421989527,0.09523809523809523,0.44854464123376636,0.20527829874893824,0.001660785613376584,1955.3621148012437,50.22734771350608,0.018475208614068005,0.7070208311488307,0.4235336381370588,Sam,REC_20260831_184100.csv
right,19,modular_paved,20.144,0.9760000000000026,0.0,18430.0,0.949271376864273,35376.43216888894,1395.8333333333333,0.4091412036154686,0.2229299363057325,0.4129854119580851,0.14222691738854848,0.39030213395309526,0.3644021003624469,4867.0,3816.935483870968,-16.30000000000001,525.6451612903226,0.13771392351574055,0.0,-0.5573770491803278,-0.5573770491803278,1.256139316495493,0.016150158237625778,9234523.433284253,8655960.0,1257160.0,2961474.0,4202027.327100999,987568.7327773771,1054490.0199450392,0.38591529248661227,0.5877286806208293,1.0267399112610873,0.03405873653073255,-0.09272317251428064,0.4749229331460462,0.32,1.0,0.9930195019724352,0.9946674731971149,0.9658414966236167,12.0,0.027732286116323824,0.003580663838844248,6.208035902208884,4.3406178287632144,0.09835622226917388,0.0884512993872808,0.06783012888231565,0.08065497570251426,0.06943587576589902,0.07705049651383901,0.11148109021762095,0.06523557997042045,0.07470948658356223,0.09189942953729135,0.07699133741812804,0.09790407775195437,4.7849275107044935,0.31815276045178775,0.5892704652108989,0.08196721311475409,0.4512382990187547,0.20460641786521647,0.003550557140831344,796.8295509915067,456.47508400219925,0.01847520861406599,0.5273611065512503,0.46825180613504747,Sam,REC_20260831_184100.csv
right,20,modular_paved,21.136,1.0399999999999991,1.0,20861.0,1.1542805501108515,35556.6215211738,1020.8333333333334,0.2992226713008651,0.23578770715334593,0.421019509125236,0.15012391230334365,0.38044244214126793,0.39460348182576255,4767.0,3827.242424242424,8.800000000000011,557.9090909090909,0.1457731256779547,0.7692307692307693,0.0,0.7692307692307693,1.0139058553999964,-0.6181755487017755,9462468.287906386,8901528.0,1461189.0,2857627.0,4181496.758972011,936387.0196848079,926223.7641191942,0.37508731831335407,0.5782378385163495,1.1927647883194692,0.08189409937640169,-0.09196689230009136,0.4672517214849189,-0.6,1.0,0.9924892504729058,0.99439736446828,0.964611154046914,12.0,0.028893972736976702,0.0033958733171801257,10.749010956633079,6.796441379585417,0.0959429607518666,0.0826649458823902,0.06761336194269155,0.07825081750449331,0.06535681200959628,0.07696022929714409,0.117079311791859,0.06997284222361223,0.07720963744764409,0.09286692689569989,0.08015107007973143,0.09593108417327137,4.728028868211011,0.30248985589562666,0.6042474464897757,0.1076923076923077,0.47746620697444614,0.2520717350501624,0.001197780961009684,1890.3154057810893,369.80389259914705,0.03199999999999828,0.46758254626741586,0.4204143365184067,Sam,REC_20260831_184100.csv
