surface,sole_id,foot,step_idx,stance_dur_samp,stance_dur_ms,H_spatial,cv_spatial,evenness_score,unevenness_score,total_pressure_ms,forefoot_rel,midfoot_rel,hindfoot_rel
Brick,2,LEFT,3,45,180,3.545976296169128,0.22746760900600282,0.9891250732624998,0.010874926737500235,5115.466666666666,1.0531720794450954,1.0891935567948237,0.804462284314048
Brick,2,LEFT,4,45,180,3.545052191829297,0.2304135406515753,0.9888673008758584,0.01113269912414161,5095.7333333333345,1.0519388769687195,1.0748861792869935,0.8212360667746246
Brick,2,LEFT,5,46,184,3.5516530050621973,0.21424453894932538,0.9907085511627365,0.009291448837263516,5107.6,1.0225024147020334,1.0708225650661853,0.8841726055288077
Brick,2,LEFT,6,56,224,3.544980338522831,0.23705042436530144,0.988847257902898,0.011152742097102042,4938.684210526316,0.9961528214416506,1.0691106729895627,0.938583684126164
Brick,2,LEFT,7,61,244,3.5442407980553017,0.23926369276691972,0.9886409683064571,0.01135903169354291,4783.25,0.9912716249409523,1.0674750431189504,0.9499817069981414
Brick,2,LEFT,8,52,208,3.54742837804724,0.228751949199118,0.989530121258907,0.010469878741092953,5042.35294117647,1.006859542696914,1.0705086327575615,0.9157722818476589
Brick,2,LEFT,9,56,224,3.542867961832315,0.24274179402460308,0.9882580253265206,0.011741974673479372,4863.421052631579,0.9929116389803297,1.085049510307616,0.9291272117307378
Brick,2,LEFT,10,59,236,3.541734558507958,0.2471209754757089,0.9879418704646137,0.01205812953538632,4742.300000000001,0.9726714885179831,1.0671193302825037,0.9875376926805165
Brick,2,LEFT,11,61,244,3.5381610953623865,0.2573406321961645,0.9869450781286122,0.013054921871387792,4649.2,0.969048438440772,1.0832401273334553,0.9786629957839684
Brick,2,LEFT,12,58,232,3.5429561181569613,0.24331467576938803,0.9882826159113952,0.011717384088604788,4868.631578947369,0.9851682089420731,1.0822450921038582,0.9474184900110092
Brick,2,LEFT,13,55,220,3.5409715926194334,0.24647935857070585,0.9877290465122374,0.012270953487762637,4914.611111111111,1.0140058555551823,1.081491697093436,0.8904965917952224
Brick,2,LEFT,14,58,232,3.5400604433486014,0.2503654118800484,0.9874748878507036,0.012525112149296413,4799.947368421053,0.9992653428214916,1.0810206252258834,0.920448689130133
Brick,2,LEFT,15,58,232,3.54240024920712,0.24278880572218448,0.9881275601891305,0.011872439810869495,4881.421052631579,1.0120435162320822,1.0653498226355107,0.9105631448993416
Brick,2,LEFT,16,59,236,3.5471032008540466,0.23166627611438398,0.9894394153747791,0.010560584625220915,4877.400000000001,0.9819986058143316,1.0670849222944025,0.9689178660759497
Brick,2,LEFT,17,47,188,3.5445544939157108,0.23192581008267982,0.9887284715537982,0.011271528446201828,5111.5625,1.0461576083631463,1.0925719875280189,0.8151127957447496
Brick,2,LEFT,18,59,236,3.540897293722946,0.2488433831982995,0.9877083213591925,0.01229167864080749,4803.400000000001,0.9946288045964954,1.0800682849645467,0.930674105841463
Brick,2,LEFT,19,61,244,3.5411684617009263,0.24792376027590254,0.9877839617537366,0.012216038246263383,4801.5,0.9946266791625131,1.0661668228675873,0.9445798188063869
Brick,2,LEFT,20,56,224,3.5412840073131933,0.24688386760992548,0.9878161923871794,0.012183807612820563,4860.526315789474,1.0033567948021345,1.066377910124263,0.9269085002704803
Brick,2,LEFT,21,60,240,3.5440485331712606,0.23982622847254448,0.9885873373733574,0.011412662626642645,4847.85,0.991986138184723,1.0707014449701857,0.9453262786593779
Brick,2,LEFT,22,37,148,3.4966317483999436,0.3397107114592611,0.9753607597559406,0.02463924024405939,3642.083333333333,1.0967623841662102,1.0735613774164179,0.7329138542498445
Grass,1,RIGHT,0,43,172,3.558939014781697,0.19172288172871496,0.9927409321759365,0.007259067824063492,4708.571428571428,0.9210254854366586,1.0931432038832167,1.064805825242447
Grass,1,RIGHT,1,55,220,3.5544215916933557,0.2050169772788797,0.9914808288729222,0.008519171127077785,4807.499999999999,0.885999884439601,1.059039694920866,1.1689605361989341
Grass,1,RIGHT,2,46,184,3.553813282561762,0.20678850771545684,0.9913111453318889,0.00868885466811109,4668.133333333333,0.9047727856956915,1.1076518808371665,1.0828025477704224
Grass,1,RIGHT,3,48,192,3.5598336809998785,0.18807040030670455,0.9929904930062107,0.007009506993789327,4699.4375,0.9182747935255864,1.0504980649277151,1.1129523480200907
Grass,1,RIGHT,4,64,256,3.538336741117287,0.2558528728846165,0.9869940732728752,0.01300592672712475,4340.285714285715,0.8333443047416124,1.0823075066374028,1.2510038838782664
Grass,1,RIGHT,5,48,192,3.5610083542397826,0.183495598433495,0.993318159819927,0.0066818401800730065,4664.9375,0.9327295381768524,1.0843124907887187,1.0502284328565472
Grass,1,RIGHT,6,46,184,3.5673405492390673,0.15677128787057792,0.9950844809454649,0.0049155190545351335,4824.866666666667,0.9456841639835709,1.0615008359468434,1.04713083608502
Grass,1,RIGHT,7,69,276,3.5398327461312,0.2509360526146232,0.9874113733181651,0.012588626681834914,4308.04347826087,0.8390573749808432,1.08149568552223,1.2403895645149696
Grass,1,RIGHT,8,43,172,3.565381710706092,0.16773473143432435,0.9945380767550218,0.005461923244978184,4716.285714285715,0.9269097958439514,1.1516326406975925,0.9945477676134865
Grass,1,RIGHT,9,50,200,3.560960750778715,0.18290889378686584,0.9933048811702736,0.006695118829726399,4787.176470588235,0.9371359760141172,1.0765525546186878,1.0491754933520754
Grass,1,RIGHT,10,46,184,3.559618932364671,0.18694241854324656,0.9929305903893313,0.007069409610668709,4803.133333333333,0.9182616902852786,1.0488153566419298,1.1146612627865136
Grass,1,RIGHT,11,50,200,3.5439020502862513,0.23913664430934298,0.9885464770059255,0.011453522994074539,4695.235294117648,0.8470414312379598,1.0688182011798968,1.2370989363431608
Grass,1,RIGHT,12,60,240,3.5352321010748406,0.2636556147406048,0.9861280558342489,0.013871944165751104,4540.2,0.823465926610945,1.0838729571381656,1.2691951896388876
Grass,1,RIGHT,13,56,224,3.5475463049729656,0.2292473954519773,0.9895630161429405,0.01043698385705949,4666.0526315789475,0.8563758389259543,1.065207828097408,1.2220404940496548
Grass,1,RIGHT,14,63,252,3.5363702551774114,0.259778336568036,0.9864455358922248,0.013554464107775166,4416.428571428571,0.8117742196342612,1.1173001239955995,1.2591514367347922
Grass,1,RIGHT,15,66,264,3.537915821772774,0.2555140141269961,0.9868766607910353,0.01312333920896469,4289.409090909091,0.827429080080729,1.0911441499673742,1.253997689870049
Grass,1,RIGHT,16,69,276,3.539012659947381,0.25238941559484535,0.9871826160623627,0.012817383937637317,4361.260869565218,0.8290781485208416,1.0721271271767279,1.2697165757804876
Grass,1,RIGHT,17,56,224,3.537504942881244,0.2573902191126007,0.986762049022726,0.013237950977273982,4631.842105263158,0.8309073348103069,1.0723936139989267,1.2657917163794232
Grass,1,RIGHT,18,67,268,3.534391112202636,0.2643409944879262,0.9858934679209762,0.014106532079023792,4357.090909090909,0.8147429477547414,1.0903438491066937,1.280170255382722
Grass,1,RIGHT,19,50,200,3.546896890795088,0.22944258239025042,0.9893818666392158,0.01061813336078421,4712.588235294118,0.8627705519632323,1.0724217989362423,1.2020370971362742
Grass,1,RIGHT,20,60,240,3.5366055344923066,0.2601710028794484,0.9865111653973725,0.013488834602627509,4688.8,0.8335821532159613,1.0517403173517186,1.281095376215335
Grass,1,RIGHT,21,57,228,3.543188808943588,0.2410861874495307,0.9883475233648428,0.011652476635157227,4398.0,0.8564179890378459,1.0474138962683532,1.2397501256548638
Grass,2,LEFT,0,52,208,3.550937876436356,0.21553283659109695,0.990509071077325,0.009490928922675002,5222.529411764706,1.0276291632404744,1.0724575650741484,0.8722841084439836
Grass,2,LEFT,1,50,200,3.5553397252811196,0.2020900906432817,0.9917369357603943,0.008263064239605655,5337.882352941177,0.9729568897114979,1.0248170677948856,1.0292691527812197
Grass,2,LEFT,2,52,208,3.543150529905083,0.24031972507379745,0.9883368456970856,0.011663154302914425,5062.411764705882,1.0138854998196551,1.0709148162347424,0.901314184125
Grass,2,LEFT,3,51,204,3.5420964647230657,0.23849198704291497,0.9880428216503053,0.011957178349694675,5190.941176470588,1.0532148765947298,1.0561838496926599,0.8373863971169563
Grass,2,LEFT,4,47,188,3.5403374515145956,0.24489771307349695,0.9875521573244954,0.012447842675504583,5016.9375,1.0260741737362225,1.108395310884114,0.8394563416424846
Grass,2,LEFT,5,55,220,3.5401456885952864,0.25151603510139403,0.9874986664109167,0.012501333589083341,4940.666666666667,0.9779606890655655,1.078486933836827,0.9655916880310703
Grass,2,LEFT,6,57,228,3.540691859993181,0.249459840226021,0.9876510170694758,0.012348982930524222,4923.894736842105,0.9691087500264863,1.1235863779204993,0.9381961220255532
Grass,2,LEFT,7,59,236,3.5406123300065238,0.24966131018801088,0.98762883274073,0.01237116725927001,4932.6,0.9844909378418721,1.1015691521710007,0.9294489721442819
Grass,2,LEFT,8,56,224,3.5395769175329748,0.25281243764913736,0.9873400117353943,0.012659988264605682,4980.0,0.9614669203125986,1.1253857535402065,0.9516804058336326
Grass,2,LEFT,9,58,232,3.544232826511913,0.24134420816941848,0.9886387447006629,0.01136125529933707,4912.0,0.9643836790671397,1.0830618892505497,0.9881707526141938
Grass,2,LEFT,10,54,216,3.546897527956908,0.22892534766347591,0.9893820443710106,0.010617955628989373,5187.722222222223,1.0194369183647072,1.067863224065121,0.8932629392045396
Grass,2,LEFT,11,53,212,3.5573488376453226,0.19751984841355472,0.9922973634814092,0.007702636518590822,5263.888888888889,0.9819525065960824,1.0458258575195505,0.9902691292873733
Grass,2,LEFT,12,64,256,3.543892741977186,0.24112230549330488,0.9885438805187757,0.01145611948122427,4862.857142857142,0.9571092831960036,1.0510379945159962,1.03474343909101
Grass,2,LEFT,13,59,236,3.5432902759573435,0.24166295362647705,0.9883758268725461,0.011624173127453896,4948.299999999999,0.9999999999997576,1.081704827920438,0.9182951720790774
Grass,2,LEFT,14,62,248,3.5469232464898353,0.23260237939001313,0.9893892183743431,0.010610781625656873,4872.571428571429,0.9737305031075355,1.0688010632888967,0.9837379304950471
Grass,2,LEFT,15,64,256,3.539887711794776,0.2522390663353874,0.9874267056022725,0.012573294397727475,4850.095238095238,0.9729214939321319,1.0896595059495402,0.964497506185207
Grass,2,LEFT,16,65,260,3.5326358667693123,0.2702319239363416,0.9854038545894642,0.014596145410535777,4757.272727272727,0.9861838333649338,1.0948595451936853,0.9327727880754384
Grass,2,LEFT,17,49,196,3.5392252906351027,0.24631792710727252,0.9872419278927317,0.012758072107268315,5163.4375,1.040440597954125,1.0892937117954256,0.8298250922953951
Grass,2,LEFT,18,64,256,3.5394817875772913,0.24982855493452474,0.9873134759053362,0.012686524094663754,4986.904761904763,1.011735497731912,1.0993745523988758,0.8771544521363368
Grass,2,LEFT,19,56,224,3.5424581008562783,0.23972881189247428,0.9881436974985575,0.01185630250144254,5173.368421052632,1.0343866360100964,1.0650497487127975,0.866176979266082
Grass,2,LEFT,20,68,272,3.537300700008711,0.25801033409146806,0.9867050769142335,0.013294923085766519,4703.043478260871,0.9913469538686569,1.0827771101041888,0.934528982157476
Concrete,1,RIGHT,0,44,176,3.5430821983170615,0.24322596955905523,0.9883177850826418,0.011682214917358213,4771.266666666667,0.828626919476101,1.0652656876577962,1.2774804733889953
Concrete,1,RIGHT,1,64,256,3.5371731846602112,0.2583709586678422,0.9866695074073072,0.01333049259269281,4351.619047619049,0.8286570953337467,1.0683708307797104,1.2743149785516923
Concrete,1,RIGHT,2,41,164,3.561759130077767,0.18040474842844775,0.9935275834436982,0.006472416556301819,4612.285714285715,0.8904788453197212,1.1460695038094026,1.0729728055501142
Concrete,1,RIGHT,3,57,228,3.5302446823050557,0.2768344137507224,0.9847368505514094,0.01526314944859064,4464.105263157895,0.8071635737695018,1.078827607347207,1.3068452451127142
Concrete,1,RIGHT,4,61,244,3.5271081222549574,0.28443223075000157,0.9838619292518233,0.016138070748176747,4259.6,0.8124002253730456,1.076767771621445,1.2984317776313365
Concrete,1,RIGHT,5,42,168,3.560607464225911,0.18246000244176078,0.9932063343785756,0.006793665621424361,4673.714285714286,0.9141398703995696,1.0653502873209149,1.1063699718789186
Concrete,1,RIGHT,6,45,180,3.550555782491943,0.21718302417672544,0.9904024886669549,0.009597511333045095,4642.999999999999,0.8701270730129135,1.0921099863591122,1.1676358676140284
Concrete,1,RIGHT,7,59,236,3.5148546942195464,0.3126075073480704,0.9804439219413016,0.019556078058698412,4363.799999999999,0.7731105916859327,1.0906091021583695,1.363169714468666
Concrete,1,RIGHT,8,58,232,3.5330676734856974,0.2696766449739338,0.9855243040268846,0.014475695973115377,4548.315789473683,0.8122150477907555,1.0970399685247867,1.2785299358926483
Concrete,1,RIGHT,9,43,172,3.5530460373290613,0.21033802623896528,0.9910971276866426,0.008902872313357402,4669.785714285714,0.8772810009634164,1.058292671734436,1.1871453263377039
Concrete,1,RIGHT,10,59,236,3.5213636202296477,0.2978317686664216,0.9822595409355844,0.01774045906441557,4336.250000000001,0.7935889305273097,1.07309311040616,1.3397290285381127
Concrete,1,RIGHT,11,43,172,3.5634002631763004,0.17018278487044392,0.9939853659444086,0.006014634055591439,4858.0,0.9815914838555478,1.0079985884841363,1.0288184438037806
Concrete,1,RIGHT,12,58,232,3.536817389869032,0.25804719295064316,0.9865702609602083,0.013429739039791722,4468.421052631579,0.8263839811540772,1.085983510011487,1.2612485276792842
Concrete,1,RIGHT,13,45,180,3.563609685005606,0.1731138786373769,0.9940437826863587,0.0059562173136412655,4684.133333333334,0.926816771512102,1.088269619424161,1.05809683755061
Concrete,1,RIGHT,14,50,200,3.549095208278692,0.22385967208538216,0.9899950717935686,0.010004928206431396,4634.764705882353,0.8477110329857815,1.088703024456826,1.2158749095705752
Concrete,1,RIGHT,15,43,172,3.554175943323376,0.20699041634586815,0.9914123069930056,0.008587693006994357,4641.642857142858,0.8728744440851505,1.0866842097161062,1.167566902112558
Concrete,1,RIGHT,16,51,204,3.549750539340304,0.22048105760041414,0.9901778717702713,0.009822128229728722,4681.411764705882,0.8506735022112819,1.0737836751102998,1.2248693204661116
Concrete,1,RIGHT,17,61,244,3.5298710150457797,0.27623935797128385,0.9846326187054135,0.01536738129458648,4228.349999999999,0.807880142372091,1.0835432260807882,1.3006964891738952
Concrete,1,RIGHT,18,43,172,3.5570168167808442,0.19653903763426075,0.992204748603454,0.007795251396546021,4661.642857142858,0.8941666794352845,1.079386482386373,1.132280158742028
Concrete,1,RIGHT,19,44,176,3.5586164314287956,0.18994005703262234,0.9926509498252601,0.007349050174739857,4706.133333333333,0.8975521305528084,1.0735494106978225,1.1313463281955412
Concrete,1,RIGHT,20,62,248,3.5307646350291444,0.27333127442339356,0.9848818876958659,0.015118112304134068,4227.714285714286,0.8164042260816318,1.080264017480714,1.2869275303548868
Concrete,1,RIGHT,21,58,232,3.5283379602987957,0.2802235642654273,0.9842049838984454,0.01579501610155465,4412.421052631579,0.8099145951617627,1.0649363042126976,1.315234505462689
Concrete,1,RIGHT,22,43,172,3.5574511038302035,0.19432043228534462,0.9923258899122603,0.007674110087739661,4718.357142857143,0.8766973977017617,1.0839123787029654,1.1626928258924938
Concrete,1,RIGHT,23,44,176,3.5517961137539857,0.21331245153546552,0.9907484703227722,0.009251529677227754,4730.200000000001,0.867165588487934,1.066677941735808,1.1989908812873085
Concrete,1,RIGHT,24,44,176,3.5585710733922307,0.19056456359130405,0.9926382975209318,0.0073617024790681995,4770.2,0.8871465906388836,1.0736097717772934,1.1520970469439333
Concrete,1,RIGHT,25,64,256,3.5227287225235684,0.29320397325310765,0.9826403265905659,0.017359673409434118,4175.904761904762,0.8011950646564165,1.0720459780597642,1.3255638926262523
Concrete,1,RIGHT,26,59,236,3.5324301509613987,0.2697722361551584,0.9853464716160378,0.014653528383962167,4436.2,0.8157657454576036,1.06717460889922,1.301293900184491
Concrete,1,RIGHT,27,61,244,3.5348608279577807,0.2631718329225083,0.9860244918173351,0.013975508182664909,4273.400000000001,0.831726494126223,1.0615903028030902,1.27495670894334
Concrete,1,RIGHT,28,59,236,3.5200101439184075,0.2991899438364457,0.9818819982664581,0.018118001733541944,4365.3,0.7906444001555566,1.0605914828302125,1.3581197168575745
Concrete,1,RIGHT,29,65,260,3.543797834583743,0.23835624547326686,0.9885174067708847,0.011482593229115268,4225.545454545455,0.8441944020134862,1.0844861341190095,1.2271250618528817
Concrete,1,RIGHT,30,221,884,3.549419495754264,0.22203957608477817,0.9900855294972425,0.00991447050275751,4300.013513513513,0.8757357770714808,1.0568791424285473,1.1916493034273752
Concrete,2,LEFT,0,50,200,3.5476887164437136,0.2241714442469285,0.9896027408180854,0.010397259181914587,4972.764705882353,1.0448442693729216,1.091309130912828,0.8190023303403632
Concrete,2,LEFT,1,49,196,3.547486499361457,0.23188039467597465,0.9895463337894999,0.010453666210500145,4849.5,0.9430353644703307,1.0917104856168038,1.0222187854415452
Concrete,2,LEFT,2,46,184,3.554491328929891,0.20599270210715373,0.9915002815831029,0.008499718416897117,5033.733333333333,1.0073636532193717,1.0554922787590524,0.9297804148012513
Concrete,2,LEFT,3,43,172,3.548675847673508,0.22285783561032899,0.9898780941110685,0.01012190588893147,4946.785714285715,1.0252544942600934,1.0837051476425066,0.865785863836336
Concrete,2,LEFT,4,50,200,3.5484116814062077,0.22790023374382593,0.9898044067943261,0.01019559320567387,4857.470588235295,0.9763735664892171,1.084854136139335,0.9623987308812425
Concrete,2,LEFT,5,50,200,3.5525308487295466,0.21326156950052444,0.9909534194611281,0.009046580538871862,4959.529411764706,0.9961096878259285,1.075861087389435,0.9319195369577402
Concrete,2,LEFT,6,47,188,3.5498341768788544,0.22243695101923294,0.9902012018716415,0.009798798128358488,4956.0,0.9976039144468933,1.0763720742531697,0.9284200968520755
Concrete,2,LEFT,7,52,208,3.5545203348980805,0.20650633922033565,0.9915083725933111,0.00849162740668885,5028.411764705882,1.000081887626541,1.0636500824722845,0.9361861422736791
Concrete,2,LEFT,8,44,176,3.5485146762122075,0.22259256781361522,0.9898331364688985,0.010166863531101522,4972.0,1.0325288281038003,1.0798605524266636,0.8550817913647709
Concrete,2,LEFT,9,56,224,3.544974670514851,0.23806289400567462,0.988845676852056,0.011154323147943956,4794.157894736842,0.9785155177900482,1.0709525848343444,0.9720163795845584
Concrete,2,LEFT,10,55,220,3.552691733055095,0.21399539863974645,0.9909982970088057,0.009001702991194294,4963.000000000001,0.9783061320435539,1.0619025231152421,0.9814852127966819
Concrete,2,LEFT,11,48,192,3.551900675104261,0.21380921702406608,0.9907776369738194,0.009222363026180624,5029.375,1.0191624207776866,1.0761277494715962,0.8855474089720765
Concrete,2,LEFT,12,53,212,3.551743858517019,0.21691990664161362,0.990733894093047,0.009266105906952982,4965.777777777777,0.9815626957842433,1.0697216504069733,0.9671529580235738
Concrete,2,LEFT,13,51,204,3.5524310521690823,0.21482321946190644,0.9909255819145864,0.00907441808541365,4983.411764705883,0.9814679288932691,1.0631034726973998,0.9739606695150987
Concrete,2,LEFT,14,53,212,3.551001990960192,0.2193668330625433,0.9905269553714627,0.009473044628537264,4887.5,0.9797556123896429,1.0691219096331561,0.9713668655865759
Concrete,2,LEFT,15,55,220,3.5495945129137314,0.22413508309888905,0.9901343492992437,0.00986565070075629,4938.277777777778,0.9612887983887684,1.064878668901405,1.0125437343200858
Concrete,2,LEFT,16,52,208,3.552696377246871,0.21428898420928513,0.9909995924733399,0.009000407526660092,4956.470588235295,0.9727510087821049,1.0772845953000003,0.9772133871348215
Concrete,2,LEFT,17,60,240,3.551420006104716,0.21820632092814207,0.990643557747203,0.00935644225279697,4915.699999999999,0.9569949345970772,1.0479484101956473,1.0380617206092226
Concrete,2,LEFT,18,57,228,3.552710724844505,0.21416326477501718,0.991003594634487,0.00899640536551305,4940.526315789473,0.9689783743472666,1.060487908809799,1.0015553424946968
Concrete,2,LEFT,19,55,220,3.551514278219962,0.2163035067689184,0.9906698542887225,0.009330145711277549,5000.722222222222,0.922466754801863,1.0307844422469838,1.124282048148331
Concrete,2,LEFT,20,61,244,3.5463220992695095,0.2338540939298203,0.9892215325979355,0.010778467402064451,4804.15,0.9629591082707336,1.0569195383155672,1.0171622451419668
Concrete,2,LEFT,21,58,232,3.5467101846640814,0.23276802028620613,0.9893297862810616,0.010670213718938393,4841.578947368422,0.9496901837153858,1.0583759104247836,1.0422437221434528
Concrete,2,LEFT,22,59,236,3.54525204144613,0.23688025816994135,0.988923047516665,0.011076952483334956,4803.8,0.9674216245469918,1.0626170947996847,1.0025396561053326
Concrete,2,LEFT,23,63,252,3.543397499172254,0.24183776046105832,0.9884057360319555,0.011594263968044527,4683.857142857143,0.9683919439612813,1.055296306462657,1.0079198056137555
Concrete,2,LEFT,24,56,224,3.5504653780206588,0.21958004505236542,0.9903772709774348,0.009622729022565224,4961.789473684211,0.9982391751700069,1.064089780851303,0.9394318688077156
Concrete,2,LEFT,25,52,208,3.5582838597852264,0.1943839883362522,0.992558181311363,0.007441818688637025,5132.941176470587,0.9752922301166642,1.044602337840691,1.004813201925046
Concrete,2,LEFT,26,52,208,3.5568453917034937,0.19909850578506416,0.9921569307874193,0.007843069212580711,5112.64705882353,0.9875625611227045,1.044606799746634,0.9802680780070183
Concrete,2,LEFT,27,59,236,3.545474237363076,0.236492214680875,0.9889850275002495,0.011014972499750475,4834.95,0.973267562228944,1.0577565435007046,0.9957083320404153
Concrete,2,LEFT,28,59,236,3.5527372069751326,0.2126359126513162,0.9910109816380113,0.008989018361988732,4962.15,0.9977529901350831,1.052970990397053,0.9515230293318134
Concrete,2,LEFT,29,258,1032,3.5557185386558308,0.20273057694400448,0.9918426030789883,0.008157396921011695,4887.89534883721,0.9885550208271928,1.0533662892905618,0.9695236690540703
