foot,step_id,surface,contact_time_sec,stance_duration,time_to_peak_frac,impact_mag,impact_mag_norm,accel_mag_strike,loading_rate,loading_rate_norm,heel_pmax_ratio,fore_pmax_ratio,heel_mean_ratio,fore_mean_ratio,heel_fore_ratio,total_pmax,total_p_mean,midstance_diff,heel_impulse,heel_impulse_norm,rise_slope,fall_slope,slope_asym,heel_skew,heel_kurt,gyro_mag_strike,gyro_x_strike,gyro_y_strike,gyro_z_strike,gyro_x_std,gyro_y_std,gyro_z_std,orient_range_a,orient_range_b,pressure_01_mean_ratio,pressure_02_mean_ratio,pressure_03_mean_ratio,pressure_04_mean_ratio,pressure_05_mean_ratio,pressure_06_mean_ratio,pressure_07_mean_ratio,pressure_08_mean_ratio,pressure_09_mean_ratio,pressure_10_mean_ratio,pressure_11_mean_ratio,pressure_12_mean_ratio,accel_spec_centroid,accel_hf_frac,accel_spec_entropy,accel_zcr,accel_jerk_ratio,gyro_hf_frac,heel_ripple_frac,impact_mag_roll3_std,loading_rate_roll3_std,stance_duration_roll3_std,orient_rest_a_roll3_std,orient_rest_b_roll3_std,source_user,source_recording
left,153,soft,158.112,1.0560000000000116,1.0,16745.0,0.9816440601530778,35039.69550381396,187.5,0.05873956015093111,0.19447026022304834,0.5106877323420075,0.11920776917336227,0.45152020314604996,0.26401425305595305,4304.0,3079.910447761194,58.599999999999994,355.1268656716418,0.11530428293127344,0.9545454545454546,0.0,0.9545454545454546,0.6579280298181731,-1.2476461904911078,10938925.071834892,9501397.0,2118480.0,4989547.0,4300502.6492580185,743876.3722774873,1660148.8658056797,4.0351914267337285,9.276961536313038,0.09402289269895422,0.07554009129941751,0.06080812584199967,0.10797949155335006,0.08055089797144713,0.10872578190875873,0.12098626631904397,0.06625992226949805,0.07872394041307657,0.08251354468534654,0.052947846903864226,0.07094119813524333,4.496674007576004,0.20551909985591227,0.5323529753554684,0.09090909090909091,0.4626724634006254,0.21622203600399015,0.0033975977213403803,950.050700400856,28.34277824603493,0.08210562303113603,1.3704809867569987,2.7638767423056807,Catherine,REC_20260811_193525_new.csv
left,154,soft,159.184,1.0560000000000116,0.0,21804.0,1.4456159116552174,37720.32987660633,2414.0625,0.7562718369432381,0.19626168224299065,0.5214953271028038,0.1234158508629017,0.450208336337029,0.274130532248571,4280.0,3105.626865671642,41.5,371.17910447761193,0.11951825526127346,0.0,-0.8787878787878788,-0.8787878787878788,0.5429621594916479,-1.3563854987189459,11015119.809816232,10054841.0,2328618.0,3848451.0,4501944.365410742,864251.8414217095,1293625.5806900035,10.925935623089575,6.62369404325257,0.09134599210869053,0.06447613143211407,0.053754139092739704,0.11404432013148977,0.07943693921000398,0.11170384040523458,0.11978738640022682,0.06887834791927988,0.08054710515818662,0.08292122627681098,0.054537502943621835,0.07856706892160113,3.8848736179734096,0.13880949802064388,0.4895697362825525,0.09090909090909091,0.49333706684782797,0.1411404557186797,0.0021314401773667373,2685.548795559706,1299.249520456425,0.06466323014923506,0.40393724202930753,2.395765939919327,Catherine,REC_20260811_193525_new.csv
left,155,soft,160.256,1.0080000000000098,1.0,48489.0,3.8929550809247555,50181.22300223461,234.375,0.07342445018866389,0.18930905695611577,0.5053688141923436,0.14079233327223692,0.4198947395983347,0.3353038749825837,4284.0,2983.671875,-48.900000000000006,407.609375,0.13661333822104685,0.4126984126984127,0.0,0.4126984126984127,0.24870865030686762,-1.7774901314269416,7418711.83223132,6884451.0,1731192.0,2155132.0,4644153.118045167,895357.7572925263,1509598.1869289451,4.771053824319695,4.09854223806191,0.09406404650310282,0.061909874054096516,0.060270744416223716,0.1013327747375036,0.06623026367468775,0.10781597758634233,0.12604016653138173,0.07823832840197953,0.08260584954570449,0.09005263020083265,0.06255400487025739,0.06888533947788746,4.489459441601549,0.1791561567056085,0.5209343937592543,0.09523809523809523,0.47633518023654736,0.17228145674679862,0.0033291488950868207,17055.616093631226,1272.1907240194962,0.027712812921103055,2.857114457988757,1.9233805308543224,Catherine,REC_20260811_193525_new.csv
left,156,soft,161.28,0.9919999999999902,0.0,21832.0,1.4481838523237407,42986.519386896165,218.75,0.06852948684275297,0.20069289779757485,0.526354862657758,0.1321899636347917,0.4376793269464573,0.30202469135778975,4041.0,2937.5714285714284,-40.099999999999994,375.468253968254,0.12781587208956757,0.0,-0.04838709677419355,-0.04838709677419355,0.47590290335112156,-1.5127696153117185,12695513.235604813,10845301.0,4756196.0,4575380.0,4650015.245443236,1137147.3974599293,1555849.6056355215,1.0379288838180676,4.104652746773212,0.08938384476973205,0.058546364289689685,0.05361841927518142,0.10845261445854744,0.06751608876785165,0.11540144920488256,0.1291964531764172,0.0751889856106167,0.0877628102254859,0.0876547412558695,0.05700097802417504,0.0702772509415509,4.567206154715636,0.1825831487375574,0.5240367253773751,0.0967741935483871,0.49096883149692555,0.1855497286886473,0.002239644668525401,15398.515393807695,1262.977877276393,0.033306655991466955,2.393152870514773,0.6103274795796758,Catherine,REC_20260811_193525_new.csv
left,157,soft,162.288,1.024000000000001,0.015625,46422.0,3.7033860322876886,48238.19931340721,3635.4166666666665,1.1388948051486087,0.19912790697674418,0.5390019379844961,0.1215093574073135,0.45541918141705134,0.2668077287152142,4128.0,3033.3846153846152,-35.599999999999994,355.9769230769231,0.11735304559517168,1.0,-0.06349206349206349,0.9365079365079365,0.6508706165289008,-1.275480635975428,8627924.383507485,7864279.0,2041511.0,2902831.0,4519811.089490907,818986.4652543563,1291007.231503606,3.980554744461623,1.9602604507938395,0.09482679920880459,0.0662474007201907,0.04726885428817772,0.11144697469189026,0.07639600344880053,0.1170411320180555,0.12257442815844197,0.06854491048333926,0.08428767053811433,0.08131561596591774,0.05296444692397424,0.07708576355429325,4.306150492829859,0.16666213462320134,0.5082317509223832,0.09375,0.4705069702163681,0.20539011888059883,0.0037441788791560955,14829.791176322504,1968.1183767810178,0.016000000000005402,1.1620465762003143,1.1134436684739157,Catherine,REC_20260811_193525_new.csv
left,158,soft,163.328,0.9759999999999991,1.0,54347.0,4.4302049536465455,57035.469832377115,0.0,0.0,0.19540496634950105,0.5005801810164772,0.11950440928405184,0.4632790980718724,0.257953380114349,4309.0,3021.483870967742,31.900000000000006,347.66129032258067,0.11506309653449491,0.32786885245901637,0.0,0.32786885245901637,0.7191384673091958,-1.1828462775555175,8301670.014649643,7182553.0,2762332.0,3114190.0,4586740.0428006705,1085409.940216382,1631620.1723660629,1.4944868672955063,1.5987113754216438,0.09427113360237438,0.07650054448786113,0.047567954220314734,0.11077658915721819,0.07990626267802618,0.11479085260393311,0.11810048470095871,0.06687592082505925,0.08130484914483377,0.07906817842119873,0.052628488458992595,0.07820874169922917,4.488126209061227,0.31962219352284765,0.6010208510507632,0.06557377049180328,0.49070278578185755,0.15112245054547563,0.005980881330133793,16954.345313222788,2038.6971744183788,0.024440403706433144,1.0829721767690899,0.8305689778571671,Catherine,REC_20260811_193525_new.csv
left,159,soft,164.32,1.1040000000000134,1.0,46154.0,3.67880717160325,47606.272286327985,701.3888888888889,0.21972946574977933,0.20949917705149307,0.5170467905008229,0.14672003262658212,0.4300923313305291,0.3411361280787717,4253.0,3012.442857142857,1.0,429.6357142857143,0.1426203697995457,0.7681159420289855,0.0,0.7681159420289855,0.350760251234778,-1.7106004632119964,7611652.923672887,6924768.0,1290147.0,2884505.0,4424201.176381388,711499.4241219572,1263718.3766478265,0.9585284191245409,3.458701525409623,0.08300809499646704,0.056451574659388916,0.04727534843577353,0.11043244448027467,0.06789933181897938,0.11386582318099692,0.12643749021913872,0.08182727828862195,0.08144315719088922,0.08784991772220932,0.06489275433796018,0.0786167846693002,4.849860342851982,0.2626497648268193,0.580178767355473,0.11594202898550725,0.5291930188394456,0.25322165111785866,0.0025430909771084744,4654.794982953927,1928.5884179241118,0.06466323014924566,1.7057947398601458,0.9812401555608924,Catherine,REC_20260811_193525_new.csv
left,160,soft,165.44,0.9919999999999902,0.0,20109.0,1.2901637890428184,36900.531933835315,0.0,0.0,0.21824817518248174,0.5389294403892944,0.12399635133271815,0.4617473297907319,0.26853723526419676,4110.0,2993.0476190476193,-29.900000000000006,357.74603174603175,0.11952567325335962,0.0,-1.7419354838709677,-1.7419354838709677,0.7091438537753847,-1.1573354825414046,11731150.941546144,10337061.0,3059213.0,4626693.0,4632524.653349437,1134035.118055478,1552806.39241319,0.8255134744910275,3.2354164007282122,0.0844655869157094,0.06711850744052354,0.04731069886827675,0.11382993392093847,0.07681293155566868,0.1161899004041111,0.12573583224615775,0.07086263404079295,0.08779605646949014,0.08021764724599866,0.053133717291925196,0.07652655360040729,3.9749572053301008,0.2014991213393405,0.5337875893963779,0.06451612903225806,0.4558907115609161,0.15580559335516,0.004189526351159732,17877.863024795017,404.9470638066128,0.06974238309666107,2.3039872549424274,0.46002403568102807,Catherine,REC_20260811_193525_new.csv
left,161,soft,166.448,1.1359999999999957,1.0,18884.0,1.1778163847949195,36798.04462196327,68.75,0.021537838722008075,0.19731800766283525,0.5229885057471264,0.1390415617359975,0.4362419808459403,0.3187257711104948,4176.0,3022.277777777778,-34.30000000000001,409.0486111111111,0.13534447896178378,0.5492957746478874,0.0,0.5492957746478874,0.29063695745745355,-1.6963537837091074,10700990.04265255,9608910.0,1571145.0,4439768.0,4132209.1511465274,561610.8947609605,1520813.029611129,2.578077920118326,2.3250971180014517,0.0861840774985754,0.06245749159022812,0.05497601147037738,0.10660190070035477,0.06899689343945883,0.11317347107589934,0.12638094887961618,0.07794893476222864,0.08501222403999927,0.08756732413007114,0.06109262697376886,0.06960809543942206,4.396757426379203,0.2395188789974163,0.5389548000566932,0.09859154929577464,0.46757335640373165,0.2518003397033112,0.00210185983345439,15402.897725211722,386.6318015225337,0.075613050020048,1.2753725505329774,0.6536489606408524,Catherine,REC_20260811_193525_new.csv
left,162,soft,167.6,0.9279999999999973,0.0,14859.0,0.8086749136946799,34878.77414703676,93.75,0.029369780075465556,0.19481429572529782,0.5110955384256015,0.11451759871865254,0.45745915139029597,0.25033404265830195,4281.0,2994.728813559322,-42.0,329.1779661016949,0.10991912343156619,0.0,-0.7413793103448276,-0.7413793103448276,0.8410651044883205,-0.9058226963965033,9923490.531275626,8644964.0,2124589.0,4384790.0,4307120.263534524,849904.8065258071,1701485.3279155013,2.2502213340771764,2.1822908364709406,0.09734618453893565,0.07693178409521814,0.056545681960959646,0.10736944574931094,0.08367810107024207,0.10933900808765684,0.11973580698289084,0.06403907430570098,0.08014081238786795,0.08039549717299889,0.050478524412951566,0.07400007923526648,4.038925527265485,0.28532840330559606,0.5425657089295339,0.06896551724137931,0.46804824332849826,0.18976103857686372,0.006856638910610338,2746.6267189649425,48.54658415721424,0.10653324989567034,1.9324929788088494,1.0379398886588773,Catherine,REC_20260811_193525_new.csv
left,163,soft,168.544,1.103999999999985,0.057971014492753624,44292.0,3.508039117146444,46099.202531063376,0.0,0.0,0.19127358490566038,0.5169811320754717,0.11966881241043605,0.4585401360234743,0.26097783598211927,4240.0,3140.214285714286,51.099999999999994,364.5,0.116074881150058,7.75,-0.16923076923076924,7.5807692307692305,0.6069838978202055,-1.3383010341806538,8272081.056879278,6889338.0,2025629.0,4106236.0,4193207.6153864483,792780.1198020347,1769317.804272994,3.917306466469414,4.859780360031394,0.09366512749357414,0.07229715897459227,0.04965994131428701,0.11285854013602346,0.08027659622864682,0.11409594431681186,0.11669813252052863,0.06588267406682892,0.07901189636739986,0.08146850760867093,0.053786138343607126,0.08029934262902895,4.57749379345058,0.20755602191580244,0.5393103983831636,0.10144927536231885,0.44218463642335915,0.1841523093651398,0.002736833750371719,15958.637044977631,48.54658415721424,0.11199999999999682,0.7152249068279397,0.9460449599363627,Catherine,REC_20260811_193525_new.csv
left,164,soft,169.664,1.0080000000000098,0.0,47571.0,3.8087633118638813,48993.56555712189,2152.777777777778,0.6744171721032831,0.18716577540106952,0.5275517321553127,0.11247947454844007,0.4513392857142857,0.24921268347015077,4301.0,3045.0,78.4,330.2734375,0.10846418308702792,0.0,-0.7142857142857143,-0.7142857142857143,0.7324073530952124,-1.0949887992021636,8454374.627140023,7142236.0,2847853.0,3514918.0,4244513.289966385,759854.1656959743,1544922.9466478345,2.7664810135227147,4.969796255266132,0.098434934318555,0.07088464696223316,0.06079125615763547,0.1074712643678161,0.07828407224958948,0.11279248768472906,0.12066399835796388,0.062417898193760264,0.0819068144499179,0.08176826765188834,0.0500615763546798,0.07452278325123153,3.8326395413932692,0.10297862490609032,0.46133328211619234,0.06349206349206349,0.451546190914399,0.14290031947325754,0.006571217258372703,18014.47692829296,1216.746797314758,0.088121128756571,1.0543343841684898,1.4647219118556498,Catherine,REC_20260811_193525_new.csv
left,165,soft,170.688,0.9920000000000186,1.0,17937.0,1.0909649628987885,40655.0142663854,0.0,0.0,0.193843984962406,0.5072838345864662,0.11679209450892687,0.4318853355534878,0.27042384840216416,4256.0,2917.0,18.19999999999999,328.0952380952381,0.11247694141077753,1.032258064516129,0.0,1.032258064516129,0.7463135791408647,-0.9528255125003571,11054333.09758861,9640675.0,2819753.0,4615697.0,4486917.516096611,963103.3212252759,1531747.1349094922,9.148806701997122,15.924340508323738,0.10132175370433855,0.06802487878936285,0.07198088925891463,0.10403164808375642,0.07385822572658363,0.10428195961277895,0.1262549586169744,0.06678964580918643,0.08168862334100592,0.08498076410315011,0.05000244869974044,0.06678420425420768,4.2121079594502735,0.1830236893067392,0.5100745034204326,0.08064516129032258,0.4731571714615997,0.20820911845255363,0.005089728669376536,16245.572843085567,1242.9068295054444,0.06057502235518564,1.1661383990823293,3.170004778017325,Catherine,REC_20260811_193525_new.csv
left,166,soft,171.696,1.0560000000000116,0.030303030303030304,15912.0,0.9052478252645065,34501.009057707284,111.60714285714286,0.034964023899363754,0.1991850431447747,0.513902205177373,0.12255854079368993,0.4422627557308356,0.2771170287470203,4172.0,3027.6119402985073,-26.099999999999994,358.76119402985074,0.11849642593049052,1.5,-0.171875,1.328125,0.6189175145985497,-1.2256283468960774,10808268.907033078,9176417.0,1920560.0,5378057.0,4039354.9922691714,909067.6365936593,1772034.4792390752,11.676041209315908,4.280182824699253,0.09490263741681046,0.06321419768301702,0.0596992851860981,0.10718757702736012,0.07184126201626818,0.115656889327089,0.12216909046093173,0.06715306877002712,0.0843628296771013,0.08451565195957604,0.055405472023662805,0.07389203845205818,4.064063179506245,0.15279412754159621,0.48916786166768006,0.09090909090909091,0.47047882192977164,0.15619987412145975,0.0031186734487656156,17722.710768954028,1211.9740010751655,0.03330665599145561,0.3630236411111163,2.544898138876962,Catherine,REC_20260811_193525_new.csv
left,167,soft,172.768,1.0560000000000116,0.015151515151515152,58219.0,4.785314463236639,58924.24894727128,89.84375,0.028146039238987824,0.1991404011461318,0.5159980897803247,0.1332475604391446,0.4430374956837629,0.30075910444871345,4188.0,3155.3880597014927,-10.900000000000006,408.34328358208955,0.12941143081485826,2.0,-0.676923076923077,1.323076923076923,0.26179230087368366,-1.690841150938648,7338794.997818784,6527705.0,2378709.0,2364048.0,4087112.696024751,843294.6492446777,1324517.9585387118,4.729899948848696,4.004121272424172,0.09262053535530317,0.07164717067702248,0.05807644824536093,0.10592164078501118,0.07820785105789196,0.11006995851682268,0.11993226464091272,0.072796590527456,0.07719087464701457,0.08504287856355629,0.0604509699116886,0.06804281707195936,3.9093993758139427,0.16737813563986775,0.5036187833276677,0.09090909090909091,0.5006476454879013,0.07397350640118111,0.0014348045473746135,23862.880512070045,59.16319100511843,0.036950417228132006,3.6193169137094303,2.8260670927313676,Catherine,REC_20260811_193525_new.csv
left,168,soft,173.84,0.9120000000000061,0.017543859649122806,21856.0,1.4503849443253323,43012.67313246179,1656.25,0.5188661146665582,0.18663540445486518,0.5130128956623681,0.1129396286760953,0.46151795941976387,0.2447133992748763,4265.0,3040.3793103448274,-70.0,329.7844827586207,0.10846820383119167,6.0,-0.16071428571428573,5.839285714285714,0.7750208544696496,-1.073271910507272,11511771.857431028,10288192.0,2255314.0,4646241.0,4784883.2317442475,886012.3563611689,1544735.527310154,0.4544682783395788,0.7403371440558999,0.09581948713295756,0.07392453300971975,0.054048383255265335,0.10995678851322999,0.0829467738825691,0.11416452121445828,0.11832688752537683,0.063104648920847,0.08052534279978678,0.07858025881525672,0.04983497975524833,0.07876739517528439,4.18341044576132,0.2945041331603042,0.5352691102041578,0.07017543859649122,0.46984570894578565,0.14795963012552238,0.01077274095644856,22903.71568836228,898.1484418355878,0.08313843876330926,3.7236461757048587,1.082638251553388,Catherine,REC_20260811_193525_new.csv
left,207,soft,214.032,1.1199999999999761,0.02857142857142857,39224.0,3.0432418561437076,40923.68732164784,0.0,0.0,0.207773851590106,0.5180212014134276,0.12814000993761385,0.4405997533999521,0.290830870759023,4245.0,3061.3521126760565,-71.30000000000001,380.3169014084507,0.12423167522405637,4.0,-0.8382352941176471,3.161764705882353,0.6009302688015243,-1.334626502185324,7541991.006632997,6495940.0,2123367.0,3189938.0,4107929.7685850672,913541.6033736414,1542865.2978309584,9.867311176026782,10.347693872876505,0.09226338357349233,0.06688106148438505,0.05650637663556562,0.10862824122637516,0.07298165222032058,0.1110160290031101,0.1245100204273174,0.07000496880693424,0.08109276946576124,0.08673788623272419,0.05813504113067962,0.07124256979333443,4.616775020363287,0.26230467607249336,0.5800231517844896,0.1,0.4778128078776438,0.19518005909925631,0.003286525774087409,11286.205089990714,72.16878364870325,0.12008885599143243,0.3913662585199087,1.3656968279795183,Catherine,REC_20260811_193525_new.csv
left,208,soft,215.168,0.9759999999999991,0.01639344262295082,20334.0,1.3107990265577385,38648.199544092604,1554.6875,0.4870488529181371,0.19189126929278968,0.4996544574982723,0.11450738553989033,0.4547885193200681,0.2517816098590234,4341.0,3070.516129032258,-42.19999999999999,338.4274193548387,0.11021841447271657,2.0,-0.5166666666666667,1.4833333333333334,0.7613759189343203,-1.0378948315861465,11789990.3124358,9866695.0,3979176.0,5081177.0,4418048.4898820855,1073648.6770336297,1544088.5666346117,2.01913208100991,1.9787275523464558,0.0958176622612569,0.06966885886579958,0.05665749164793142,0.10845082259996218,0.07822578950686025,0.11558947744416197,0.12057445422646189,0.06358077868594121,0.0828535709032841,0.08106234110058202,0.05092660685394911,0.07659214590380939,3.7883096486498005,0.19834724177991087,0.48578212114495245,0.06557377049180328,0.4700922377369364,0.07157169928107432,0.00508767494733233,10454.971704090465,897.5992466307464,0.12079735096432155,3.0899388555672225,2.519153364581389,Catherine,REC_20260811_193525_new.csv
left,209,soft,216.16,1.039999999999992,1.0,18827.0,1.1725887912911397,41295.84571116083,87.5,0.027411794737101185,0.19600557361820714,0.5032512772875058,0.10468668794109218,0.46849393581729254,0.22345366703283692,4306.0,3119.409090909091,-15.5,314.1287878787879,0.10070137603761396,0.7230769230769231,0.0,0.7230769230769231,1.0770185744896656,-0.34218786943430235,11549307.923664473,9756739.0,3582113.0,5035973.0,4415886.276457301,979542.2640152564,1495419.1772533439,12.225129722475952,14.772789128527862,0.10023265867175699,0.07670936123294524,0.0555952224828906,0.10870357148061258,0.0855348478004284,0.11539675832155469,0.11629533565506286,0.05779066548151602,0.0821493969817516,0.07720479306006868,0.04689602245957616,0.07749136637183615,4.357244444040647,0.21969046279639637,0.5537722493281761,0.09230769230769231,0.48930116698640086,0.18870998165928185,0.004684752705273241,11366.183455027121,873.4365682761878,0.07214799604515473,3.367962699508541,2.4356805128085894,Catherine,REC_20260811_193525_new.csv
left,210,soft,217.216,0.9919999999999902,0.0,44981.0,3.571228800025466,46112.05358688767,2395.8333333333335,0.7505610463730087,0.19104410441044103,0.49527452745274525,0.10941638132950955,0.4626493236106079,0.23649960292933359,4444.0,3110.5873015873017,-19.099999999999994,327.0238095238095,0.10513249679793026,0.0,-0.3064516129032258,-0.3064516129032258,0.9560876290548839,-0.541539666817938,7049852.135011131,6535036.0,1235169.0,2338392.0,4381053.040029041,1054844.3716249347,1381696.646418698,7.407248921458021,2.456356239574049,0.09909321467389917,0.07708440706853704,0.05318242357131557,0.10728336913868151,0.0813912546500176,0.11473360310664552,0.11775451989365555,0.061051095337480286,0.08215668964672623,0.07868161476166906,0.04836528599202927,0.07922252215934315,3.740532740812108,0.15600114333044582,0.49998917019309713,0.06451612903225806,0.4814342378656023,0.10187236920811509,0.006629007751463751,14684.330503408462,1168.230018080633,0.03330665599145563,1.6923499944051288,2.3845609370671372,Catherine,REC_20260811_193525_new.csv
left,211,soft,218.224,1.1040000000000134,0.028985507246376812,50686.0,4.09444671123711,53085.20886273313,2263.888888888889,0.709225800340872,0.20123910050481872,0.49678751720972925,0.1258160894102025,0.44254509239791967,0.28430117421115897,4358.0,3227.5,34.69999999999999,394.15714285714284,0.12212459887130685,15.5,-0.8208955223880597,14.67910447761194,0.4533586898690601,-1.3884779855209646,7710586.062228603,6687752.0,1841147.0,3367089.0,4083953.728469689,931553.8409261452,1447273.4486625209,8.58350982620238,4.4456280428236425,0.0965143299767622,0.07186898306960274,0.053668252738740735,0.10422927962819518,0.07757441628859134,0.10954520305411089,0.11661834679650326,0.06947880933938254,0.07932721035741949,0.08414296779904835,0.05633728007081996,0.08069492088082328,4.324364339282333,0.23137515223754604,0.5431713241786188,0.07246376811594203,0.49304682098041114,0.1753243486638565,0.002746014441388927,16988.106731867803,1296.3076223050186,0.05619015334856,3.405449565057011,3.577005695508438,Catherine,REC_20260811_193525_new.csv
left,212,soft,219.344,1.1040000000000134,1.0,16568.0,0.9654110066413406,38236.960509433804,1289.1865079365082,0.4038733249530952,0.20155403814457265,0.5262538262302802,0.12497603636994367,0.4503838745309975,0.2774878130350415,4247.0,3129.7428571428572,1.6999999999999886,379.24285714285713,0.12117380706767328,0.6666666666666666,0.0,0.6666666666666666,0.5864653416620982,-1.3578316316794874,10141950.62221913,9459859.0,2087937.0,3001791.0,4185099.206770749,694972.506198387,1111620.0605918579,3.119865975633943,5.195854048792654,0.09207511342784894,0.07022484731744277,0.057462502624588054,0.10752138468701217,0.07792972494317196,0.11256972275221148,0.11929323267087208,0.06957212367971809,0.0821381948311591,0.08156763221077039,0.05540391269022558,0.07424160816497932,3.8355859237149823,0.1347818201456092,0.4754166612932525,0.08695652173913043,0.5592801720183646,0.11652620894473423,0.0019108020432216687,18275.13574048992,604.4448229594476,0.06466323014925149,3.65446105157603,1.7369826769343417,Catherine,REC_20260811_193525_new.csv
left,272,soft,280.864,1.0080000000000382,0.047619047619047616,35233.0,2.6772185987123893,43517.99469185132,0.0,0.0,0.20673526660430308,0.5095884003741815,0.1222765947614084,0.4531674428874386,0.26982652147782776,4276.0,3042.921875,52.69999999999999,358.8125,0.11791709243274608,7.0,-0.8166666666666667,6.183333333333334,0.7854861783594885,-1.0264556510730773,8080801.346412496,6585127.0,2678033.0,3842342.0,4442300.5370434765,960714.4819834009,1618214.8202601462,6.047811936216942,5.222489902886764,0.09717736345104161,0.07185733284723256,0.05253482723739005,0.10860757803714563,0.08204490954931269,0.11144715964815889,0.11990942094101578,0.06784700149424638,0.07921046280558879,0.08178816618484495,0.05442959326716201,0.07314618453686064,4.203807763504639,0.23503380487848735,0.5513994105780915,0.09523809523809523,0.47551819094217435,0.15250371118658224,0.006293149384011294,17033.21696959598,109.46796644262345,0.09644342037346888,1.5175065388646665,1.3201192322999211,Catherine,REC_20260811_193525_new.csv
left,273,soft,281.888,1.0080000000000382,1.0,37827.0,2.915119959217736,45030.7277533908,1840.2777777777778,0.5765179051850646,0.1944059177068886,0.5062413314840499,0.12513648256113388,0.4413537009950351,0.28352879397843345,4326.0,3033.8125,-51.599999999999994,366.7578125,0.12089007231000598,0.5238095238095238,0.0,0.5238095238095238,0.6833045093131995,-1.2321422374491338,7577746.495053658,6756169.0,1640784.0,3014009.0,4405709.171591806,618750.4984092404,1591367.2809207856,2.3260971017320924,2.6140848183099052,0.09422962032096578,0.0688181125234338,0.06164376506458458,0.10541088976329288,0.077434539873509,0.10952596773861271,0.12335448383840465,0.0688850662326693,0.08016419109618673,0.08551018726437444,0.056251416328464594,0.06877175995550154,4.50863826412479,0.26326569883299955,0.5858203680114611,0.07936507936507936,0.43345431179023175,0.2035568625860416,0.007189852335792354,6707.802123895157,1005.3047793238007,0.04618802153519357,1.850756241163379,1.263276288557331,Catherine,REC_20260811_193525_new.csv
left,274,soft,282.912,1.1520000000000437,1.0,11208.0,0.47383379295257444,29079.42483956655,218.75,0.06852948684275297,0.20813623462630085,0.5234153263954588,0.13341409389741934,0.44526334870436773,0.29962963330696873,4228.0,3098.3972602739727,18.0,401.71232876712327,0.1296516537493976,0.8055555555555556,0.0,0.8055555555555556,0.49998396779532706,-1.4789869525239767,9742227.423720615,8284554.0,2720793.0,4344473.0,3695220.050347216,751300.2126450202,1329518.9373625182,7.566074192281027,4.295820339897006,0.09054172948453244,0.0681925697333575,0.049667746912897964,0.10844758447805539,0.0781314245544537,0.11160874159419584,0.11892140434957534,0.07431150882250213,0.07888302834430527,0.08602326434789528,0.05910258507491721,0.07616841230331192,4.238500460770786,0.19647478026094436,0.5366907010562735,0.09722222222222222,0.5117921983622908,0.20776841649118608,0.0022172742556439418,14677.083168440942,1005.3047793238009,0.08313843876330926,1.6855313469869684,0.9214574919338687,Catherine,REC_20260811_193525_new.csv
right,1,soft,3.312,1.0720000000000005,1.0,17721.0,1.1232696848607655,32547.72972113416,781.25,0.30961086805716687,0.335246293639407,0.5549976087996175,0.19933387460959956,0.40058789714170573,0.49760333757384034,4182.0,2481.426470588235,-20.400000000000006,474.81617647058823,0.19134807422201416,1.626865671641791,0.0,1.626865671641791,1.3340653822551816,0.26846991309086476,8770040.647568744,7615046.0,1240056.0,4169766.0,3927366.769067864,772261.9823632529,1343568.0890146485,4.772891123433979,4.117806913194656,0.05606950461368876,0.08530434937209978,0.03600869992947605,0.08286860617410527,0.0659665633500655,0.07576879996681225,0.1512886918695959,0.11001736430065724,0.09067957827862294,0.10882023504032903,0.08931651030894232,0.047891096795605,4.495297752631733,0.14827537383742018,0.5047266342098023,0.08955223880597014,0.4941648468040281,0.18587153700941328,0.004266520428549352,0.0,0.0,0.0,0.0,0.0,Kristian,REC_20260514_174319_new.csv
right,2,soft,4.4,1.1199999999999992,0.014285714285714285,17329.0,1.0859131656881438,36035.08619387499,697.9166666666667,0.2765857087977358,0.3176051635878033,0.49432450478522144,0.21387557141264352,0.3650797190322221,0.5858325189341315,4493.0,2526.478873239437,27.200000000000003,520.8098591549295,0.20614059538410076,8.0,-1.0289855072463767,6.971014492753623,1.0803300196195722,-0.4900628521495882,9415067.424411468,8416501.0,2274862.0,3554013.0,4135305.821536601,1391841.5642786059,1424621.1429476307,7.0175786947987735,16.37354538654502,0.05311071468391124,0.08017616233693833,0.050039023302486337,0.07140706879250752,0.04840004459805998,0.07735533504292563,0.14693945813357118,0.10916490132679228,0.0877411082617906,0.11594380644441966,0.10471067008585125,0.0550117069907459,3.945010534051114,0.13936558375871233,0.47959970546351993,0.08571428571428572,0.514281628078675,0.2111232214785015,0.002055042006468945,277.18585822512665,58.925565098878906,0.03394112549695337,1.9444458619761964,3.0071688117775937,Kristian,REC_20260514_174319_new.csv
