sole_id,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,pressure_01,pressure_02,pressure_03,pressure_04,pressure_05,pressure_06,pressure_07,pressure_08,pressure_09,pressure_10,pressure_11,pressure_12,corrupt,transition,asphalt,concrete
2,1778969549984,-7322,-51935,12476,1209513,228463,908967,0,0,0,386,290,259,272,224,302,399,568,258,360,601,287,0,,,
1,1778969550000,-1445,-2120,15357,3975510,377514,397062,0,0,0,652,652,298,514,540,484,350,221,432,331,215,553,0,,,
2,1778969550000,-3340,-15171,18918,3357315,-552222,1175304,0,0,0,360,275,222,289,219,276,466,683,228,453,712,260,0,,,
1,1778969550016,-2057,-2359,16243,4684114,502131,564439,0,0,0,646,646,303,500,579,505,334,235,415,313,223,547,0,,,
2,1778969550016,703,14501,16999,4442212,-1716531,178372,0,0,0,360,273,231,298,215,286,572,746,257,565,769,239,0,,,
1,1778969550032,-2971,-3149,18243,5367061,679282,790459,0,0,0,606,606,283,499,580,495,345,275,438,292,214,514,0,,,
2,1778969550032,272,6690,21148,5652946,-1821600,-1032362,0,0,0,373,279,281,310,217,301,649,781,281,659,803,242,0,,,
1,1778969550048,-3675,-3938,24445,6265033,1020144,1018923,0,0,0,542,542,256,480,543,460,346,233,410,298,210,473,0,,,
2,1778969550048,-392,-9432,29442,5340183,-806342,-1006705,0,0,0,390,292,355,324,218,331,674,792,289,701,810,263,0,,,
1,1778969550064,-5613,-4134,30701,7184996,1304808,1204626,0,0,0,490,490,270,410,463,392,355,231,383,283,217,437,0,,,
2,1778969550064,646,-6949,25249,3277902,-442266,-458148,0,0,0,402,283,361,312,219,330,702,804,319,711,810,265,0,,,
1,1778969550080,-7839,-3555,34926,8036543,1003040,1503950,0,0,0,428,422,317,323,318,369,396,232,378,281,261,386,0,,,
2,1778969550080,90,-516,15218,1590693,-234572,-94073,0,0,0,432,308,382,327,227,328,721,792,317,704,805,262,0,,,
1,1778969550096,-7939,1665,37894,8536230,235793,2056172,0,0,0,427,383,343,311,272,375,423,236,379,290,288,380,0,,,
2,1778969550096,-473,1890,9341,1081231,266337,-97738,0,0,0,444,307,399,340,244,354,728,776,331,703,798,281,0,,,
1,1778969550112,-8092,12581,30160,7547850,1152091,2379930,0,0,0,431,378,346,317,279,376,431,244,379,296,296,368,0,,,
2,1778969550112,406,909,9289,921184,565661,-106290,0,0,0,458,306,392,358,237,347,744,769,284,695,804,310,0,,,
1,1778969550128,-11361,19564,20234,4194200,2436130,1947438,0,0,0,428,387,346,310,289,366,432,253,376,301,301,353,0,,,
2,1778969550128,1411,-138,10868,673173,445931,-41538,0,0,0,456,314,404,359,237,353,727,746,254,677,787,285,0,,,
1,1778969550144,-11227,17176,17142,-180816,1352455,555887,0,0,0,429,386,359,303,290,358,434,255,373,311,307,358,0,,,
2,1778969550144,1129,583,10758,477696,194255,-4886,0,0,0,439,309,424,365,258,381,706,734,269,636,764,327,0,,,
1,1778969550160,-7470,12562,14505,-2431243,502131,-722042,0,0,0,433,388,359,298,296,353,434,260,372,318,316,366,0,,,
2,1778969550160,823,1206,10193,522900,106290,-39095,0,0,0,444,324,412,351,242,354,686,708,267,621,762,300,0,,,
1,1778969550176,-5403,10193,10471,-2641381,475253,-1563815,0,0,0,432,395,348,295,303,351,433,268,372,316,321,368,0,,,
2,1778969550176,760,1201,9964,627969,50090,-81855,0,0,0,439,356,410,358,276,371,655,664,279,576,725,306,0,,,
1,1778969550192,-4369,9719,8131,-2861292,53756,-2002416,0,0,0,426,399,355,298,303,355,436,268,376,316,321,367,0,,,
2,1778969550192,698,1019,9940,692721,-6108,-101403,0,0,0,432,326,382,359,271,372,651,633,303,566,708,334,0,,,
1,1778969550208,-1895,9006,8284,-3648087,-646295,-2260201,0,0,0,423,408,361,300,315,358,442,273,381,320,325,361,0,,,
2,1778969550208,521,1000,9935,720820,-30543,-100181,0,0,0,430,325,372,361,266,381,623,601,308,567,684,342,0,,,
1,1778969550224,201,7346,9356,-4522846,-674395,-2373822,0,0,0,418,405,361,300,320,359,446,273,381,322,324,361,0,,,
2,1778969550224,402,1009,9911,764803,1221,-92851,0,0,0,406,354,401,359,303,380,600,580,293,552,641,338,0,,,
1,1778969550240,-186,5628,10122,-5265658,-425162,-2119702,0,0,0,426,404,364,299,318,360,449,274,385,314,322,361,0,,,
2,1778969550240,555,832,9791,816115,39095,-74525,0,0,0,402,371,428,356,319,384,587,564,306,520,611,333,0,,,
1,1778969550256,-875,4225,10964,-5918062,-592539,-1607797,0,0,0,423,398,369,298,314,357,453,273,384,314,321,359,0,,,
2,1778969550256,827,598,9566,828333,19547,-75747,0,0,0,418,374,436,372,319,403,576,534,319,492,581,332,0,,,
1,1778969550272,-894,3105,12199,-6361550,-993266,-1100779,0,0,0,418,398,369,298,313,355,453,277,382,314,321,357,0,,,
2,1778969550272,1000,354,9351,783129,-54977,-117286,0,0,0,432,378,441,403,307,410,571,489,328,473,542,326,0,,,
1,1778969550288,-827,2024,14099,-6652322,-1244943,-828333,0,0,0,418,395,365,303,307,355,458,263,374,322,318,357,0,,,
2,1778969550288,947,105,9365,704938,-140499,-173485,0,0,0,442,399,437,403,304,406,576,444,337,459,518,328,0,,,
1,1778969550304,-966,1024,16013,-6932098,-1356120,-788016,0,0,0,422,395,367,311,314,363,430,278,381,321,321,359,0,,,
2,1778969550304,851,-81,9451,636521,-204028,-211359,0,0,0,450,426,418,391,338,419,581,391,341,449,505,353,0,,,
1,1778969550320,-1005,0,17855,-7213096,-1422094,-893084,0,0,0,420,391,365,312,301,362,450,274,383,323,320,363,0,,,
2,1778969550320,808,-181,9657,610865,-234572,-239459,0,0,0,474,449,403,430,372,444,580,305,347,452,468,387,0,,,
1,1778969550336,-1277,-1139,19932,-7301061,-1508837,-1031140,0,0,0,418,387,360,309,286,362,461,263,384,324,317,367,0,,,
2,1778969550336,866,-157,10007,643851,-254119,-279776,0,0,0,517,480,414,475,407,460,577,252,362,454,427,422,0,,,
1,1778969550352,-1962,-2957,22565,-7254635,-1720196,-979827,0,0,0,426,389,348,314,285,362,461,252,379,328,312,367,0,,,
2,1778969550352,1014,-67,10394,746477,-274889,-338419,0,0,0,539,479,446,515,468,478,573,245,395,441,406,447,0,,,
1,1778969550368,-1976,-7207,25996,-7276626,-2025629,-536339,0,0,0,426,393,341,320,289,369,462,249,381,327,309,366,0,,,
2,1778969550368,1186,-215,10753,918741,-285884,-434936,0,0,0,572,498,406,525,499,504,556,199,401,413,376,463,0,,,
1,1778969550384,-928,-14510,28341,-7389025,-1977981,120951,0,0,0,416,393,343,323,294,375,461,251,386,324,308,371,0,,,
2,1778969550384,995,-416,11256,1120326,-270002,-530231,0,0,0,603,536,370,508,514,531,531,206,417,385,347,476,0,,,
1,1778969550400,325,-23866,27662,-7177666,-1600466,745255,0,0,0,414,391,342,325,297,373,462,254,387,324,306,372,0,,,
2,1778969550400,234,-512,12232,1440420,-216246,-554665,0,0,0,603,547,329,512,516,567,497,190,459,364,291,529,0,,,
1,1778969550416,2263,-33318,24398,-6195395,-1494176,1134987,0,0,0,420,394,333,336,304,368,465,259,391,328,306,362,0,,,
2,1778969550416,143,-469,14032,1973094,-95294,-476474,0,0,0,640,560,275,519,563,562,455,183,428,373,337,555,0,,,
1,1778969550432,5613,-41024,19655,-4769635,-1453859,1203404,0,0,0,422,399,331,346,312,363,466,262,404,327,307,354,0,,,
2,1778969550432,684,-449,15740,2686585,-9773,-439822,0,0,0,633,589,260,503,557,510,417,211,467,349,334,581,0,,,
1,1778969550448,9437,-44512,13826,-2946813,-1018923,673173,0,0,0,424,391,330,325,286,356,474,262,397,332,319,352,0,,,
2,1778969550448,880,-196,16659,3705508,-59864,-471587,0,0,0,645,613,261,514,566,520,345,201,425,325,299,584,0,,,
1,1778969550464,8360,-44560,10423,-1094670,-186924,-283441,0,0,0,432,335,256,330,243,328,484,320,363,386,377,324,0,,,
2,1778969550464,1474,-191,17013,4648684,-160046,-532674,0,0,0,623,603,274,514,575,545,293,161,426,327,249,557,0,,,
1,1778969550480,4962,-43522,11696,432492,315206,-950506,0,0,0,434,313,246,331,208,330,530,517,345,476,506,296,0,,,
2,1778969550480,2613,-349,18382,5645616,-215024,-707381,0,0,0,590,594,272,497,573,521,240,135,392,303,224,507,0,,,
1,1778969550496,3996,-31916,16424,2397035,1238834,-1134987,0,0,0,426,321,218,314,213,320,583,583,322,531,563,269,0,,,
2,1778969550496,3694,-153,21555,6763499,-260228,-1005484,0,0,0,536,565,268,484,538,500,234,126,375,281,189,426,0,,,
1,1778969550512,4130,-2924,17281,3770260,2838079,-762359,0,0,0,412,312,233,314,212,336,625,630,334,597,629,259,0,,,
2,1778969550512,4733,-961,27748,7926587,-466701,-1330464,0,0,0,467,504,258,457,449,443,263,140,334,290,221,362,0,,,
1,1778969550528,3713,9179,18798,3797138,3165503,-61086,0,0,0,422,281,250,318,192,347,679,679,365,637,671,287,0,,,
2,1778969550528,5848,-1383,34979,8866098,-613308,-1562593,0,0,0,400,399,236,370,337,370,281,170,297,267,227,314,0,,,
1,1778969550544,1909,2287,21636,3472158,2156354,544891,0,0,0,439,306,356,335,202,346,699,699,358,694,700,308,0,,,
2,1778969550544,5288,646,40851,9403659,-301767,-1705535,0,0,0,362,323,239,286,246,299,299,188,257,248,241,262,0,,,
1,1778969550560,-23,-4541,21445,2621833,1038470,406836,0,0,0,455,361,433,340,240,356,707,707,372,709,709,309,0,,,
2,1778969550560,7403,7705,38281,9247277,-161268,-1770287,0,0,0,351,306,258,262,217,273,312,193,241,255,269,239,0,,,
1,1778969550576,-38,-3321,17401,1672549,560774,86742,0,0,0,474,387,466,351,269,364,711,711,382,712,712,322,0,,,
2,1778969550576,11217,21555,23924,7628485,-17104,-1869247,0,0,0,350,313,258,272,226,282,313,195,240,264,279,238,0,,,
1,1778969550592,622,770,11964,923628,186924,-63529,0,0,0,493,402,476,364,289,368,713,713,372,716,716,361,0,,,
2,1778969550592,7303,28714,19621,3150842,-500909,-943175,0,0,0,355,321,251,282,240,288,318,203,240,262,280,236,0,,,
1,1778969550608,-153,914,10906,714712,-219911,-15882,0,0,0,506,424,490,370,306,373,715,715,367,715,715,389,0,,,
2,1778969550608,3321,25441,18166,-2023185,-2350609,1070235,0,0,0,362,327,263,283,243,285,323,216,249,259,285,242,0,,,
1,1778969550624,-851,469,10882,588874,-430049,-14660,0,0,0,518,441,511,376,321,380,717,716,377,705,705,402,0,,,
2,1778969550624,7307,16104,11763,-3810577,-3826459,2322509,0,0,0,368,320,262,277,229,280,311,213,242,264,287,243,0,,,
1,1778969550640,-981,708,10969,551000,-426383,-37873,0,0,0,524,444,515,387,335,386,712,699,378,693,692,415,0,,,
2,1778969550640,11122,12715,5675,-3556457,-2145358,1728748,0,0,0,368,318,259,278,231,280,309,217,238,265,291,239,0,,,
1,1778969550656,-823,1287,10892,726929,-387288,-28099,0,0,0,522,447,493,400,352,393,698,661,376,678,674,431,0,,,
2,1778969550656,6278,12691,7083,-4342030,-239459,853989,0,0,0,363,321,273,271,228,282,314,221,243,272,293,244,0,,,
1,1778969550672,-832,1301,10696,940732,-383623,-2443,0,0,0,530,453,487,406,369,411,680,631,392,650,633,457,0,,,
2,1778969550672,2584,9518,9638,-5771454,-733038,390953,0,0,0,371,321,276,279,228,286,317,215,244,283,293,245,0,,,
1,1778969550688,-904,995,10471,1095892,-378736,19547,0,0,0,524,474,484,406,381,417,671,588,397,624,588,461,0,,,
2,1778969550688,3627,5149,9614,-6575353,-1196074,-270002,0,0,0,363,326,267,272,234,281,304,216,237,254,291,231,0,,,
1,1778969550704,-890,818,10332,1164309,-370184,25656,0,0,0,524,498,466,427,380,414,652,523,400,601,547,464,0,,,
2,1778969550704,4905,2172,9451,-6612005,-538783,-1208291,0,0,0,360,328,268,270,230,284,318,227,253,253,288,236,0,,,
1,1778969550720,-899,780,10251,1227839,-366519,31764,0,0,0,533,501,449,433,386,414,647,461,411,577,511,488,0,,,
2,1778969550720,2756,1947,11926,-6482501,291993,-1547932,0,0,0,357,326,267,276,234,292,311,231,249,256,298,240,0,,,
1,1778969550736,-899,531,10131,1265712,-332310,32986,0,0,0,543,504,432,439,392,414,642,400,422,553,475,512,0,,,
2,1778969550736,2172,1856,14166,-6564357,522900,-1080009,0,0,0,361,320,263,278,231,285,313,227,244,266,300,236,0,,,
1,1778969550752,-1081,0,9801,1193630,-296880,42760,0,0,0,554,534,409,450,421,429,622,357,417,529,432,528,0,,,
2,1778969550752,3527,1426,15802,-6790377,910189,65973,0,0,0,363,322,267,279,230,282,313,217,242,267,297,231,0,,,
1,1778969550768,-1426,-263,9600,1071457,-260228,98960,0,0,0,577,535,431,488,427,425,609,320,416,513,400,542,0,,,
2,1778969550768,4292,918,17592,-7007846,1489289,1230282,0,0,0,361,315,278,284,228,292,320,213,249,270,291,238,0,,,
1,1778969550784,-1732,-435,9672,970053,-142942,194255,0,0,0,592,544,414,494,435,433,614,291,423,494,367,581,0,,,
2,1778969550784,4575,-14,19875,-7125132,1941329,2157576,0,0,0,361,315,272,285,225,291,323,197,251,278,298,249,0,,,
1,1778969550800,-1761,-636,9911,923628,68416,291993,0,0,0,608,558,421,487,450,436,617,264,432,491,347,615,0,,,
2,1778969550800,4852,-2081,23144,-7083593,2289522,2553416,0,0,0,358,314,270,274,218,289,318,191,245,274,293,257,0,,,
1,1778969550816,-1698,-713,10198,938289,238237,368962,0,0,0,623,577,397,491,472,442,618,243,436,476,329,629,0,,,
2,1778969550816,3431,-6269,27662,-7112914,2456899,2267531,0,0,0,354,309,267,277,223,290,313,194,241,269,295,257,0,,,
1,1778969550832,-1440,-823,10648,1067792,329867,444709,0,0,0,636,595,362,500,495,448,619,238,431,465,311,637,0,,,
2,1778969550832,1483,-12687,30959,-7314500,2124589,1921782,0,0,0,354,305,275,282,224,294,316,188,245,268,288,254,0,,,
1,1778969550848,-1143,-971,11155,1268156,332310,492357,0,0,0,642,612,356,509,507,450,615,233,423,462,299,651,0,,,
2,1778969550848,1091,-23072,30763,-7211875,1688431,1642005,0,0,0,358,306,271,280,217,291,322,187,247,269,278,246,0,,,
1,1778969550864,-741,-1062,11691,1524719,260228,510683,0,0,0,649,628,340,519,511,457,605,216,421,457,293,663,0,,,
2,1778969550864,942,-36166,28073,-6425080,1550375,1158200,0,0,0,360,310,258,280,218,287,326,187,246,273,280,243,0,,,
1,1778969550880,-4,-1229,12065,1833817,119729,459370,0,0,0,659,634,302,530,525,470,586,207,416,454,287,657,0,,,
2,1778969550880,-670,-48150,22522,-4710992,1372003,415388,0,0,0,359,316,258,278,221,287,327,182,253,280,287,247,0,,,
1,1778969550896,459,-1316,12754,2146580,-25656,342084,0,0,0,650,638,278,540,538,483,551,206,414,433,266,642,0,,,
2,1778969550896,-2699,-53639,15448,-2521651,687834,184481,0,0,0,354,311,255,279,220,280,341,204,257,279,303,242,0,,,
1,1778969550912,-181,-1234,14314,2569299,-109955,197920,0,0,0,645,643,246,541,526,481,506,211,435,409,241,632,0,,,
2,1778969550912,-2794,-55075,10902,-420275,375071,641408,0,0,0,350,292,243,290,228,274,392,329,247,297,396,232,0,,,
1,1778969550928,-1588,-1373,15582,3183829,-52534,211359,0,0,0,644,641,247,528,537,475,465,214,411,382,231,621,0,,,
2,1778969550928,-3402,-43292,15635,1775174,464257,1530828,0,0,0,359,298,226,280,233,269,460,571,226,356,578,220,0,,,
1,1778969550944,-2091,-1459,16300,3918089,42760,324980,0,0,0,636,636,239,549,544,474,397,238,427,364,231,610,0,,,
2,1778969550944,-4517,-11328,19674,3491705,-443488,1968207,0,0,0,354,291,206,293,232,253,464,659,207,408,684,221,0,,,
1,1778969550960,-2096,-1296,16874,4812396,169820,491135,0,0,0,618,618,249,539,550,486,352,217,444,335,209,578,0,,,
2,1778969550960,-6288,16429,16252,4333478,-2030516,1123992,0,0,0,352,284,234,293,212,267,531,704,241,511,750,242,0,,,
1,1778969550976,-2703,-1823,18994,5659055,238237,671951,0,0,0,587,587,250,512,545,494,339,228,444,306,200,527,0,,,
2,1778969550976,-5206,6125,17592,4952895,-1984090,-616973,0,0,0,354,276,330,318,213,312,591,755,240,601,778,246,0,,,
1,1778969550992,-3718,-2589,23962,6616892,315206,856433,0,0,0,536,536,248,478,502,477,332,225,451,272,194,483,0,,,
2,1778969550992,-392,-6235,23460,4681671,-1004262,-1339016,0,0,0,395,292,329,343,234,308,662,758,256,691,794,257,0,,,
1,1778969551008,-6432,-2627,30543,7714006,343306,1081231,0,0,0,482,482,242,431,465,428,340,223,405,266,207,448,0,,,
2,1778969551008,3527,-7025,24847,3127630,-375071,-756251,0,0,0,411,318,376,327,233,316,652,749,256,702,798,247,0,,,
1,1778969551024,-7992,-904,34567,8603426,-83077,1481959,0,0,0,448,431,240,361,372,358,408,235,377,287,243,382,0,,,
2,1778969551024,1416,-1253,17123,1599245,-428827,-58643,0,0,0,392,320,398,319,225,330,686,743,255,704,803,262,0,,,
1,1778969551040,-7633,2196,38276,9290038,-722042,1953547,0,0,0,443,397,274,327,296,341,435,258,368,302,297,355,0,,,
2,1778969551040,-904,1311,10002,962723,-54977,-15882,0,0,0,456,333,380,347,243,320,722,745,234,708,792,253,0,,,
1,1778969551056,-7614,12620,31964,9112887,-844215,2563190,0,0,0,442,378,286,327,280,341,425,265,364,309,315,346,0,,,
2,1778969551056,-57,737,9102,823446,350636,-108734,0,0,0,465,345,421,367,241,344,732,741,265,688,788,295,0,,,
1,1778969551072,-7901,22225,20799,6657209,-277332,2845410,0,0,0,441,368,283,324,279,336,428,267,361,316,315,343,0,,,
2,1778969551072,1143,105,10519,692721,334754,-84299,0,0,0,463,345,414,373,250,352,721,722,251,674,777,275,0,,,
1,1778969551088,-6561,24091,17042,1127657,241902,2021963,0,0,0,444,365,288,320,273,329,440,272,356,320,321,341,0,,,
2,1778969551088,1072,526,10902,593761,178372,-46425,0,0,0,457,364,403,378,269,360,715,701,247,654,763,276,0,,,
1,1778969551104,-3943,17042,17056,-4196644,904080,370184,0,0,0,446,363,293,321,274,325,446,273,353,319,324,335,0,,,
2,1778969551104,583,1095,10447,634078,114842,-54977,0,0,0,445,376,408,381,289,360,692,671,259,624,743,298,0,,,
1,1778969551120,-4996,10102,11820,-4632801,1490511,-515570,0,0,0,445,366,291,310,282,325,451,284,352,319,332,334,0,,,
2,1778969551120,531,990,10088,747699,147829,-78190,0,0,0,428,366,421,375,286,367,661,632,275,606,714,309,0,,,
1,1778969551136,-6379,8049,7169,-3804468,777020,-747699,0,0,0,448,383,292,310,308,324,439,316,355,320,348,334,0,,,
2,1778969551136,607,856,10002,821002,147829,-85521,0,0,0,413,366,417,369,273,372,641,581,291,575,670,297,0,,,
1,1778969551152,-4134,8370,7068,-3838677,-564439,-907745,0,0,0,452,393,300,310,306,328,439,305,352,324,344,336,0,,,
2,1778969551152,617,856,10007,873537,118507,-86742,0,0,0,407,382,381,365,273,367,618,538,310,529,617,290,0,,,
1,1778969551168,-478,7039,9313,-4794070,-767246,-1445307,0,0,0,451,392,292,314,307,328,446,288,356,324,340,344,0,,,
2,1778969551168,607,760,9920,923628,92851,-84299,0,0,0,408,388,362,362,281,365,602,504,312,495,570,294,0,,,
1,1778969551184,-186,5106,10490,-5522221,-223576,-1824043,0,0,0,451,387,295,316,290,329,450,282,354,325,336,335,0,,,
2,1778969551184,693,488,9700,933402,64751,-85521,0,0,0,410,388,391,375,300,372,595,460,287,463,536,294,0,,,
1,1778969551200,-2033,3340,10897,-5936388,-100181,-1750739,0,0,0,451,381,299,320,285,335,452,279,360,326,336,340,0,,,
2,1778969551200,894,358,9495,886976,17104,-113620,0,0,0,408,390,397,389,322,396,573,428,295,457,506,317,0,,,
1,1778969551216,-1957,2225,12390,-6207612,-735481,-1286482,0,0,0,448,376,292,319,285,335,442,274,355,328,328,341,0,,,
2,1778969551216,1019,114,9447,824668,-37873,-172263,0,0,0,433,407,424,390,314,402,581,361,328,449,480,317,0,,,
1,1778969551232,-1033,1521,14544,-6546031,-1011592,-938289,0,0,0,450,376,295,323,287,338,455,275,355,332,328,339,0,,,
2,1778969551232,1000,-368,9461,752585,-96516,-219911,0,0,0,436,423,390,398,336,417,582,287,360,424,453,326,0,,,
1,1778969551248,-961,765,16621,-7017619,-961501,-775798,0,0,0,448,375,295,322,286,334,459,276,356,335,331,341,0,,,
2,1778969551248,961,-550,9533,691499,-157603,-255341,0,0,0,469,442,411,414,419,451,577,258,394,415,411,388,0,,,
1,1778969551264,-1727,-612,18458,-7367034,-1084896,-786794,0,0,0,447,374,292,319,288,335,461,277,360,330,332,341,0,,,
2,1778969551264,1014,-406,9758,690277,-218689,-311541,0,0,0,528,443,368,453,452,454,588,240,408,403,385,387,0,,,
1,1778969551280,-2325,-2191,20693,-7376808,-1370781,-863763,0,0,0,445,373,298,320,293,348,461,273,367,328,328,342,0,,,
2,1778969551280,1057,-387,10136,775798,-250454,-394618,0,0,0,489,460,371,475,476,487,562,205,391,398,349,428,0,,,
1,1778969551296,-2675,-4570,24034,-7261965,-1743409,-907745,0,0,0,444,370,294,325,296,349,463,263,371,330,319,354,0,,,
2,1778969551296,851,-531,10605,919963,-256563,-463035,0,0,0,540,506,374,501,515,529,513,289,428,398,303,449,0,,,
1,1778969551312,-2613,-9045,26886,-7352374,-2085493,-795346,0,0,0,444,373,279,329,298,341,468,257,370,333,311,367,0,,,
2,1778969551312,478,-698,10988,1123992,-224798,-477696,0,0,0,578,513,363,506,521,527,545,200,435,388,281,490,0,,,
1,1778969551328,-1651,-17037,27733,-7442782,-2268753,-416610,0,0,0,443,380,270,332,313,340,471,256,369,331,306,368,0,,,
2,1778969551328,-38,-746,11485,1379333,-112399,-427605,0,0,0,626,551,313,544,574,535,523,202,453,366,274,503,0,,,
1,1778969551344,1081,-28389,26274,-6872233,-2119702,230907,0,0,0,441,381,264,338,333,342,472,264,371,330,306,359,0,,,
2,1778969551344,-138,-703,12610,1703092,37873,-337197,0,0,0,627,567,255,538,568,530,491,212,445,341,274,519,0,,,
1,1778969551360,4503,-38425,22904,-5665164,-1563815,772133,0,0,0,447,394,272,345,318,344,469,296,378,338,321,338,0,,,
2,1778969551360,813,-727,14764,2287079,167377,-268780,0,0,0,632,584,257,525,583,540,450,214,454,332,283,545,0,,,
1,1778969551376,6537,-44680,16477,-3914424,-604756,764803,0,0,0,445,387,275,350,315,343,471,295,376,329,328,340,0,,,
2,1778969551376,1507,-670,16252,3150842,90408,-342084,0,0,0,640,593,260,523,582,549,388,186,449,328,260,555,0,,,
1,1778969551392,5642,-47231,10366,-1969429,-217468,90408,0,0,0,444,370,266,355,294,343,477,288,373,349,329,343,0,,,
2,1778969551392,2077,-641,16802,4056145,-53756,-467922,0,0,0,632,584,242,530,584,542,325,151,430,325,227,536,0,,,
1,1778969551408,3546,-48016,8719,-349414,-288328,-659734,0,0,0,433,302,218,321,202,308,539,499,336,452,514,332,0,,,
2,1778969551408,2857,-837,17650,5028642,-160046,-679282,0,0,0,595,579,250,536,593,545,277,129,425,310,220,510,0,,,
1,1778969551424,3330,-41545,14252,1626123,151494,-1229060,0,0,0,425,290,200,318,204,308,587,584,323,503,556,284,0,,,
2,1778969551424,3785,-497,20521,6211277,-178372,-1015258,0,0,0,521,554,261,523,568,541,255,118,414,294,202,441,0,,,
1,1778969551440,4828,-12581,17023,3557679,2041511,-1126435,0,0,0,423,303,213,321,209,333,637,637,347,560,613,256,0,,,
2,1778969551440,4608,-737,25963,7545407,-235793,-1384220,0,0,0,456,474,242,484,485,485,250,108,381,289,182,355,0,,,
1,1778969551456,5192,8925,19645,4192978,3207042,-384845,0,0,0,433,289,239,326,198,339,663,663,348,639,661,237,0,,,
2,1778969551456,5111,-1268,33797,8594873,-208915,-1584584,0,0,0,402,378,233,399,352,391,272,123,328,279,216,299,0,,,
1,1778969551472,2694,4986,23110,3799581,2682920,709825,0,0,0,445,304,360,330,201,352,688,688,368,691,695,291,0,,,
2,1778969551472,5589,-636,40387,9315694,339641,-1689653,0,0,0,343,326,229,302,250,302,325,172,254,267,275,238,0,,,
1,1778969551488,-440,-4422,23014,2795319,1590693,657290,0,0,0,458,352,438,338,239,372,710,710,361,714,714,311,0,,,
2,1778969551488,6972,4158,41469,9370672,1257160,-1837482,0,0,0,356,353,240,283,257,278,365,195,248,274,322,239,0,,,
1,1778969551504,-536,-4785,18851,1743409,897971,164933,0,0,0,474,406,480,356,289,385,718,718,353,722,722,339,0,,,
2,1778969551504,8178,18592,29365,7908261,1481959,-2185675,0,0,0,366,341,238,290,242,277,353,183,248,280,319,239,0,,,
1,1778969551520,1191,449,12500,1026253,348193,-153938,0,0,0,493,431,507,372,325,395,721,721,359,725,725,374,0,,,
2,1778969551520,4967,29571,20803,3218038,-425162,-1499063,0,0,0,370,319,254,278,226,277,332,184,250,286,323,240,0,,,
1,1778969551536,507,1067,11045,851546,-162490,-47647,0,0,0,503,452,522,390,361,408,724,722,373,722,722,399,0,,,
2,1778969551536,5034,25010,16420,-1297477,-2741563,344527,0,0,0,394,317,253,288,224,278,337,186,256,300,334,245,0,,,
1,1778969551552,-579,617,10926,766025,-502131,3665,0,0,0,507,470,527,396,370,408,723,707,389,710,710,415,0,,,
2,1778969551552,8647,17181,10236,-2995683,-3327993,1343903,0,0,0,393,333,252,300,253,290,347,205,256,296,348,243,0,,,
1,1778969551568,-1062,650,11098,812450,-542448,-18325,0,0,0,513,477,525,399,362,401,715,680,405,695,693,426,0,,,
2,1778969551568,9801,14237,5455,-3062878,-1728748,1023810,0,0,0,387,319,259,286,222,283,336,198,257,296,319,236,0,,,
1,1778969551584,-875,1038,10954,981049,-474031,-10995,0,0,0,517,487,518,421,381,411,700,648,426,681,667,439,0,,,
2,1778969551584,4857,14122,6829,-4046371,-520457,533896,0,0,0,386,312,256,277,211,270,336,195,249,288,337,243,0,,,
1,1778969551600,-871,942,10701,1112996,-437379,18325,0,0,0,519,494,507,427,388,425,683,598,435,664,628,457,0,,,
2,1778969551600,2158,11500,8499,-5279097,-524122,344527,0,0,0,389,315,253,282,220,274,330,195,238,281,344,232,0,,,
1,1778969551616,-981,646,10442,1159422,-393397,46425,0,0,0,540,512,493,430,388,434,663,532,434,628,595,476,0,,,
2,1778969551616,2900,7461,8959,-6101322,-653625,64751,0,0,0,389,325,267,284,227,285,333,200,243,281,349,237,0,,,
1,1778969551632,-842,603,10337,1165530,-345749,45204,0,0,0,541,523,476,432,394,418,645,449,447,602,541,506,0,,,
2,1778969551632,2684,4469,10126,-6464175,-1221,-559552,0,0,0,389,328,272,292,227,289,342,198,244,283,345,236,0,,,
1,1778969551648,-732,512,10318,1199739,-339641,28099,0,0,0,544,537,444,443,388,418,632,392,431,566,486,514,0,,,
2,1778969551648,1426,3053,12050,-6614448,459370,-901637,0,0,0,388,332,274,294,227,288,350,201,244,284,344,232,0,,,
1,1778969551664,-875,311,10189,1209513,-359188,25656,0,0,0,573,525,432,449,397,419,618,348,431,537,428,535,0,,,
2,1778969551664,1024,2440,14127,-6666983,640186,-764803,0,0,0,385,331,272,293,223,284,349,202,241,281,345,228,0,,,
1,1778969551680,-1296,-28,9877,1130100,-340862,90408,0,0,0,573,546,415,516,456,407,601,320,441,506,431,539,0,,,
2,1778969551680,1598,2124,16286,-6774495,889419,-153938,0,0,0,385,326,271,295,222,287,348,202,243,282,346,231,0,,,
1,1778969551696,-1636,-425,9715,1037249,-205250,189368,0,0,0,588,545,403,480,453,426,606,290,443,489,403,570,0,,,
2,1778969551696,2215,1622,18444,-6987076,1200961,658512,0,0,0,385,322,281,293,225,295,346,203,253,284,348,240,0,,,
1,1778969551712,-1751,-717,9815,984714,32986,283441,0,0,0,605,568,393,474,455,445,608,273,421,476,368,596,0,,,
