sole_id,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,pressure_01,pressure_02,pressure_03,pressure_04,pressure_05,pressure_06,pressure_07,pressure_08,pressure_09,pressure_10,pressure_11,pressure_12,corrupt,transition,asphalt,concrete
2,1778969534320,1081,-196,10031,717155,-3665,-125838,0,0,0,548,511,454,415,366,508,564,257,359,454,431,476,0,,,
1,1778969534336,153,-1464,9116,-2453234,-1051909,-985936,0,0,0,453,334,360,310,236,363,492,340,375,363,390,423,0,,,
2,1778969534336,1244,-296,10088,737925,0,-131946,0,0,0,555,530,428,432,388,483,551,232,355,451,423,465,0,,,
1,1778969534352,789,-2957,9179,-2108706,-993266,-537561,0,0,0,452,340,363,309,241,360,492,328,373,362,382,417,0,,,
2,1778969534352,1383,-368,10275,774577,-48869,-155159,0,0,0,573,536,415,448,417,462,544,228,347,442,404,466,0,,,
1,1778969534368,1622,-4364,9987,-1701870,-874759,-70860,0,0,0,443,340,365,307,241,360,496,304,371,359,374,409,0,,,
2,1778969534368,1220,-416,10452,871093,-114842,-180816,0,0,0,601,511,403,453,427,461,526,236,383,454,375,493,0,,,
1,1778969534384,1976,-6446,10605,-1345125,-604756,307876,0,0,0,438,342,369,304,239,360,490,286,374,346,366,406,0,,,
2,1778969534384,899,-507,10495,990823,-140499,-179594,0,0,0,614,515,388,457,461,469,506,238,378,449,405,533,0,,,
1,1778969534400,119,-10275,9375,-814894,-409279,426383,0,0,0,433,350,373,298,243,350,486,291,374,331,355,406,0,,,
2,1778969534400,679,-684,10500,1089783,-98960,-136833,0,0,0,625,522,363,476,471,493,498,213,366,423,402,549,0,,,
1,1778969534416,-3972,-15137,7059,784350,-866206,299323,0,0,0,422,352,376,297,247,347,486,283,367,333,341,411,0,,,
