sole_id,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,pressure_01,pressure_02,pressure_03,pressure_04,pressure_05,pressure_06,pressure_07,pressure_08,pressure_09,pressure_10,pressure_11,pressure_12,corrupt,compact ground
1,1778968574160,-3665,14,11887,230907,-196698,135612,0,0,0,470,381,407,329,235,363,550,442,357,503,535,399,0,
1,1778968574176,-2268,3048,10859,-177150,248011,-98960,0,0,0,476,384,423,331,231,360,577,465,357,528,541,389,0,
1,1778968574192,-569,1143,10189,-10995,378736,-134390,0,0,0,490,395,428,332,236,355,589,479,351,522,563,401,0,
1,1778968574208,-397,-177,10179,145385,196698,-47647,0,0,0,489,414,438,342,250,349,613,493,341,537,584,420,0,
1,1778968574224,-871,-138,10035,90408,74525,-35430,0,0,0,492,434,454,336,257,354,623,511,339,539,590,414,0,
1,1778968574240,-1196,311,9839,-91629,96516,-103847,0,0,0,520,425,485,347,257,362,628,544,349,553,605,411,0,
1,1778968574256,-1024,536,9815,-155159,140499,-129503,0,0,0,529,455,506,347,279,361,657,564,358,595,626,423,0,
1,1778968574272,-1014,717,9930,-106290,171042,-107512,0,0,0,524,465,511,344,294,377,646,597,361,609,633,441,0,
1,1778968574288,-1095,492,10165,-40317,207694,-58643,0,0,0,534,491,530,360,313,383,649,592,357,609,649,441,0,
1,1778968574304,-914,268,10208,-102625,216246,-45204,0,0,0,551,505,547,347,294,369,674,562,357,636,653,479,0,
1,1778968574320,-679,397,10160,-186924,178372,-58643,0,0,0,558,505,583,379,321,400,682,594,364,666,660,463,0,
1,1778968574336,-655,655,10260,-223576,111177,-79412,0,0,0,584,508,582,384,334,398,687,604,369,686,669,471,0,
1,1778968574352,-880,933,10586,-119729,61086,-68416,0,0,0,584,510,577,396,340,400,701,596,371,701,674,482,0,
1,1778968574368,-1000,985,10777,63529,36651,-34208,0,0,0,583,514,598,401,358,406,706,594,388,700,671,482,0,
1,1778968574384,-866,760,10610,212581,8552,-4886,0,0,0,588,525,606,410,362,406,708,593,393,695,669,483,0,
