sole_id,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,pressure_01,pressure_02,pressure_03,pressure_04,pressure_05,pressure_06,pressure_07,pressure_08,pressure_09,pressure_10,pressure_11,pressure_12,corrupt
1,1768494979568,-1780,-387,9748,-6108,-31764,3665,0,0,0,357,474,269,446,347,521,619,413,444,487,428,560,0
1,1768494979584,-1785,-392,9753,-14660,-30543,3665,0,0,0,366,478,250,447,348,513,621,411,435,488,432,568,0
1,1768494979600,-1775,-392,9758,-25656,-28099,3665,0,0,0,362,474,235,443,344,506,621,406,428,494,430,567,0
1,1768494979616,-1775,-382,9753,-37873,-28099,1221,0,0,0,358,471,227,441,346,502,621,409,429,490,430,560,0
1,1768494979632,-1775,-378,9753,-48869,-30543,0,0,0,0,354,465,224,438,344,500,623,413,434,488,430,556,0
1,1768494979648,-1780,-358,9758,-59864,-31764,0,0,0,0,350,460,226,430,337,497,625,411,434,485,435,558,0
1,1768494979664,-1799,-325,9782,-58643,-32986,1221,0,0,0,346,461,230,422,332,494,624,407,430,480,437,559,0
1,1768494979680,-1794,-306,9806,-42760,-31764,3665,0,0,0,347,463,236,421,330,496,620,407,426,481,438,559,0
1,1768494979696,-1785,-301,9815,-24434,-31764,4886,0,0,0,351,460,244,424,334,501,620,407,426,486,437,560,0
1,1768494979712,-1785,-301,9796,-10995,-36651,6108,0,0,0,350,454,247,426,341,506,625,408,428,484,431,558,0
1,1768494979728,-1785,-301,9786,-2443,-39095,6108,0,0,0,347,452,244,428,340,507,625,415,426,481,431,555,0
1,1768494979744,-1794,-306,9786,1221,-40317,9773,0,0,0,346,457,244,424,334,499,628,422,429,481,434,554,0
1,1768494979760,-1794,-306,9777,1221,-36651,9773,0,0,0,347,458,247,429,335,496,628,416,423,478,429,549,0
1,1768494979776,-1799,-306,9777,0,-34208,9773,0,0,0,353,459,247,432,334,495,631,421,421,483,432,552,0
1,1768494979792,-1799,-306,9786,0,-31764,9773,0,0,0,349,453,239,433,333,494,632,427,424,487,434,554,0
1,1768494979808,-1785,-301,9791,2443,-31764,9773,0,0,0,352,455,244,435,331,497,629,422,423,486,433,549,0
1,1768494979824,-1775,-301,9796,7330,-32986,9773,0,0,0,353,457,246,434,331,496,628,423,423,490,433,550,0
1,1768494979840,-1780,-296,9791,8552,-35430,8552,0,0,0,351,459,246,434,332,496,630,426,422,487,432,549,0
1,1768494979856,-1789,-296,9786,8552,-36651,7330,0,0,0,346,459,242,435,333,497,632,428,422,484,431,548,0
1,1768494979872,-1794,-296,9786,7330,-35430,7330,0,0,0,343,459,238,431,332,495,631,428,421,484,429,546,0
1,1768494979888,-1789,-296,9786,7330,-35430,7330,0,0,0,342,457,234,428,331,495,628,428,418,484,431,546,0
1,1768494979904,-1780,-296,9786,7330,-34208,8552,0,0,0,338,456,232,429,332,499,626,428,418,485,438,550,0
1,1768494979920,-1780,-296,9786,6108,-34208,8552,0,0,0,336,458,232,427,330,499,628,430,421,485,437,550,0
1,1768494979936,-1785,-301,9786,3665,-34208,7330,0,0,0,337,459,234,430,330,500,627,433,422,487,436,552,0
1,1768494979952,-1789,-291,9796,3665,-34208,7330,0,0,0,336,459,228,432,331,499,625,432,419,486,434,553,0
1,1768494979968,-1794,-287,9801,6108,-34208,7330,0,0,0,342,458,229,433,331,496,626,428,426,487,432,553,0
1,1768494979984,-1789,-287,9801,8552,-35430,8552,0,0,0,338,457,227,438,330,497,627,432,417,488,430,550,0
1,1768494980000,-1789,-282,9791,10995,-34208,8552,0,0,0,341,461,229,437,330,495,627,433,412,489,434,554,0
1,1768494980016,-1794,-277,9791,12217,-34208,8552,0,0,0,341,459,227,436,331,494,626,433,412,488,433,552,0
