foot,step_id,contact_time_sec,peak_time_sec,walk_time_s,contact_pressure,peak_pressure,pressure_rise,time_to_peak_sec,loading_rate,n_sensors,contact_timestamp,lat,lon
left,112,137.576,137.672,134.024,142.5,224.0,81.5,0.09600000000000364,696.8749999999316,2,1777057884520,42.338474756106734,-71.09130864031613
left,113,138.688,138.824,135.136,144.5,215.5,71.0,0.13599999999999568,458.4821428571539,2,1777057885632,42.33848766423762,-71.09131635166705
left,114,142.01600000000002,142.064,138.464,149.0,213.5,64.5,0.04799999999998761,981.2500000002728,2,1777057888960,42.33851817436516,-71.09135088510811
left,115,143.152,143.264,139.6,143.0,214.5,71.5,0.11199999999999477,863.1944444446071,2,1777057890096,42.33852747827768,-71.09135373495519
left,116,144.24,144.344,140.688,151.5,233.0,81.5,0.10400000000001342,910.9374999998656,2,1777057891184,42.33854005113244,-71.09136119484901
left,117,145.38400000000001,145.488,141.832,153.0,218.0,65.0,0.1039999999999992,524.218749999955,2,1777057892328,42.33855572529137,-71.09137485735118
left,118,146.49599999999998,146.544,142.944,145.5,211.0,65.5,0.04800000000001603,1118.7499999994254,2,1777057893440,42.338573494926095,-71.09138139523566
left,119,147.816,147.928,144.264,134.5,354.0,219.5,0.11199999999999477,2000.0000000001355,2,1777057894760,42.33859905973077,-71.09139371663332
left,120,148.744,148.776,145.192,151.5,185.5,34.0,0.031999999999996476,1750.000000000859,2,1777057895688,42.33861045911908,-71.09138793312013
left,121,151.024,151.096,147.472,148.0,211.5,63.5,0.07200000000000273,806.2499999998906,2,1777057897968,42.338640885427594,-71.09136773273349
left,122,152.128,152.192,148.576,150.5,217.0,66.5,0.06399999999999295,880.2083333334665,2,1777057899072,42.33865044079721,-71.09137519262731
left,123,153.256,153.36,149.704,140.0,211.0,71.0,0.1039999999999992,730.6547619047387,2,1777057900200,42.33866007998586,-71.09137745574117
left,124,154.36,154.44,150.808,141.5,230.5,89.0,0.0799999999999983,1304.6874999997829,2,1777057901304,42.338670222088695,-71.09138525091112
left,125,155.528,155.57600000000002,151.976,151.5,240.5,89.0,0.04800000000001603,1820.312499999392,2,1777057902472,42.33867206610739,-71.09139522537589
left,126,156.648,156.8,153.096,142.5,213.0,70.5,0.15200000000000102,444.7916666666737,2,1777057903592,42.33868799172342,-71.09141659922898
left,127,157.792,157.89600000000002,154.24,137.0,207.0,70.0,0.1039999999999992,525.1736111111016,2,1777057904736,42.33870266005397,-71.09142623841763
left,128,158.944,159.024,155.392,136.5,204.5,68.0,0.0800000000000125,849.9999999998671,2,1777057905888,42.338716238737106,-71.09143353067338
left,129,160.04,160.096,156.488,148.5,209.0,60.5,0.056000000000011596,821.8749999998521,2,1777057906984,42.338731829077005,-71.09143705107272
left,130,161.176,161.312,157.624,147.0,213.5,66.5,0.1360000000000099,513.8888888888347,2,1777057908120,42.33874297700822,-71.0914486180991
left,131,162.304,162.36,158.752,152.0,221.5,69.5,0.055999999999997385,854.1666666667269,2,1777057909248,42.33873954042792,-71.09145892784
left,132,163.432,163.496,159.88,149.0,212.5,63.5,0.06400000000002137,888.3928571422925,2,1777057910376,42.3387267999351,-71.09146798029542
left,133,164.56,164.72,161.008,149.0,221.0,72.0,0.1599999999999966,450.0000000000096,2,1777057911504,42.33873954042792,-71.09151156619191
left,134,165.68,165.736,162.128,146.0,212.0,66.0,0.056000000000011596,881.2499999998456,2,1777057912624,42.338740630075336,-71.09153059311211
left,135,166.808,166.912,163.256,142.5,225.5,83.0,0.10400000000001342,683.5937499999193,2,1777057913752,42.3387426417321,-71.09155003912747
left,136,167.928,167.99200000000002,164.376,136.5,213.5,77.0,0.06400000000000716,1020.833333333191,2,1777057914872,42.338743479922414,-71.09156621620059
left,137,169.024,169.07999999999998,165.472,137.0,206.5,69.5,0.055999999999997385,958.3333333334635,2,1777057915968,42.33874037861824,-71.0915828961879
left,138,170.144,170.272,166.592,138.5,215.5,77.0,0.12800000000001432,754.1666666666296,2,1777057917088,42.33873836696148,-71.09160024672747
left,139,171.272,171.328,167.72,133.5,225.5,92.0,0.056000000000011596,1299.9999999997524,2,1777057918216,42.33873258344829,-71.09161717817187
left,140,172.392,172.44799999999998,168.84,146.5,211.5,65.0,0.055999999999997385,807.2916666667286,2,1777057919336,42.338736187666655,-71.09163612127304
left,141,173.512,173.57600000000002,169.96,145.5,210.0,64.5,0.06400000000000716,864.5833333332155,2,1777057920456,42.33873291872442,-71.09165565110743
left,142,174.648,174.712,171.096,138.0,205.0,67.0,0.06400000000000716,879.1666666665416,2,1777057921592,42.33872713521123,-71.09168632887304
left,143,175.784,175.904,172.232,143.5,209.5,66.0,0.12000000000000455,440.6249999999994,2,1777057922728,42.338729817420244,-71.09170996583998
left,144,176.952,177.008,173.4,144.5,206.5,62.0,0.056000000000011596,831.2499999998535,2,1777057923896,42.33873057179153,-71.09172413125634
left,145,178.096,178.16,174.544,132.0,203.0,71.0,0.06400000000000716,874.9999999999067,2,1777057925040,42.3387339245528,-71.09174575656652
left,146,180.36,180.4,176.808,139.5,208.5,69.0,0.04000000000000625,1382.8124999996112,2,1777057927304,42.33875487931073,-71.09178045764565
left,147,181.512,181.57600000000002,177.96,145.0,213.0,68.0,0.06400000000000716,1062.499999999666,2,1777057928456,42.338766446337104,-71.09179772436619
left,148,182.61599999999999,182.736,179.064,150.0,255.0,105.0,0.12000000000000455,1018.7500000000983,2,1777057929560,42.338775247335434,-71.09182303771377
left,149,183.752,183.84,180.2,140.0,206.0,66.0,0.08799999999999386,815.6250000001511,2,1777057930696,42.3387838806957,-71.09183016233146
left,150,184.888,184.98399999999998,181.336,139.5,214.0,74.5,0.09599999999998943,628.1250000001216,2,1777057931832,42.338799219578505,-71.09184298664331
left,151,186.04000000000002,186.16,182.488,147.0,215.5,68.5,0.11999999999999034,800.0000000001493,2,1777057932984,42.338811876252294,-71.09185664914548
left,152,187.152,187.2,183.6,146.5,215.5,69.0,0.04799999999998761,987.500000000252,2,1777057934096,42.33882587403059,-71.09187408350408
left,153,189.416,189.552,185.864,148.0,222.0,74.0,0.13599999999999568,486.6071428571553,2,1777057936360,42.338852444663644,-71.0918955411762
left,154,190.568,190.608,187.016,147.5,213.5,66.0,0.03999999999999204,1148.4375000001958,2,1777057937512,42.33887683600187,-71.09191532246768
left,155,191.72,191.792,188.168,147.5,215.0,67.5,0.07200000000000273,860.9374999998882,2,1777057938664,42.33888169750571,-71.09192756004632
left,156,193.0,193.05599999999998,189.448,148.5,215.5,67.0,0.055999999999997385,931.250000000102,2,1777057939944,42.338892593979836,-71.09193552285433
left,157,195.088,195.16,191.536,144.0,221.5,77.5,0.07200000000000273,981.2499999998633,2,1777057942032,42.33891732059419,-71.09195563942194
left,158,196.208,196.312,192.656,141.0,207.5,66.5,0.1039999999999992,812.4999999998813,2,1777057943152,42.338935593143106,-71.09196209348738
left,159,197.32,197.40800000000002,193.768,145.5,212.5,67.0,0.08799999999999386,829.1666666668217,2,1777057944264,42.33895529061556,-71.09196905046701
left,160,198.432,198.56,194.88,145.5,214.5,69.0,0.12800000000001432,443.74999999993435,2,1777057945376,42.33896803110838,-71.09197885729373
left,161,199.56,199.656,196.008,147.5,213.0,65.5,0.09600000000000364,976.5624999996946,2,1777057946504,42.338996697217226,-71.09199486672878
left,162,200.648,200.704,197.096,141.5,210.0,68.5,0.056000000000011596,912.4999999998407,2,1777057947592,42.33900583349168,-71.09200593084097
left,163,201.784,201.856,198.232,149.0,214.5,65.5,0.07199999999998852,840.6250000001576,2,1777057948728,42.339009353891015,-71.09201615676284
left,164,203.056,203.168,199.504,141.5,326.0,184.5,0.11199999999998056,1659.027777778076,2,1777057950000,42.33900859951973,-71.09202629886568
left,165,203.992,204.048,200.44,141.5,211.5,70.0,0.056000000000011596,931.2499999998378,2,1777057950936,42.339016143232584,-71.09202973544598
left,166,207.392,207.44799999999998,203.84,154.5,217.5,63.0,0.055999999999983174,812.5000000002652,2,1777057954336,42.33898085542023,-71.09207206405699
left,167,208.52,208.61599999999999,204.968,136.0,216.0,80.0,0.09599999999998943,833.3333333333295,2,1777057955464,42.338958056643605,-71.0920921806246
left,168,210.752,210.808,207.2,141.0,211.5,70.5,0.055999999999997385,942.7083333334457,2,1777057957696,42.33890583738685,-71.09215177595615
left,169,211.88799999999998,211.936,208.336,138.5,203.0,64.5,0.04800000000001603,956.2499999996508,2,1777057958832,42.33889712020755,-71.09217214398086
left,170,213.024,213.12,209.472,144.0,210.0,66.0,0.09600000000000364,520.8333333333136,2,1777057959968,42.33888513408601,-71.09219091944396
left,171,214.168,214.24,210.616,136.5,224.0,87.5,0.07199999999998852,1162.5000000002008,2,1777057961112,42.33887323178351,-71.09220542013645
left,172,215.288,215.344,211.736,131.5,205.5,74.0,0.055999999999983174,981.2500000002285,2,1777057962232,42.33885923400521,-71.09222277067602
left,173,216.424,216.47199999999998,212.872,138.5,203.5,65.0,0.04799999999998761,1037.5000000003063,2,1777057963368,42.338845655322075,-71.09223953448236
left,174,217.544,217.656,213.992,138.0,208.0,70.0,0.11199999999999477,479.6875000000165,2,1777057964488,42.33883467502892,-71.09225411899388
left,175,218.704,218.8,215.152,135.0,209.0,74.0,0.09599999999998943,910.7142857144614,2,1777057965648,42.338812379166484,-71.09228638932109
left,176,219.824,219.88,216.272,148.5,209.5,61.0,0.056000000000011596,765.6249999997859,2,1777057966768,42.3387994710356,-71.09229669906199
left,177,220.984,221.11200000000002,217.432,144.0,210.0,66.0,0.1280000000000001,433.3333333333395,2,1777057967928,42.33878865838051,-71.0923096910119
left,178,222.192,222.24,218.64,152.0,213.0,61.0,0.04800000000001603,1007.8124999996635,2,1777057969136,42.33877943828702,-71.09232402406633
left,179,223.45600000000002,223.584,219.904,155.5,295.5,140.0,0.1280000000000001,1129.166666666653,2,1777057970400,42.338770385831594,-71.09233642928302
left,180,224.50400000000002,224.552,220.952,148.5,213.5,65.0,0.04799999999998761,1054.6875000001507,2,1777057971448,42.33875697478652,-71.09235084615648
left,181,226.86399999999998,226.92000000000002,223.312,169.5,222.5,53.0,0.056000000000011596,786.4583333329705,2,1777057973808,42.33873417600989,-71.09239334240556
left,182,229.512,229.632,225.96,165.5,256.5,91.0,0.12000000000000455,769.5312499999361,2,1777057976456,42.33872218988836,-71.09241278842092
left,183,233.832,233.94400000000002,230.28,223.0,307.5,84.5,0.11200000000000898,920.1388888887652,2,1777057980776,42.338709365576506,-71.09243634156883
left,184,235.36,235.45600000000002,231.808,164.5,217.5,53.0,0.09600000000000364,418.7499999999701,2,1777057982304,42.33870567753911,-71.09244254417717
left,185,236.608,236.696,233.056,152.0,247.5,95.5,0.08799999999999386,1100.6944444447358,2,1777057983552,42.33869628980756,-71.09246836043894
left,186,237.824,237.888,234.272,143.0,219.0,76.0,0.06400000000000716,885.4166666665915,2,1777057984768,42.33869494870305,-71.09248495660722
left,187,238.92000000000002,238.968,235.368,149.0,213.0,64.0,0.04799999999998761,1039.0625000001492,2,1777057985864,42.33870014548302,-71.09250549226999
left,188,239.96800000000002,240.03199999999998,236.416,150.5,224.5,74.0,0.06399999999999295,979.1666666668145,2,1777057986912,42.33870844356716,-71.09252787195146
left,189,241.064,241.104,237.512,139.5,209.5,70.0,0.040000000000020464,1398.4374999991721,2,1777057988008,42.33871934004128,-71.09254664741457
left,190,242.184,242.264,238.632,148.5,209.0,60.5,0.0799999999999983,756.2500000001394,2,1777057989128,42.33873073942959,-71.09256542287767
left,191,243.272,243.312,239.72,137.0,209.0,72.0,0.040000000000020464,1335.937499999304,2,1777057990216,42.33874616213143,-71.09257732518017
left,192,244.36,244.4,240.808,150.0,214.0,64.0,0.04000000000000625,1210.9374999997588,2,1777057991304,42.33876083046198,-71.09259199351072
left,193,245.47199999999998,245.6,241.92,137.5,205.5,68.0,0.1280000000000001,445.8333333333398,2,1777057992416,42.33877591788769,-71.09260129742324
